DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 13", San Antonio ,L101-96  ,Harris  20,Jokic  14,Jokic  14,A,Denver Nuggets 2018-19 Postseason NBA Schedule
"Tue, Apr 16", San Antonio ,W114-105  ,Murray  24,Jokic  13,Jokic  8,A,Denver Nuggets 2018-19 Postseason NBA Schedule
"Thu, Apr 18",San Antonio ,L118-108  ,Jokic  22,Beasley  9,Jokic  7,H,Denver Nuggets 2018-19 Postseason NBA Schedule
"Sat, Apr 20",San Antonio ,W117-103  ,Jokic  29,Jokic  12,Jokic  8,H,Denver Nuggets 2018-19 Postseason NBA Schedule
"Tue, Apr 23", San Antonio ,W108-90  ,Murray  23,Jokic  11,Jokic  8,A,Denver Nuggets 2018-19 Postseason NBA Schedule
"Thu, Apr 25",San Antonio ,L120-103  ,Jokic  43,Jokic  12,Jokic  9,H,Denver Nuggets 2018-19 Postseason NBA Schedule
"Sat, Apr 27", San Antonio ,W90-86  ,Murray  23,Jokic  15,Jokic  10,A,Denver Nuggets 2018-19 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Denver Nuggets 2018-19 Postseason NBA Schedule
"Mon, Apr 29", Portland ,W121-113  ,Jokic  37,Jokic  9,Murray  8,A,Denver Nuggets 2018-19 Postseason NBA Schedule
"Wed, May 1", Portland ,L97-90  ,Jokic  16,Jokic  14,Jokic  7,A,Denver Nuggets 2018-19 Postseason NBA Schedule
"Fri, May 3",Portland ,L140-137 4OT ,Murray  34,Jokic  18,Jokic  14,H,Denver Nuggets 2018-19 Postseason NBA Schedule
"Sun, May 5",Portland ,W116-112  ,Murray  34,Jokic  12,Jokic  11,H,Denver Nuggets 2018-19 Postseason NBA Schedule
"Tue, May 7", Portland ,W124-98  ,Jokic  25,Jokic  19,Murray  9,A,Denver Nuggets 2018-19 Postseason NBA Schedule
"Thu, May 9",Portland ,L119-108  ,Jokic  29,Jokic  12,Jokic  8,H,Denver Nuggets 2018-19 Postseason NBA Schedule
"Sun, May 12", Portland ,L100-96  ,Jokic  29,Jokic  13,Murray  5,A,Denver Nuggets 2018-19 Postseason NBA Schedule
