DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 15", Milwaukee ,W113-107 OT ,Horford  24,Horford  12,Horford  4,A,Boston Celtics 2017-18 Postseason NBA Schedule
"Tue, Apr 17", Milwaukee ,W120-106  ,Brown  30,Tatum  7,Rozier  8,A,Boston Celtics 2017-18 Postseason NBA Schedule
"Fri, Apr 20",Milwaukee ,L116-92  ,Horford  16,Monroe  12,Rozier  9,H,Boston Celtics 2017-18 Postseason NBA Schedule
"Sun, Apr 22",Milwaukee ,L104-102  ,Brown  34,Baynes  11,Rozier  8,H,Boston Celtics 2017-18 Postseason NBA Schedule
"Tue, Apr 24", Milwaukee ,W92-87  ,Horford  22,Horford  14,Rozier  5,A,Boston Celtics 2017-18 Postseason NBA Schedule
"Thu, Apr 26",Milwaukee ,L97-86  ,Tatum  22,Horford  10,Rozier  5,H,Boston Celtics 2017-18 Postseason NBA Schedule
"Sat, Apr 28", Milwaukee ,W112-96  ,Horford  26,Horford  8,Rozier  9,A,Boston Celtics 2017-18 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Boston Celtics 2017-18 Postseason NBA Schedule
"Mon, Apr 30", Philadelphia ,W117-101  ,Rozier  29,Rozier  8,Smart  9,A,Boston Celtics 2017-18 Postseason NBA Schedule
"Thu, May 3", Philadelphia ,W108-103  ,Tatum  21,Horford  12,Rozier  9,A,Boston Celtics 2017-18 Postseason NBA Schedule
"Sat, May 5",Philadelphia ,W101-98 OT ,Tatum  24,Baynes  10,Tatum  4,H,Boston Celtics 2017-18 Postseason NBA Schedule
"Mon, May 7",Philadelphia ,L103-92  ,Tatum  20,Horford  10,Tatum  4,H,Boston Celtics 2017-18 Postseason NBA Schedule
"Wed, May 9", Philadelphia ,W114-112  ,Tatum  25,Baynes  9,Smart  6,A,Boston Celtics 2017-18 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Boston Celtics 2017-18 Postseason NBA Schedule
"Sun, May 13", Cleveland ,W108-83  ,Brown  23,Morris Sr.  10,Rozier  8,A,Boston Celtics 2017-18 Postseason NBA Schedule
"Tue, May 15", Cleveland ,W107-94  ,Brown  23,Horford  10,Smart  9,A,Boston Celtics 2017-18 Postseason NBA Schedule
"Sat, May 19",Cleveland ,L116-86  ,Tatum  18,Horford  7,Smart  6,H,Boston Celtics 2017-18 Postseason NBA Schedule
"Mon, May 21",Cleveland ,L111-102  ,Brown  25,Horford  7,Rozier  11,H,Boston Celtics 2017-18 Postseason NBA Schedule
"Wed, May 23", Cleveland ,W96-83  ,Tatum  24,Horford  12,Rozier  6,A,Boston Celtics 2017-18 Postseason NBA Schedule
"Fri, May 25",Cleveland ,L109-99  ,Rozier  28,Horford  9,Smart  8,H,Boston Celtics 2017-18 Postseason NBA Schedule
"Sun, May 27", Cleveland ,L87-79  ,Tatum  24,Morris Sr.  12,Smart  7,A,Boston Celtics 2017-18 Postseason NBA Schedule
