DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 17", Charlotte ,W123-91  ,Deng  31,Whiteside  11,Dragic  10,A,Miami Heat 2015-16 Postseason NBA Schedule
"Wed, Apr 20", Charlotte ,W115-103  ,Wade  28,Whiteside  13,Wade  8,A,Miami Heat 2015-16 Postseason NBA Schedule
"Sat, Apr 23",Charlotte ,L96-80  ,Deng  19,Whiteside  18,Dragic  4,H,Miami Heat 2015-16 Postseason NBA Schedule
"Mon, Apr 25",Charlotte ,L89-85  ,Johnson  16,Johnson  7,Wade  10,H,Miami Heat 2015-16 Postseason NBA Schedule
"Wed, Apr 27", Charlotte ,L90-88  ,Wade  25,Whiteside  12,Wade  4,A,Miami Heat 2015-16 Postseason NBA Schedule
"Fri, Apr 29",Charlotte ,W97-90  ,Wade  23,Dragic  7,Wade  4,H,Miami Heat 2015-16 Postseason NBA Schedule
"Sun, May 1", Charlotte ,W106-73  ,Dragic  25,Whiteside  12,Dragic  4,A,Miami Heat 2015-16 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2015-16 Postseason NBA Schedule
"Tue, May 3",Toronto ,W102-96 OT ,Dragic  26,Whiteside  17,Wade  4,H,Miami Heat 2015-16 Postseason NBA Schedule
"Thu, May 5",Toronto ,L96-92 OT ,Dragic  20,Whiteside  12,Dragic  4,H,Miami Heat 2015-16 Postseason NBA Schedule
"Sat, May 7", Toronto ,L95-91  ,Wade  38,Wade  8,Wade  4,A,Miami Heat 2015-16 Postseason NBA Schedule
"Mon, May 9", Toronto ,W94-87 OT ,Wade  30,Deng  9,Dragic  4,A,Miami Heat 2015-16 Postseason NBA Schedule
"Wed, May 11",Toronto ,L99-91  ,Wade  20,Johnson  8,Wade  4,H,Miami Heat 2015-16 Postseason NBA Schedule
"Fri, May 13", Toronto ,W103-91  ,Dragic  30,Deng  8,Wade  5,A,Miami Heat 2015-16 Postseason NBA Schedule
"Sun, May 15",Toronto ,L116-89  ,Dragic  16,Winslow  8,Dragic  7,H,Miami Heat 2015-16 Postseason NBA Schedule
