DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 19", Phoenix ,L96-95 OT ,Jackson  23,Duncan  13,Parker  7,A,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Mon, Apr 21", Phoenix ,W84-76  ,Jackson  23,Duncan  12,Claxton  7,A,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Fri, Apr 25",Phoenix ,W99-86  ,Parker  29,Duncan  23,Duncan  6,H,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Sun, Apr 27",Phoenix ,L86-84  ,Duncan  24,Rose  14,Ginobili  5,H,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Tue, Apr 29", Phoenix ,W94-82  ,Rose  27,Duncan  17,Duncan  6,A,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Thu, May 1",Phoenix ,W87-85  ,Jackson  21,Duncan  20,Duncan  10,H,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Mon, May 5", Los Angeles ,W87-82  ,Duncan  28,Robinson  11,Duncan  7,A,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Wed, May 7", Los Angeles ,W114-95  ,Bowen  27,Duncan  13,Duncan  7,A,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Fri, May 9",Los Angeles ,L110-95  ,Duncan  28,Duncan  11,Jackson  4,H,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Sun, May 11",Los Angeles ,L99-95  ,Duncan  36,Jackson  10,Duncan  5,H,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Tue, May 13", Los Angeles ,W96-94  ,Duncan  27,Duncan  14,Duncan  5,A,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Thu, May 15",Los Angeles ,W110-82  ,Duncan  37,Duncan  16,Parker  5,H,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Mon, May 19", Dallas ,L113-110  ,Duncan  40,Duncan  15,Duncan  7,A,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Wed, May 21", Dallas ,W119-106  ,Duncan  32,Duncan  15,Duncan  5,A,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Fri, May 23",Dallas ,W96-83  ,Duncan  34,Duncan  24,Duncan  6,H,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Sun, May 25",Dallas ,W102-95  ,Parker  25,Duncan  20,Duncan  7,H,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Tue, May 27", Dallas ,L103-91  ,Duncan  23,Duncan  15,Duncan  6,A,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Thu, May 29",Dallas ,W90-78  ,Jackson  24,Duncan  11,Duncan  4,H,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Wed, Jun 4", New Jersey ,W101-89  ,Duncan  32,Duncan  20,Duncan  6,A,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Fri, Jun 6", New Jersey ,L87-85  ,Parker  21,Duncan  12,Parker  5,A,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Sun, Jun 8",New Jersey ,W84-79  ,Parker  26,Duncan  16,Duncan  7,H,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Wed, Jun 11",New Jersey ,L77-76  ,Duncan  23,Duncan  17,Jackson  3,H,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Fri, Jun 13",New Jersey ,W93-83  ,Duncan  29,Duncan  17,Duncan  4,H,San Antonio Spurs 2002-03 Postseason NBA Schedule
"Sun, Jun 15", New Jersey ,W88-77  ,Duncan  21,Duncan  20,Duncan  10,A,San Antonio Spurs 2002-03 Postseason NBA Schedule
