DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 18", Portland ,L105-100  ,Nash  25,Richardson  10,Nash  9,A,Phoenix Suns 2009-10 Postseason NBA Schedule
"Tue, Apr 20", Portland ,W119-90  ,Richardson  29,Hill  8,Nash  16,A,Phoenix Suns 2009-10 Postseason NBA Schedule
"Thu, Apr 22",Portland ,W108-89  ,Richardson  42,Richardson  8,Nash  10,H,Phoenix Suns 2009-10 Postseason NBA Schedule
"Sat, Apr 24",Portland ,L96-87  ,Stoudemire  26,Hill  12,Nash  8,H,Phoenix Suns 2009-10 Postseason NBA Schedule
"Mon, Apr 26", Portland ,W107-88  ,Frye  20,Frye  8,Nash  10,A,Phoenix Suns 2009-10 Postseason NBA Schedule
"Thu, Apr 29",Portland ,W99-90  ,Richardson  28,Hill  12,Nash  6,H,Phoenix Suns 2009-10 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Phoenix Suns 2009-10 Postseason NBA Schedule
"Mon, May 3", San Antonio ,W111-102  ,Nash  33,Stoudemire  13,Nash  10,A,Phoenix Suns 2009-10 Postseason NBA Schedule
"Wed, May 5", San Antonio ,W110-102  ,Stoudemire  23,Stoudemire  11,Nash  6,A,Phoenix Suns 2009-10 Postseason NBA Schedule
"Fri, May 7",San Antonio ,W110-96  ,Dragic  26,Nash  8,Nash  6,H,Phoenix Suns 2009-10 Postseason NBA Schedule
"Sun, May 9",San Antonio ,W107-101  ,Stoudemire  29,Richardson  8,Nash  9,H,Phoenix Suns 2009-10 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Phoenix Suns 2009-10 Postseason NBA Schedule
"Mon, May 17",Los Angeles ,L128-107  ,Stoudemire  23,Richardson  6,Nash  13,H,Phoenix Suns 2009-10 Postseason NBA Schedule
"Wed, May 19",Los Angeles ,L124-112  ,Richardson  27,Stoudemire  6,Nash  15,H,Phoenix Suns 2009-10 Postseason NBA Schedule
"Sun, May 23", Los Angeles ,W118-109  ,Stoudemire  42,Stoudemire  11,Nash  15,A,Phoenix Suns 2009-10 Postseason NBA Schedule
"Tue, May 25", Los Angeles ,W115-106  ,Stoudemire  21,Stoudemire  8,Nash  8,A,Phoenix Suns 2009-10 Postseason NBA Schedule
"Thu, May 27",Los Angeles ,L103-101  ,Nash  29,Frye  10,Nash  11,H,Phoenix Suns 2009-10 Postseason NBA Schedule
"Sat, May 29", Los Angeles ,L111-103  ,Stoudemire  27,Frye  13,Nash  9,A,Phoenix Suns 2009-10 Postseason NBA Schedule
