DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 20",Minnesota ,W117-98  ,Bryant  39,O'Neal  10,Bryant  8,H,Los Angeles Lakers 2002-03 Postseason NBA Schedule
"Tue, Apr 22",Minnesota ,L119-91  ,O'Neal  27,O'Neal  14,Bryant  8,H,Los Angeles Lakers 2002-03 Postseason NBA Schedule
"Thu, Apr 24", Minnesota ,L114-110 OT ,Bryant  30,O'Neal  17,Bryant  6,A,Los Angeles Lakers 2002-03 Postseason NBA Schedule
"Sun, Apr 27", Minnesota ,W102-97  ,O'Neal  34,O'Neal  23,O'Neal  6,A,Los Angeles Lakers 2002-03 Postseason NBA Schedule
"Tue, Apr 29",Minnesota ,W120-90  ,Bryant  32,O'Neal  11,George  6,H,Los Angeles Lakers 2002-03 Postseason NBA Schedule
"Thu, May 1", Minnesota ,W101-85  ,Bryant  31,O'Neal  17,O'Neal  9,A,Los Angeles Lakers 2002-03 Postseason NBA Schedule
"Mon, May 5",San Antonio ,L87-82  ,Bryant  37,O'Neal  21,O'Neal  3,H,Los Angeles Lakers 2002-03 Postseason NBA Schedule
"Wed, May 7",San Antonio ,L114-95  ,O'Neal  27,O'Neal  10,Pargo  3,H,Los Angeles Lakers 2002-03 Postseason NBA Schedule
"Fri, May 9", San Antonio ,W110-95  ,Bryant  39,O'Neal  16,O'Neal  8,A,Los Angeles Lakers 2002-03 Postseason NBA Schedule
"Sun, May 11", San Antonio ,W99-95  ,Bryant  35,O'Neal  17,O'Neal  5,A,Los Angeles Lakers 2002-03 Postseason NBA Schedule
"Tue, May 13",San Antonio ,L96-94  ,Bryant  36,O'Neal  12,Bryant  6,H,Los Angeles Lakers 2002-03 Postseason NBA Schedule
"Thu, May 15", San Antonio ,L110-82  ,O'Neal  31,O'Neal  10,Bryant  6,A,Los Angeles Lakers 2002-03 Postseason NBA Schedule
