DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 28", Cleveland ,W101-91  ,1-0,Bargnani  28,Bosh  16,Calderon  11,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Fri, Oct 30",Memphis ,L115-107  ,1-1,Bosh  37,Bosh  12,Jack  5,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Sun, Nov 1", Orlando ,L125-116  ,1-2,Bosh  35,Bosh  16,Calderon  6,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Wed, Nov 4", Detroit ,W110-99  ,2-2,Bosh  25,Bargnani  12,Turkoglu  6,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Fri, Nov 6",New Orleans ,W107-90  ,3-2,Bosh  27,Bargnani  9,Calderon  8,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Sat, Nov 7",Dallas ,L129-101  ,3-3,Bosh  26,Bosh  12,Calderon  7,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Mon, Nov 9",San Antonio ,L131-124  ,3-4,Bosh  32,Bosh  10,Calderon  9,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Wed, Nov 11", Chicago ,W99-89  ,4-4,Bosh  28,Bosh  11,Calderon  6,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Fri, Nov 13",LA ,W104-89  ,5-4,Bosh  21,Bosh  14,Calderon  9,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Sun, Nov 15",Phoenix ,L101-100  ,5-5,Bosh  25,Bosh  10,Calderon  7,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Tue, Nov 17",Denver ,L130-112  ,5-6,DeRozan  17,Bosh  14,Calderon  7,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Wed, Nov 18",Utah ,L104-91  ,5-7,Bosh  32,Bosh  17,Jack  5,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Fri, Nov 20", Miami ,W120-113  ,6-7,Bosh  29,Bosh  12,Calderon  10,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Sun, Nov 22", Orlando ,L104-96  ,6-8,Bosh  22,Bargnani  9,Jack  11,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Tue, Nov 24", Indiana ,W123-112  ,7-8,Calderon  21,Bosh  12,Calderon  7,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Wed, Nov 25",Charlotte ,L116-81  ,7-9,Bosh  18,Bosh  14,Calderon  8,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Fri, Nov 27",Boston ,L116-103  ,7-10,Bosh  20,Bosh  13,Jack  5,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Sun, Nov 29", Phoenix ,L113-94  ,7-11,Bosh  30,Bosh  17,Calderon  7,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Tue, Dec 1", Washington ,L106-102  ,7-12,Bosh  22,Bosh  14,Turkoglu  6,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Wed, Dec 2",Atlanta ,L146-115  ,7-13,DeRozan  21,Johnson  7,Jack  8,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Fri, Dec 4",Washington ,W109-107 OT ,8-13,Bosh  31,Bosh  16,Calderon  9,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Sat, Dec 5",Chicago ,W110-78  ,9-13,Bosh  25,Bosh  12,Jack  9,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Tue, Dec 8", Minnesota ,W94-88  ,10-13,Bosh  21,Bosh  15,Jack  8,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Wed, Dec 9",Milwaukee ,L117-95  ,10-14,Bosh  26,Bosh  10,Jack  7,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Fri, Dec 11", Atlanta ,L111-89  ,10-15,Bargnani  17,Bosh  10,Turkoglu  8,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Sun, Dec 13", Houston ,W101-88  ,11-15,Bosh  27,Jack  8,Jack  8,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Tue, Dec 15",Miami ,L115-95  ,11-16,Bosh  28,Bargnani  7,Bosh  4,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Wed, Dec 16",Orlando ,L118-99  ,11-17,Bosh  20,Bosh  6,Jack  5,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Fri, Dec 18", New Jersey ,W118-95  ,12-17,Johnson  18,Bosh  8,Jack  9,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Sun, Dec 20", New Orleans ,W98-92  ,13-17,Bosh  25,Johnson  12,Jack  7,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Wed, Dec 23",Detroit ,W94-64  ,14-17,Bargnani  21,Bosh  9,Turkoglu  11,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Sun, Dec 27", Detroit ,W102-95  ,15-17,Bosh  25,Bosh  16,Turkoglu  6,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Wed, Dec 30", Charlotte ,W107-103  ,16-17,Bosh  33,Bosh  13,Jack  6,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Sat, Jan 2",Boston ,L103-96  ,16-18,Bosh  25,Bosh  9,Jack  7,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Sun, Jan 3", San Antonio ,W91-86  ,17-18,Bosh  22,Bosh  15,Jack  8,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Wed, Jan 6",Orlando ,W108-103  ,18-18,Bosh  18,Bosh  12,Calderon  8,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Fri, Jan 8",Philadelphia ,W108-106  ,19-18,Bosh  29,Bosh  9,Bosh  6,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Sun, Jan 10", Boston ,L114-107  ,19-19,Bosh  31,Bosh  13,Turkoglu  9,A,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Mon, Jan 11",Indiana ,L105-101  ,19-20,Bosh  27,Bargnani  17,Calderon  6,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
"Fri, Jan 15",New York ,W112-104  ,20-20,Bargnani  24,Bargnani  12,Calderon  6,H,Toronto Raptors 2009-10 Regular Season NBA Schedule
