DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Fri, Dec 16",Washington ,W103-78  ,1-0,,,,H,Philadelphia 76ers 2011-12 Preseason NBA Schedule
"Tue, Dec 20", Washington ,W101-94  ,2-0,,,,A,Philadelphia 76ers 2011-12 Preseason NBA Schedule
