DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Mon, Dec 26",Washington ,W90-84  ,1-0,Williams  23,Humphries  16,Williams  9,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Tue, Dec 27", Atlanta ,L106-70  ,1-1,Brooks  17,Humphries  6,Gaines  4,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Thu, Dec 29",Orlando ,L94-78  ,1-2,Brooks  17,Humphries  10,Williams  7,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Fri, Dec 30",Atlanta ,L105-98  ,1-3,Williams  23,Humphries  13,Williams  6,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Sun, Jan 1",Cleveland ,L98-82  ,1-4,Williams  16,Okur  8,Williams  5,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Mon, Jan 2", Indiana ,L108-94  ,1-5,Williams  22,Brooks  7,Williams  8,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Wed, Jan 4",Boston ,L89-70  ,1-6,Brooks  17,Williams  9,Farmar  6,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Fri, Jan 6",Toronto ,W97-85  ,2-6,Williams  24,Humphries  16,Williams  9,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Sat, Jan 7", Miami ,L101-90  ,2-7,Humphries  25,Williams  13,Williams  10,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Mon, Jan 9", Atlanta ,L106-101  ,2-8,Morrow  20,Brooks  10,Williams  14,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Wed, Jan 11",Denver ,L123-115  ,2-9,Farmar  26,Humphries  9,Williams  13,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Fri, Jan 13",Phoenix ,W110-103  ,3-9,Williams  35,Okur  7,Williams  14,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Sat, Jan 14",Utah ,L107-94  ,3-10,Humphries  18,Humphries  10,Williams  5,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Mon, Jan 16",LA ,L101-91  ,3-11,Brooks  19,Brooks  8,Farmar  7,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Wed, Jan 18", Golden State ,W107-100  ,4-11,Williams  24,Humphries  15,Williams  10,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Sat, Jan 21", Oklahoma City ,L84-74  ,4-12,Brooks  14,Humphries  16,Williams  6,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Sun, Jan 22", Charlotte ,W97-87  ,5-12,Brooks  20,Humphries  10,Williams  10,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Mon, Jan 23",Chicago ,L110-95  ,5-13,Farmar  22,Owens  6,Williams  10,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Wed, Jan 25",Philadelphia ,W97-90 OT ,6-13,Williams  34,Humphries  19,Williams  11,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Fri, Jan 27",Cleveland ,W99-96  ,7-13,Williams  27,Humphries  11,Williams  10,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Sun, Jan 29", Toronto ,L94-73  ,7-14,Williams  24,Williams  9,Williams  6,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Tue, Jan 31",Indiana ,L106-99  ,7-15,Williams  34,Humphries  10,Williams  7,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Wed, Feb 1", Detroit ,W99-96  ,8-15,Williams  26,Williams  11,Williams  9,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Fri, Feb 3", Minnesota ,L108-105  ,8-16,Morrow  42,Humphries  9,Williams  14,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Sat, Feb 4",New York ,L99-92  ,8-17,Williams  21,Humphries  12,Williams  11,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Mon, Feb 6", Chicago ,L108-87  ,8-18,Williams  25,Humphries  9,Williams  5,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Wed, Feb 8", Detroit ,L99-92  ,8-19,Williams  34,Humphries  16,Williams  7,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Fri, Feb 10",Detroit ,L109-92  ,8-20,Petro  16,Humphries  6,Gaines  6,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Sat, Feb 11", San Antonio ,L103-89  ,8-21,Williams  27,Humphries  8,Williams  8,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Wed, Feb 15", Memphis ,L105-100  ,8-22,Williams  26,Williams  12,Williams  11,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Thu, Feb 16",Indiana ,L93-88  ,8-23,Williams  29,Humphries  10,Williams  4,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Sat, Feb 18",Chicago ,W97-85  ,9-23,Williams  29,Humphries  18,Williams  8,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Sun, Feb 19", Milwaukee ,L92-85  ,9-24,Williams  26,Williams  15,Williams  6,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Mon, Feb 20",New York ,W100-92  ,10-24,Williams  38,Humphries  14,Williams  6,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Wed, Feb 22", Orlando ,L108-91  ,10-25,Brooks  24,Williams  6,Williams  8,A,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Tue, Feb 28",Dallas ,W93-92  ,11-25,Lopez  38,Humphries  15,Williams  12,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Fri, Mar 2",Boston ,L107-94  ,11-26,Lopez  28,Williams  9,Williams  8,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Sun, Mar 4",Charlotte ,W104-101  ,12-26,Williams  57,Humphries  13,Williams  7,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
"Tue, Mar 6",Miami ,L108-78  ,12-27,Williams  16,Petro  8,Williams  4,H,Brooklyn Nets 2011-12 Regular Season NBA Schedule
