DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, May 18", Charlotte ,W144-117  ,34-38,,,,A,Indiana Pacers 2020-21 Play-In NBA Schedule
"Thu, May 20",Washington ,L142-115  ,34-38,,,,H,Indiana Pacers 2020-21 Play-In NBA Schedule
