DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 20",Denver ,L97-95  ,Thompson  22,Lee  14,Jack  10,H,Golden State Warriors 2012-13 Postseason NBA Schedule
"Tue, Apr 23",Denver ,W131-117  ,Curry  30,Bogut  8,Curry  13,H,Golden State Warriors 2012-13 Postseason NBA Schedule
"Fri, Apr 26", Denver ,W110-108  ,Curry  29,Bogut  9,Curry  11,A,Golden State Warriors 2012-13 Postseason NBA Schedule
"Sun, Apr 28", Denver ,W115-101  ,Curry  31,Green  6,Jack  9,A,Golden State Warriors 2012-13 Postseason NBA Schedule
"Tue, Apr 30",Denver ,L107-100  ,Barnes  23,Barnes  9,Curry  8,H,Golden State Warriors 2012-13 Postseason NBA Schedule
"Thu, May 2", Denver ,W92-88  ,Curry  22,Bogut  21,Curry  8,A,Golden State Warriors 2012-13 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Golden State Warriors 2012-13 Postseason NBA Schedule
"Mon, May 6",San Antonio ,L129-127 2OT ,Curry  44,Bogut  15,Curry  11,H,Golden State Warriors 2012-13 Postseason NBA Schedule
"Wed, May 8",San Antonio ,W100-91  ,Thompson  34,Thompson  14,Green  5,H,Golden State Warriors 2012-13 Postseason NBA Schedule
"Fri, May 10", San Antonio ,L102-92  ,Thompson  17,Bogut  12,Curry  8,A,Golden State Warriors 2012-13 Postseason NBA Schedule
"Sun, May 12", San Antonio ,W97-87 OT ,Barnes  26,Bogut  18,Jack  4,A,Golden State Warriors 2012-13 Postseason NBA Schedule
"Tue, May 14",San Antonio ,L109-91  ,Barnes  25,Barnes  7,Curry  8,H,Golden State Warriors 2012-13 Postseason NBA Schedule
"Thu, May 16", San Antonio ,L94-82  ,Curry  22,Bogut  7,Curry  6,A,Golden State Warriors 2012-13 Postseason NBA Schedule
