DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Fri, Nov 2", Houston ,L109-102  ,0-1,Williams  22,Smith  10,Teague  7,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Sun, Nov 4",Oklahoma City ,W104-95  ,1-1,Horford  23,Horford  12,Pachulia  6,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Nov 7", Indiana ,W89-86  ,2-1,Horford  16,Pachulia  14,Smith  7,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Fri, Nov 9", Miami ,L95-89  ,2-2,Teague  20,Smith  8,Teague  11,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Sun, Nov 11",LA ,L89-76  ,2-3,Smith  13,Horford  9,Teague  6,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Mon, Nov 12",Portland ,W95-87  ,3-3,Smith  19,Smith  11,Teague  8,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Nov 14",Golden State ,L92-88  ,3-4,Williams  18,Smith  10,Williams  6,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Fri, Nov 16",Sacramento ,W112-96  ,4-4,Korver  22,Horford  10,Smith  6,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Mon, Nov 19", Orlando ,W81-72  ,5-4,Horford  15,Pachulia  11,Teague  7,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Nov 21", Washington ,W101-100 OT ,6-4,Smith  25,Smith  12,Horford  10,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Fri, Nov 23",Charlotte ,W101-91  ,7-4,Horford  26,Horford  13,Teague  12,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Sat, Nov 24", LA ,W104-93  ,8-4,Pachulia  19,Pachulia  12,Teague  11,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Nov 28", Charlotte ,W94-91  ,9-4,Smith  17,Smith  13,Smith  6,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Fri, Nov 30", Cleveland ,L113-111  ,9-5,Smith  25,Horford  11,Teague  7,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Dec 5", Denver ,W108-104  ,10-5,Horford  25,Smith  13,Williams  6,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Fri, Dec 7", Washington ,W104-95  ,11-5,Smith  23,Smith  15,Teague  6,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Sat, Dec 8",Memphis ,W93-83  ,12-5,Smith  24,Horford  14,Teague  6,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Mon, Dec 10",Miami ,L101-92  ,12-6,Smith  22,Horford  11,Smith  6,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Dec 12",Orlando ,W86-80  ,13-6,Smith  16,Horford  13,Horford  4,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Thu, Dec 13", Charlotte ,W113-90  ,14-6,Harris  20,Johnson  8,Williams  9,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Sat, Dec 15", Golden State ,L115-93  ,14-7,Horford  17,Horford  9,Teague  8,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Tue, Dec 18",Washington ,W100-95 OT ,15-7,Williams  24,Smith  13,Teague  6,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Dec 19", Oklahoma City ,L100-92  ,15-8,Teague  19,Smith  12,Teague  9,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Fri, Dec 21",Philadelphia ,L99-80  ,15-9,Smith  17,Pachulia  8,Williams  4,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Sat, Dec 22", Chicago ,W92-75  ,16-9,Horford  20,Horford  10,Teague  8,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Dec 26", Detroit ,W126-119 2OT ,17-9,Smith  31,Smith  10,Teague  11,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Fri, Dec 28",Cleveland ,W102-94  ,18-9,Teague  27,Horford  11,Teague  8,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Sat, Dec 29", Indiana ,W109-100  ,19-9,Williams  21,Pachulia  14,Williams  12,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Mon, Dec 31",Houston ,L123-104  ,19-10,Williams  21,Horford  13,Teague  9,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Tue, Jan 1",New Orleans ,W95-86  ,20-10,Smith  23,Smith  13,Teague  8,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Fri, Jan 4",Detroit ,L85-84  ,20-11,Smith  20,Horford  15,Teague  9,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Sat, Jan 5", Boston ,L89-81  ,20-12,Williams  28,Smith  10,Smith  5,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Tue, Jan 8",Minnesota ,L108-103  ,20-13,Smith  21,Smith  13,Williams  8,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Jan 9",Cleveland ,L99-83  ,20-14,Smith  17,Pachulia  10,Teague  8,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Fri, Jan 11", Utah ,W103-95  ,21-14,Harris  24,Smith  10,Smith  6,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Sat, Jan 12",Washington ,L93-83  ,21-15,Teague  19,Horford  12,Harris  5,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Mon, Jan 14",Chicago ,L97-58  ,21-16,Scott  10,Horford  11,Teague  5,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Jan 16", Brooklyn ,W109-95  ,22-16,Teague  28,Horford  13,Teague  11,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Fri, Jan 18",Brooklyn ,L94-89  ,22-17,Teague  21,Smith  9,Teague  10,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Sat, Jan 19", San Antonio ,L98-93  ,22-18,Smith  21,Horford  15,Teague  8,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Mon, Jan 21", Minnesota ,W104-96  ,23-18,Horford  28,Horford  10,Teague  10,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Jan 23",Charlotte ,W104-92  ,24-18,Smith  30,Johnson  15,Smith  8,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Fri, Jan 25", Boston ,W123-111 2OT ,25-18,Korver  27,Smith  14,Teague  7,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Sun, Jan 27",New York ,L106-104  ,25-19,Teague  27,Korver  7,Teague  6,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Jan 30", Toronto ,W93-92  ,26-19,Horford  22,Smith  11,Teague  7,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Sat, Feb 2", Chicago ,L93-76  ,26-20,Smith  19,Smith  13,Smith  5,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Tue, Feb 5",Indiana ,L114-103  ,26-21,Teague  24,Smith  10,Teague  8,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Feb 6", Memphis ,W103-92  ,27-21,Teague  22,Smith  11,Teague  13,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Fri, Feb 8", New Orleans ,L111-100  ,27-22,Smith  23,Smith  6,Teague  9,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Mon, Feb 11",Dallas ,W105-101  ,28-22,Smith  26,Smith  13,Teague  9,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Feb 13",Orlando ,W108-76  ,29-22,Smith  30,Horford  12,Teague  11,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Wed, Feb 20", Miami ,L103-90  ,29-23,Horford  27,Horford  9,Smith  9,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Fri, Feb 22", Sacramento ,W122-108  ,30-23,Horford  24,Horford  8,Teague  12,A,Atlanta Hawks 2012-13 Regular Season NBA Schedule
"Sat, Feb 23",Milwaukee ,W103-102  ,31-23,Horford  23,Smith  13,Teague  9,H,Atlanta Hawks 2012-13 Regular Season NBA Schedule
