DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Dec 25",Los Angeles ,W88-87  ,1-0,Rose  22,Noah  9,Rose  5,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Mon, Dec 26",Golden State ,L99-91  ,1-1,Deng  22,Deng  10,Rose  8,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Thu, Dec 29",Sacramento ,W108-98  ,2-1,Rose  19,Boozer  15,Watson  9,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Fri, Dec 30",LA ,W114-101  ,3-1,Rose  29,Rose  8,Rose  16,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Sun, Jan 1", Memphis ,W104-64  ,4-1,Boozer  17,Boozer  11,Rose  6,A,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Tue, Jan 3", Atlanta ,W76-74  ,5-1,Rose  30,Boozer  9,Rose  7,A,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Wed, Jan 4",Detroit ,W99-83  ,6-1,Boozer  19,Noah  11,Rose  10,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Fri, Jan 6",Orlando ,W97-83  ,7-1,Rose  21,Boozer  13,Rose  10,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Sat, Jan 7",Atlanta ,L109-94  ,7-2,Lucas III  16,Asik  13,Rose  6,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Mon, Jan 9", Detroit ,W92-68  ,8-2,Boozer  23,Boozer  8,Rose  8,A,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Tue, Jan 10",Minnesota ,W111-100  ,9-2,Rose  31,Deng  11,Rose  11,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Wed, Jan 11", Washington ,W78-64  ,10-2,Lucas III  25,Deng  15,Lucas III  8,A,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Fri, Jan 13",Boston ,W88-79  ,11-2,Rose  25,Deng  16,Rose  7,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Sat, Jan 14", Toronto ,W77-64  ,12-2,Rose  18,Boozer  13,Rose  11,A,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Mon, Jan 16",Memphis ,L102-86  ,12-3,Deng  20,Boozer  7,Deng  3,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Tue, Jan 17", Phoenix ,W118-97  ,13-3,Boozer  31,Noah  12,Hamilton  6,A,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Fri, Jan 20",Cleveland ,W114-75  ,14-3,Deng  21,Boozer  14,Watson  7,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Sat, Jan 21", Charlotte ,W95-89  ,15-3,Boozer  23,Asik  15,James  10,A,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Mon, Jan 23", New Jersey ,W110-95  ,16-3,Rose  22,Noah  10,Hamilton  10,A,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Wed, Jan 25", Indiana ,L95-90  ,16-4,Rose  24,Noah  13,Brewer  5,A,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Fri, Jan 27", Milwaukee ,W107-100  ,17-4,Rose  34,Noah  16,Brewer  6,A,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Sun, Jan 29",Miami ,L97-93  ,17-5,Rose  34,Noah  11,Rose  6,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Mon, Jan 30",Washington ,W98-88  ,18-5,Rose  35,Noah  13,Rose  8,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Wed, Feb 1",Philadelphia ,L98-82  ,18-6,Watson  20,Boozer  9,Rose  6,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Thu, Feb 2",New York ,W105-102  ,19-6,Rose  32,Boozer  9,Rose  13,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Sat, Feb 4",Milwaukee ,W113-90  ,20-6,Rose  26,Deng  9,Rose  13,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Mon, Feb 6",New Jersey ,W108-87  ,21-6,Boozer  24,Noah  12,Watson  11,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Wed, Feb 8",New Orleans ,W90-67  ,22-6,Boozer  18,Noah  10,Rose  6,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Fri, Feb 10",Charlotte ,W95-64  ,23-6,Noah  17,Noah  14,Watson  5,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Sun, Feb 12",Boston ,L95-91  ,23-7,Boozer  22,Noah  9,Watson  6,H,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Tue, Feb 14", Sacramento ,W121-115  ,24-7,Deng  23,Noah  11,Deng  11,A,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Thu, Feb 16", Boston ,W89-80  ,25-7,Boozer  23,Noah  16,Deng  10,A,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Sat, Feb 18", New Jersey ,L97-85  ,25-8,Boozer  16,Boozer  9,James  7,A,Chicago Bulls 2011-12 Regular Season NBA Schedule
"Mon, Feb 20", Atlanta ,W90-79  ,26-8,Rose  23,Noah  16,Rose  6,A,Chicago Bulls 2011-12 Regular Season NBA Schedule
