DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Thu, Oct 30", Oklahoma City ,W93-90  ,1-0,Griffin  23,Jordan  10,Paul  7,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Fri, Oct 31",Los Angeles ,W118-111  ,2-0,Griffin  39,Jordan  13,Paul  10,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Sun, Nov 2", Sacramento ,L98-92  ,2-1,Griffin  17,Jordan  9,Paul  11,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Mon, Nov 3", Utah ,W107-101  ,3-1,Griffin  31,Paul  10,Paul  12,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Wed, Nov 5",Golden State ,L121-104  ,3-2,Crawford  24,Jordan  13,Paul  12,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Sat, Nov 8", Portland ,W106-102  ,4-2,Redick  30,Jordan  14,Paul  11,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Mon, Nov 10", San Antonio ,L89-85  ,4-3,Griffin  23,Jordan  13,Paul  9,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Sat, Nov 15", Phoenix ,W120-107  ,5-3,Paul  32,Jordan  18,Paul  9,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Mon, Nov 17", Chicago ,L105-89  ,5-4,Crawford  24,Jordan  17,Paul  7,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Wed, Nov 19",Orlando ,W114-90  ,6-4,Crawford  22,Jordan  11,Paul  9,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Thu, Nov 20",Miami ,W110-93  ,7-4,Griffin  26,Jordan  11,Paul  12,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Sun, Nov 23",Memphis ,L107-91  ,7-5,Paul  22,Hawes  10,Paul  5,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Mon, Nov 24",Charlotte ,W113-92  ,8-5,Griffin  22,Griffin  16,Paul  15,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Wed, Nov 26",Detroit ,W104-98  ,9-5,Crawford  25,Jordan  11,Paul  7,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Fri, Nov 28",Houston ,W102-85  ,10-5,Griffin  30,Jordan  13,Paul  7,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Sat, Nov 29",Utah ,W112-96  ,11-5,Griffin  28,Jordan  12,Paul  10,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Mon, Dec 1", Minnesota ,W127-101  ,12-5,Griffin  23,Jordan  13,Paul  8,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Wed, Dec 3", Orlando ,W114-86  ,13-5,Griffin  21,Jordan  16,Paul  10,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Sat, Dec 6", New Orleans ,W120-100  ,14-5,Griffin  30,Jordan  18,Paul  16,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Mon, Dec 8", Phoenix ,W121-120 OT ,15-5,Griffin  45,Jordan  14,Paul  10,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Wed, Dec 10",Indiana ,W103-96  ,16-5,Crawford  18,Jordan  19,Paul  15,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Fri, Dec 12",Washington ,L104-96  ,16-6,Paul  19,Jordan  8,Paul  6,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Sat, Dec 13",Milwaukee ,L111-106  ,16-7,Barnes  26,Jordan  15,Griffin  9,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Mon, Dec 15", Detroit ,W113-91  ,17-7,Griffin  18,Jordan  15,Paul  8,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Wed, Dec 17", Indiana ,W102-100  ,18-7,Griffin  31,Jordan  23,Paul  9,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Fri, Dec 19",Denver ,L109-106  ,18-8,Griffin  32,Jordan  14,Paul  15,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Sat, Dec 20", Milwaukee ,W106-102  ,19-8,Paul  27,Jordan  16,Paul  9,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Mon, Dec 22",San Antonio ,L125-118  ,19-9,Paul  25,Jordan  11,Paul  9,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Tue, Dec 23",Atlanta ,L107-104  ,19-10,Griffin  21,Jordan  22,Griffin  11,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Thu, Dec 25", Golden State ,W100-86  ,20-10,Crawford  24,Griffin  15,Griffin  6,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Sat, Dec 27", Toronto ,L110-98  ,20-11,Redick  23,Jordan  20,Paul  8,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Mon, Dec 29", Utah ,W101-97  ,21-11,Griffin  24,Jordan  19,Paul  8,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Wed, Dec 31", New York ,W99-78  ,22-11,Redick  20,Jordan  12,Griffin  11,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Sat, Jan 3", Philadelphia ,W127-91  ,23-11,Paul  24,Jordan  10,Paul  12,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Mon, Jan 5", Atlanta ,L107-98  ,23-12,Griffin  26,Jordan  16,Paul  10,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Wed, Jan 7", Los Angeles ,W114-89  ,24-12,Griffin  27,Jordan  13,Paul  11,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Sat, Jan 10", Dallas ,W120-100  ,25-12,Griffin  22,Jordan  15,Paul  13,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Sun, Jan 11", Miami ,L104-90  ,25-13,Griffin  26,Griffin  6,Paul  9,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Wed, Jan 14",Portland ,W100-94  ,26-13,Crawford  25,Jordan  18,Paul  10,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Fri, Jan 16", Cleveland ,L126-121  ,26-14,Griffin  34,Jordan  12,Paul  14,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Sat, Jan 17",Sacramento ,W117-108  ,27-14,Griffin  30,Barnes  10,Paul  9,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Mon, Jan 19", Boston ,W102-93  ,28-14,Griffin  22,Jordan  12,Griffin  6,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Thu, Jan 22", Brooklyn ,W123-84  ,29-14,Griffin  24,Jordan  12,Paul  17,A,LA Clippers 2014-15 Regular Season NBA Schedule
"Sun, Jan 25",Phoenix ,W120-100  ,30-14,Paul  23,Jordan  14,Paul  12,H,LA Clippers 2014-15 Regular Season NBA Schedule
"Mon, Jan 26", Denver ,W102-98  ,31-14,Crawford  23,Jordan  12,Griffin  10,A,LA Clippers 2014-15 Regular Season NBA Schedule
