DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 20", Denver ,L110-98  ,0-1,Bridges  16,McGee  8,Paul  10,A,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Fri, Oct 22",Los Angeles ,W115-105  ,1-1,Paul  23,Ayton  15,Paul  14,H,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Sat, Oct 23",Portland ,L134-105  ,1-2,Booker  21,Kaminsky  5,Paul  11,H,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Wed, Oct 27", Sacramento ,L110-107  ,1-3,Booker  31,Ayton  21,Booker  8,A,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Sat, Oct 30", Cleveland ,W101-92  ,2-3,Booker  27,Ayton  12,Paul  10,A,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Tue, Nov 2", New Orleans ,W112-100  ,3-3,Bridges  22,Booker  8,Paul  18,A,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Thu, Nov 4", Houston ,W123-111  ,4-3,Booker  27,Ayton  11,Paul  13,A,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Sat, Nov 6", Atlanta ,W121-117  ,5-3,Booker  38,Crowder  8,Paul  13,A,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Mon, Nov 8",Sacramento ,W109-104  ,6-3,Payne  24,Booker  9,Booker  6,H,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Wed, Nov 10", Portland ,W119-109  ,7-3,Kaminsky  31,McGee  8,Paul  7,A,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Fri, Nov 12",Memphis ,W119-94  ,8-3,Booker  17,Johnson  7,Paul  12,H,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Sun, Nov 14",Houston ,W115-89  ,9-3,Booker  26,McGee  14,Booker  6,H,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Mon, Nov 15",Minnesota ,W99-96  ,10-3,Booker  29,Ayton  12,Paul  8,H,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Wed, Nov 17", Dallas ,W105-98  ,11-3,Booker  24,Ayton  13,Paul  14,A,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Fri, Nov 19", Dallas ,W112-104  ,12-3,Bridges  19,Ayton  17,Paul  14,A,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Sun, Nov 21", Denver ,W126-97  ,13-3,Johnson  22,Ayton  8,Paul  10,A,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Mon, Nov 22",San Antonio ,W115-111  ,14-3,Booker  23,Ayton  14,Shamet  5,H,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Wed, Nov 24",Cleveland ,W120-115  ,15-3,Booker  35,McGee  12,Paul  12,H,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Fri, Nov 26",New York ,W118-97  ,16-3,Booker  32,Ayton  13,Paul  10,H,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Sat, Nov 27",Brooklyn ,W113-107  ,17-3,Booker  30,McGee  10,Paul  5,H,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Tue, Nov 30", Golden State ,W104-96  ,18-3,Ayton  24,Ayton  11,Paul  11,A,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Thu, Dec 2", Detroit ,W114-103  ,19-3,Payne  19,Ayton  12,Paul  12,A,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Fri, Dec 3",Golden State ,L118-96  ,19-4,Ayton  23,McGee  7,Paul  8,H,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Mon, Dec 6", San Antonio ,W108-104  ,20-4,Paul  21,Ayton  9,Paul  10,A,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Fri, Dec 10", Boston ,W111-90  ,21-4,McGee  21,McGee  15,Paul  12,A,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Mon, Dec 13",LA ,L111-95  ,21-5,Johnson  17,McGee  13,Paul  8,H,Phoenix Suns 2021-22 Regular Season NBA Schedule
"Tue, Dec 14",Portland ,W111-107 OT ,22-5,Ayton  28,Ayton  13,Paul  14,H,Phoenix Suns 2021-22 Regular Season NBA Schedule
