DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 20", Boston ,W138-134 2OT ,1-0,Randle  35,Robinson  17,Randle  9,A,New York Knicks 2021-22 Regular Season NBA Schedule
"Fri, Oct 22",Orlando ,W121-96  ,2-0,Randle  21,Randle  10,Randle  7,H,New York Knicks 2021-22 Regular Season NBA Schedule
"Sun, Oct 24", Orlando ,L110-104  ,2-1,Randle  30,Randle  16,Barrett  5,A,New York Knicks 2021-22 Regular Season NBA Schedule
"Tue, Oct 26", Philadelphia ,W112-99  ,3-1,Walker  19,Randle  11,Randle  7,A,New York Knicks 2021-22 Regular Season NBA Schedule
"Thu, Oct 28",Chicago ,W104-103  ,4-1,Walker  21,Randle  16,Randle  9,H,New York Knicks 2021-22 Regular Season NBA Schedule
"Sat, Oct 30",New Orleans ,W123-117  ,5-1,Barrett  35,Barrett  8,Barrett  6,H,New York Knicks 2021-22 Regular Season NBA Schedule
"Mon, Nov 1", Toronto ,L113-104  ,5-2,Barrett  27,Robinson  12,Randle  5,A,New York Knicks 2021-22 Regular Season NBA Schedule
"Wed, Nov 3",Indiana ,L111-98  ,5-3,Barrett  23,Randle  14,Walker  4,H,New York Knicks 2021-22 Regular Season NBA Schedule
"Fri, Nov 5",Milwaukee ,W113-98  ,6-3,Randle  32,Noel  13,Randle  4,H,New York Knicks 2021-22 Regular Season NBA Schedule
"Sun, Nov 7", Cleveland ,L126-109  ,6-4,Randle  19,Randle  7,Randle  7,A,New York Knicks 2021-22 Regular Season NBA Schedule
"Mon, Nov 8",Philadelphia ,W103-96  ,7-4,Randle  31,Randle  12,Walker  5,H,New York Knicks 2021-22 Regular Season NBA Schedule
"Wed, Nov 10", Milwaukee ,L112-100  ,7-5,Rose  22,Gibson  9,Rose  7,A,New York Knicks 2021-22 Regular Season NBA Schedule
