DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 29", Oklahoma City ,W106-89  ,1-0,Aldridge  27,Lopez  10,Batum  6,A,Portland Trail Blazers 2014-15 Regular Season NBA Schedule
"Fri, Oct 31",Sacramento ,L103-94  ,1-1,Aldridge  22,Lillard  7,Batum  5,H,Portland Trail Blazers 2014-15 Regular Season NBA Schedule
"Sun, Nov 2", Golden State ,L95-90  ,1-2,Aldridge  26,Aldridge  13,Lillard  5,A,Portland Trail Blazers 2014-15 Regular Season NBA Schedule
"Tue, Nov 4", Cleveland ,W101-82  ,2-2,Lillard  27,Batum  9,Lillard  7,A,Portland Trail Blazers 2014-15 Regular Season NBA Schedule
"Thu, Nov 6", Dallas ,W108-87  ,3-2,Aldridge  20,Batum  9,Batum  9,A,Portland Trail Blazers 2014-15 Regular Season NBA Schedule
"Sat, Nov 8",LA ,L106-102  ,3-3,Lillard  25,Aldridge  10,Lillard  8,H,Portland Trail Blazers 2014-15 Regular Season NBA Schedule
"Sun, Nov 9", Denver ,W116-100  ,4-3,Aldridge  28,Aldridge  9,Lillard  7,A,Portland Trail Blazers 2014-15 Regular Season NBA Schedule
"Tue, Nov 11", Charlotte ,W102-100  ,5-3,Lillard  29,Aldridge  14,Lillard  7,A,Portland Trail Blazers 2014-15 Regular Season NBA Schedule
"Wed, Nov 12",Denver ,W130-113  ,6-3,Lillard  27,Kaman  7,Lillard  9,H,Portland Trail Blazers 2014-15 Regular Season NBA Schedule
"Sat, Nov 15", Brooklyn ,W97-87  ,7-3,Lillard  28,Leonard  12,Lillard  10,A,Portland Trail Blazers 2014-15 Regular Season NBA Schedule
"Mon, Nov 17", New Orleans ,W102-93  ,8-3,Lillard  24,Kaman  10,Lillard  7,A,Portland Trail Blazers 2014-15 Regular Season NBA Schedule
