DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Apr 11",Los Angeles ,L108-102 OT ,42-40,Towns  24,Towns  11,Anderson  13,H,Minnesota Timberwolves 2022-23 Play-In NBA Schedule
"Fri, Apr 14", Oklahoma City ,W120-95  ,42-40,Towns  28,Towns  11,Edwards  6,A,Minnesota Timberwolves 2022-23 Play-In NBA Schedule
