DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 21", Los Angeles ,W91-79  ,Parker  18,Leonard  11,Parker  8,A,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Wed, Apr 24", Los Angeles ,W102-91  ,Parker  28,Leonard  7,Parker  7,A,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Fri, Apr 26",Los Angeles ,W120-89  ,Duncan  26,Duncan  9,Parker  7,H,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Sun, Apr 28",Los Angeles ,W103-82  ,Parker  23,Leonard  7,Ginobili  6,H,San Antonio Spurs 2012-13 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Mon, May 6", Golden State ,W129-127 2OT ,Parker  28,Duncan  11,Ginobili  11,A,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Wed, May 8", Golden State ,L100-91  ,Duncan  23,Leonard  12,Ginobili  4,A,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Fri, May 10",Golden State ,W102-92  ,Parker  32,Duncan  10,Parker  5,H,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Sun, May 12",Golden State ,L97-87 OT ,Ginobili  21,Duncan  15,Ginobili  3,H,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Tue, May 14", Golden State ,W109-91  ,Parker  25,Duncan  11,Parker  10,A,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Thu, May 16",Golden State ,W94-82  ,Duncan  19,Leonard  10,Ginobili  11,H,San Antonio Spurs 2012-13 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Sun, May 19", Memphis ,W105-83  ,Parker  20,Duncan  10,Parker  9,A,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Tue, May 21", Memphis ,W93-89 OT ,Duncan  17,Duncan  9,Parker  18,A,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Sat, May 25",Memphis ,W104-93 OT ,Parker  26,Leonard  11,Parker  5,H,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Mon, May 27",Memphis ,W93-86  ,Parker  37,Duncan  8,Parker  6,H,San Antonio Spurs 2012-13 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Thu, Jun 6",Miami ,W92-88  ,Parker  21,Duncan  14,Parker  6,H,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Sun, Jun 9",Miami ,L103-84  ,Green  17,Leonard  14,Parker  5,H,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Tue, Jun 11", Miami ,W113-77  ,Green  27,Duncan  14,Parker  8,A,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Thu, Jun 13", Miami ,L109-93  ,Duncan  20,Leonard  7,Parker  9,A,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Sun, Jun 16", Miami ,W114-104  ,Parker  26,Duncan  12,Ginobili  10,A,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Tue, Jun 18",Miami ,L103-100 OT ,Duncan  30,Duncan  17,Parker  8,H,San Antonio Spurs 2012-13 Postseason NBA Schedule
"Thu, Jun 20",Miami ,L95-88  ,Duncan  24,Leonard  16,Ginobili  5,H,San Antonio Spurs 2012-13 Postseason NBA Schedule
