DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 29",Memphis ,W99-98  ,Young  19,Evans  13,Paul  11,H,LA Clippers 2011-12 Postseason NBA Schedule
"Wed, May 2",Memphis ,L105-98  ,Paul  29,Griffin  9,Paul  6,H,LA Clippers 2011-12 Postseason NBA Schedule
"Sat, May 5", Memphis ,W87-86  ,Paul  24,Evans  11,Paul  11,A,LA Clippers 2011-12 Postseason NBA Schedule
"Mon, May 7", Memphis ,W101-97 OT ,Griffin  30,Paul  9,Griffin  7,A,LA Clippers 2011-12 Postseason NBA Schedule
"Wed, May 9",Memphis ,L92-80  ,Williams  20,Griffin  11,Paul  4,H,LA Clippers 2011-12 Postseason NBA Schedule
"Fri, May 11", Memphis ,L90-88  ,Griffin  17,Evans  10,Paul  7,A,LA Clippers 2011-12 Postseason NBA Schedule
"Sun, May 13",Memphis ,W82-72  ,Paul  19,Martin  10,Paul  4,H,LA Clippers 2011-12 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,LA Clippers 2011-12 Postseason NBA Schedule
"Tue, May 15",San Antonio ,L108-92  ,Bledsoe  23,Griffin  9,Paul  10,H,LA Clippers 2011-12 Postseason NBA Schedule
"Thu, May 17",San Antonio ,L105-88  ,Griffin  20,Jordan  7,Paul  5,H,LA Clippers 2011-12 Postseason NBA Schedule
"Sat, May 19", San Antonio ,L96-86  ,Griffin  28,Griffin  16,Paul  11,A,LA Clippers 2011-12 Postseason NBA Schedule
"Sun, May 20", San Antonio ,L102-99  ,Paul  23,Jordan  8,Paul  11,A,LA Clippers 2011-12 Postseason NBA Schedule
