DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 18", Oklahoma City ,W87-79  ,Bryant  21,Gasol  13,Bryant  3,A,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Tue, Apr 20", Oklahoma City ,W95-92  ,Bryant  39,Gasol  12,Fisher  6,A,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Thu, Apr 22",Oklahoma City ,L101-96  ,Bryant  24,Gasol  15,Bryant  8,H,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Sat, Apr 24",Oklahoma City ,L110-89  ,Bynum  13,Bynum  10,Bryant  4,H,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Tue, Apr 27", Oklahoma City ,W111-87  ,Gasol  25,Gasol  11,Bryant  7,A,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Fri, Apr 30",Oklahoma City ,W95-94  ,Bryant  32,Gasol  18,Fisher  6,H,Los Angeles Lakers 2009-10 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Sun, May 2", Utah ,W104-99  ,Bryant  31,Gasol  12,Bryant  4,A,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Tue, May 4", Utah ,W111-103  ,Bryant  30,Gasol  15,Bryant  8,A,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Sat, May 8",Utah ,W111-110  ,Bryant  35,Gasol  17,Bryant  7,H,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Mon, May 10",Utah ,W111-96  ,Gasol  33,Gasol  14,Bryant  4,H,Los Angeles Lakers 2009-10 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Mon, May 17", Phoenix ,W128-107  ,Bryant  40,Odom  19,Bryant  5,A,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Wed, May 19", Phoenix ,W124-112  ,Gasol  29,Odom  11,Bryant  13,A,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Sun, May 23",Phoenix ,L118-109  ,Bryant  36,Bryant  9,Bryant  11,H,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Tue, May 25",Phoenix ,L115-106  ,Bryant  38,Odom  10,Bryant  10,H,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Thu, May 27", Phoenix ,W103-101  ,Bryant  30,Odom  13,Bryant  9,A,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Sat, May 29",Phoenix ,W111-103  ,Bryant  37,Odom  12,Farmar  5,H,Los Angeles Lakers 2009-10 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Thu, Jun 3", Boston ,W102-89  ,Bryant  30,Gasol  14,Bryant  6,A,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Sun, Jun 6", Boston ,L103-94  ,Gasol  25,Gasol  8,Bryant  6,A,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Tue, Jun 8",Boston ,W91-84  ,Bryant  29,Gasol  10,Bryant  4,H,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Thu, Jun 10",Boston ,L96-89  ,Bryant  33,Odom  7,Gasol  3,H,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Sun, Jun 13",Boston ,L92-86  ,Bryant  38,Gasol  12,Bryant  4,H,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Tue, Jun 15", Boston ,W89-67  ,Bryant  26,Gasol  13,Gasol  9,A,Los Angeles Lakers 2009-10 Postseason NBA Schedule
"Thu, Jun 17", Boston ,W83-79  ,Bryant  23,Gasol  18,Gasol  4,A,Los Angeles Lakers 2009-10 Postseason NBA Schedule
