DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 19", Philadelphia ,L100-98  ,Howard  31,Howard  16,Alston  5,A,Orlando Magic 2008-09 Postseason NBA Schedule
"Wed, Apr 22", Philadelphia ,W96-87  ,Lee  24,Howard  10,Lewis  6,A,Orlando Magic 2008-09 Postseason NBA Schedule
"Fri, Apr 24",Philadelphia ,L96-94  ,Howard  36,Howard  11,Lee  5,H,Orlando Magic 2008-09 Postseason NBA Schedule
"Sun, Apr 26",Philadelphia ,W84-81  ,Howard  18,Howard  18,Alston  5,H,Orlando Magic 2008-09 Postseason NBA Schedule
"Tue, Apr 28", Philadelphia ,W91-78  ,Howard  24,Howard  24,Alston  4,A,Orlando Magic 2008-09 Postseason NBA Schedule
"Thu, Apr 30",Philadelphia ,W114-89  ,Lewis  29,Gortat  15,Alston  10,H,Orlando Magic 2008-09 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Orlando Magic 2008-09 Postseason NBA Schedule
"Mon, May 4",Boston ,W95-90  ,Lewis  18,Howard  22,Alston  7,H,Orlando Magic 2008-09 Postseason NBA Schedule
"Wed, May 6",Boston ,L112-94  ,Lewis  17,Howard  12,Johnson  7,H,Orlando Magic 2008-09 Postseason NBA Schedule
"Fri, May 8", Boston ,W117-96  ,Lewis  28,Howard  14,Turkoglu  4,A,Orlando Magic 2008-09 Postseason NBA Schedule
"Sun, May 10", Boston ,L95-94  ,Howard  23,Howard  17,Redick  7,A,Orlando Magic 2008-09 Postseason NBA Schedule
"Tue, May 12",Boston ,L92-88  ,Lewis  19,Howard  17,Turkoglu  7,H,Orlando Magic 2008-09 Postseason NBA Schedule
"Thu, May 14", Boston ,W83-75  ,Howard  23,Howard  22,Lewis  3,A,Orlando Magic 2008-09 Postseason NBA Schedule
"Sun, May 17",Boston ,W101-82  ,Turkoglu  25,Howard  16,Turkoglu  12,H,Orlando Magic 2008-09 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Orlando Magic 2008-09 Postseason NBA Schedule
"Wed, May 20",Cleveland ,W107-106  ,Howard  30,Howard  13,Turkoglu  14,H,Orlando Magic 2008-09 Postseason NBA Schedule
"Fri, May 22",Cleveland ,L96-95  ,Lewis  23,Howard  18,Turkoglu  4,H,Orlando Magic 2008-09 Postseason NBA Schedule
"Sun, May 24", Cleveland ,W99-89  ,Howard  24,Turkoglu  10,Turkoglu  7,A,Orlando Magic 2008-09 Postseason NBA Schedule
"Tue, May 26", Cleveland ,W116-114 OT ,Howard  27,Howard  14,Turkoglu  8,A,Orlando Magic 2008-09 Postseason NBA Schedule
"Thu, May 28",Cleveland ,L112-102  ,Turkoglu  29,Howard  10,Alston  4,H,Orlando Magic 2008-09 Postseason NBA Schedule
"Sat, May 30", Cleveland ,W103-90  ,Howard  40,Howard  14,Turkoglu  5,A,Orlando Magic 2008-09 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Orlando Magic 2008-09 Postseason NBA Schedule
"Thu, Jun 4",Los Angeles ,L100-75  ,Pietrus  14,Howard  15,Nelson  4,H,Orlando Magic 2008-09 Postseason NBA Schedule
"Sun, Jun 7",Los Angeles ,L101-96 OT ,Lewis  34,Howard  16,Lewis  7,H,Orlando Magic 2008-09 Postseason NBA Schedule
"Tue, Jun 9", Los Angeles ,W108-104  ,Howard  21,Howard  14,Turkoglu  7,A,Orlando Magic 2008-09 Postseason NBA Schedule
"Thu, Jun 11", Los Angeles ,L99-91 OT ,Turkoglu  25,Howard  21,Lewis  4,A,Orlando Magic 2008-09 Postseason NBA Schedule
"Sun, Jun 14", Los Angeles ,L99-86  ,Lewis  18,Lewis  10,Lewis  4,A,Orlando Magic 2008-09 Postseason NBA Schedule
