DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 16", Dallas ,W108-70  ,Westbrook  24,Freedom  13,Westbrook  11,A,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Mon, Apr 18", Dallas ,L85-84  ,Durant  21,Westbrook  14,Westbrook  6,A,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Thu, Apr 21",Dallas ,W131-102  ,Durant  34,Freedom  8,Westbrook  15,H,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Sat, Apr 23",Dallas ,W119-108  ,Freedom  28,Adams  8,Westbrook  15,H,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Mon, Apr 25", Dallas ,W118-104  ,Westbrook  36,Westbrook  12,Westbrook  9,A,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Sat, Apr 30",San Antonio ,L124-92  ,Ibaka  19,Adams  10,Westbrook  9,H,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Mon, May 2",San Antonio ,W98-97  ,Westbrook  29,Adams  17,Westbrook  10,H,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Fri, May 6", San Antonio ,L100-96  ,Westbrook  31,Adams  11,Westbrook  8,A,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Sun, May 8", San Antonio ,W111-97  ,Durant  41,Adams  11,Westbrook  15,A,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Tue, May 10",San Antonio ,W95-91  ,Westbrook  35,Freedom  13,Westbrook  9,H,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Thu, May 12", San Antonio ,W113-99  ,Durant  37,Adams  11,Westbrook  12,A,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Mon, May 16",Golden State ,W108-102  ,Westbrook  27,Adams  12,Westbrook  12,H,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Wed, May 18",Golden State ,L118-91  ,Durant  29,Adams  10,Westbrook  12,H,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Sun, May 22", Golden State ,W133-105  ,Durant  33,Freedom  12,Westbrook  12,A,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Tue, May 24", Golden State ,W118-94  ,Westbrook  36,Roberson  12,Westbrook  11,A,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Thu, May 26",Golden State ,L120-111  ,Durant  40,Adams  10,Westbrook  8,H,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Sat, May 28", Golden State ,L108-101  ,Durant  29,Westbrook  9,Westbrook  11,A,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
"Mon, May 30",Golden State ,L96-88  ,Durant  27,Roberson  12,Westbrook  13,H,Oklahoma City Thunder 2015-16 Postseason NBA Schedule
