DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 20", Oklahoma City ,W107-86  ,1-0,Bogdanovic  22,Gobert  21,Mitchell  4,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Fri, Oct 22",Sacramento ,W110-101  ,2-0,Mitchell  27,Gobert  20,Mitchell  4,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Tue, Oct 26", Denver ,W122-110  ,3-0,Gobert  23,Gobert  16,Mitchell  6,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Thu, Oct 28",Houston ,W122-91  ,4-0,Bogdanovic  19,Gobert  14,Mitchell  6,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Sat, Oct 30",Chicago ,L107-99  ,4-1,Mitchell  30,Gobert  19,Mitchell  6,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Sun, Oct 31",Milwaukee ,W107-95  ,5-1,Mitchell  28,Gobert  13,Mitchell  2,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Tue, Nov 2", Sacramento ,W119-113  ,6-1,Mitchell  36,Gobert  20,Mitchell  6,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Thu, Nov 4",Atlanta ,W116-98  ,7-1,Clarkson  30,Gobert  15,Conley  11,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Sat, Nov 6",Miami ,L118-115  ,7-2,Mitchell  37,Gobert  8,Mitchell  7,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Sun, Nov 7",Orlando ,L107-100  ,7-3,Gobert  21,Gobert  15,Mitchell  7,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Tue, Nov 9", Atlanta ,W110-98  ,8-3,Mitchell  27,Gobert  14,Conley  6,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Thu, Nov 11", Indiana ,L111-100  ,8-4,Mitchell  26,Gobert  11,Conley  8,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Sat, Nov 13", Miami ,L111-105  ,8-5,Bogdanovic  26,Gobert  13,Conley  8,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Tue, Nov 16", Philadelphia ,W120-85  ,9-5,Bogdanovic  27,Gobert  17,Conley  7,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Thu, Nov 18", Toronto ,W119-103  ,10-5,Gay  20,Gobert  11,Ingles  8,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Sat, Nov 20",Sacramento ,W123-105  ,11-5,Mitchell  26,Gobert  14,Mitchell  5,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Mon, Nov 22", Memphis ,L119-118  ,11-6,Bogdanovic  24,Gobert  13,Conley  8,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Wed, Nov 24",Oklahoma City ,W110-104  ,12-6,Clarkson  20,Gobert  17,Clarkson  5,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Fri, Nov 26", New Orleans ,L98-97  ,12-7,Bogdanovic  23,Gobert  10,Mitchell  6,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Sat, Nov 27", New Orleans ,W127-105  ,13-7,Mitchell  21,Gobert  8,Mitchell  7,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Mon, Nov 29", Portland ,W129-107  ,14-7,Mitchell  30,Gobert  16,Ingles  6,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Fri, Dec 3", Boston ,W137-130  ,15-7,Mitchell  34,Gobert  12,Conley  7,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Sun, Dec 5",Cleveland ,W109-108  ,16-7,Mitchell  35,Gobert  20,Mitchell  6,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Wed, Dec 8",Minnesota ,W136-104  ,17-7,Mitchell  36,Gobert  10,Ingles  7,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Thu, Dec 9",Philadelphia ,W118-96  ,18-7,Mitchell  22,Gobert  21,Ingles  7,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Sat, Dec 11",Washington ,W123-98  ,19-7,Mitchell  28,Whiteside  14,Conley  8,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Wed, Dec 15", LA ,W124-103  ,20-7,Mitchell  27,Gobert  17,Mitchell  6,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Fri, Dec 17", San Antonio ,L128-126  ,20-8,Mitchell  27,Gobert  14,Conley  6,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Sat, Dec 18", Washington ,L109-103  ,20-9,Mitchell  32,Gobert  19,Mitchell  5,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Mon, Dec 20", Charlotte ,W112-102  ,21-9,Gobert  23,Gobert  21,Mitchell  6,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Thu, Dec 23", Minnesota ,W128-116  ,22-9,Mitchell  28,Gobert  17,Mitchell  7,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Sat, Dec 25", Dallas ,W120-116  ,23-9,Mitchell  33,Gobert  11,Ingles  6,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Mon, Dec 27",San Antonio ,W110-104  ,24-9,Clarkson  23,Gobert  13,Clarkson  5,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Wed, Dec 29",Portland ,W120-105  ,25-9,Gobert  22,Gobert  14,Conley  6,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Fri, Dec 31", Minnesota ,W120-108  ,26-9,Mitchell  39,Gobert  16,Mitchell  5,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Sat, Jan 1", Golden State ,L123-116  ,26-10,Gobert  20,Gobert  19,Mitchell  9,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Mon, Jan 3",New Orleans ,W115-104  ,27-10,Mitchell  29,Gobert  17,Conley  7,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Wed, Jan 5",Denver ,W115-109  ,28-10,Bogdanovic  36,Bogdanovic  13,Conley  6,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Fri, Jan 7",Toronto ,L122-108  ,28-11,Paschall  29,Hughes  8,Forrest  8,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Sat, Jan 8",Indiana ,L125-113  ,28-12,Mitchell  36,Whiteside  8,Mitchell  9,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Mon, Jan 10",Detroit ,L126-116  ,28-13,Mitchell  31,Whiteside  14,Conley  8,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Wed, Jan 12", Cleveland ,L111-91  ,28-14,Clarkson  22,O'Neale  9,Mitchell  4,A,Utah Jazz 2021-22 Regular Season NBA Schedule
"Sun, Jan 16",Denver ,W125-102  ,29-14,Mitchell  31,Gobert  19,Conley  6,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Mon, Jan 17",Los Angeles ,L101-95  ,29-15,Conley  20,Gobert  16,Mitchell  7,H,Utah Jazz 2021-22 Regular Season NBA Schedule
"Wed, Jan 19", Houston ,L116-111  ,29-16,Bogdanovic  29,O'Neale  15,Ingles  6,A,Utah Jazz 2021-22 Regular Season NBA Schedule
