DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Dec 25", LA ,L105-86  ,0-1,Lee  21,Lee  12,Ellis  8,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Mon, Dec 26", Chicago ,W99-91  ,1-1,Ellis  26,Lee  7,Curry  10,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Wed, Dec 28", New York ,W92-78  ,2-1,Ellis  22,Brown  10,Ellis  8,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Sat, Dec 31", Philadelphia ,L107-79  ,2-2,Curry  21,Udoh  9,Smith  5,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Mon, Jan 2",Phoenix ,L102-91  ,2-3,Ellis  18,McGuire  9,Ellis  11,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Wed, Jan 4",San Antonio ,L101-95  ,2-4,Ellis  38,Lee  10,Curry  8,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Fri, Jan 6",Los Angeles ,L97-90  ,2-5,Ellis  18,Lee  11,Ellis  10,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Sat, Jan 7", Utah ,L88-87  ,2-6,Ellis  32,Lee  15,Ellis  6,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Tue, Jan 10", Miami ,W111-106 OT ,3-6,Robinson  24,Lee  14,Robinson  5,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Thu, Jan 12", Orlando ,L117-109  ,3-7,Ellis  30,Lee  12,Ellis  11,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Sat, Jan 14",Charlotte ,L112-100  ,3-8,Lee  24,Lee  16,Ellis  6,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Sun, Jan 15",Detroit ,W99-91  ,4-8,Lee  24,Wright  11,Ellis  7,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Tue, Jan 17",Cleveland ,W105-95  ,5-8,Lee  29,Biedrins  11,Robinson  10,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Wed, Jan 18",New Jersey ,L107-100  ,5-9,Ellis  30,Lee  11,Robinson  7,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Fri, Jan 20", Indiana ,L94-91  ,5-10,Ellis  25,Lee  14,Ellis  6,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Mon, Jan 23", Memphis ,L91-90  ,5-11,Ellis  20,Lee  12,Robinson  6,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Wed, Jan 25", Portland ,W101-93  ,6-11,Curry  32,Udoh  7,Ellis  12,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Fri, Jan 27", Oklahoma City ,L120-109  ,6-12,Wright  23,Wright  9,Curry  6,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Tue, Jan 31", Sacramento ,W93-90  ,7-12,Rush  20,Rush  6,Curry  8,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Thu, Feb 2", Utah ,W119-101  ,8-12,Ellis  33,Lee  14,Curry  12,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Sat, Feb 4",Sacramento ,L114-106 OT ,8-13,Wright  24,Lee  5,Curry  9,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Tue, Feb 7", Oklahoma City ,L119-116  ,8-14,Ellis  48,Lee  11,Lee  10,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Thu, Feb 9",Denver ,W109-101  ,9-14,Curry  36,Lee  8,Curry  7,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Sun, Feb 12", Houston ,W106-97  ,10-14,Ellis  33,Lee  13,Ellis  7,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Mon, Feb 13", Phoenix ,W102-96  ,11-14,Lee  28,Lee  12,Curry  5,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Wed, Feb 15", Portland ,L93-91  ,11-15,Lee  29,Lee  11,Curry  8,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Fri, Feb 17",Oklahoma City ,L110-87  ,11-16,Lee  23,Wright  11,Curry  4,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Sat, Feb 18",Memphis ,L104-103  ,11-17,Curry  36,Lee  9,Curry  6,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Mon, Feb 20", LA ,W104-97  ,12-17,Ellis  32,Lee  13,Curry  6,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Wed, Feb 22",Phoenix ,W106-104  ,13-17,Ellis  26,McGuire  9,Ellis  6,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Tue, Feb 28",Indiana ,L102-78  ,13-18,Rush  14,Rush  7,Lee  4,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Wed, Feb 29",Atlanta ,W85-82  ,14-18,Ellis  24,McGuire  15,Ellis  8,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Fri, Mar 2",Philadelphia ,L105-83  ,14-19,Lee  24,Lee  15,Ellis  7,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Sun, Mar 4",Toronto ,L83-75  ,14-20,Lee  22,Lee  12,Ellis  7,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Mon, Mar 5",Washington ,W120-100  ,15-20,Ellis  25,Lee  10,Ellis  8,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Wed, Mar 7", Memphis ,L110-92  ,15-21,Thompson  16,Thompson  6,Udoh  4,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Sat, Mar 10", Dallas ,W111-87  ,16-21,Lee  25,Lee  9,Ellis  8,A,Golden State Warriors 2011-12 Regular Season NBA Schedule
"Sun, Mar 11",LA ,W97-93  ,17-21,Ellis  21,Lee  10,Ellis  11,H,Golden State Warriors 2011-12 Regular Season NBA Schedule
