DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 28", New York ,W100-67  ,James  32,Haslem  8,Chalmers  9,A,Miami Heat 2011-12 Postseason NBA Schedule
"Mon, Apr 30", New York ,W104-94  ,Wade  25,Haslem  8,James  9,A,Miami Heat 2011-12 Postseason NBA Schedule
"Thu, May 3",New York ,W87-70  ,James  32,Bosh  10,James  5,H,Miami Heat 2011-12 Postseason NBA Schedule
"Sun, May 6",New York ,L89-87  ,James  27,Bosh  9,Wade  6,H,Miami Heat 2011-12 Postseason NBA Schedule
"Wed, May 9", New York ,W106-94  ,James  29,James  8,James  7,A,Miami Heat 2011-12 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2011-12 Postseason NBA Schedule
"Sun, May 13", Indiana ,W95-86  ,James  32,James  15,James  5,A,Miami Heat 2011-12 Postseason NBA Schedule
"Tue, May 15", Indiana ,L78-75  ,James  28,James  9,James  5,A,Miami Heat 2011-12 Postseason NBA Schedule
"Thu, May 17",Indiana ,L94-75  ,Chalmers  25,Turiaf  8,Chalmers  5,H,Miami Heat 2011-12 Postseason NBA Schedule
"Sun, May 20",Indiana ,W101-93  ,James  40,James  18,James  9,H,Miami Heat 2011-12 Postseason NBA Schedule
"Tue, May 22", Indiana ,W115-83  ,James  30,Chalmers  11,James  8,A,Miami Heat 2011-12 Postseason NBA Schedule
"Thu, May 24",Indiana ,W105-93  ,Wade  41,Wade  10,James  7,H,Miami Heat 2011-12 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2011-12 Postseason NBA Schedule
"Mon, May 28", Boston ,W93-79  ,James  32,James  13,Wade  7,A,Miami Heat 2011-12 Postseason NBA Schedule
"Wed, May 30", Boston ,W115-111 OT ,James  34,Haslem  11,James  7,A,Miami Heat 2011-12 Postseason NBA Schedule
"Fri, Jun 1",Boston ,L101-91  ,James  34,James  8,Chalmers  6,H,Miami Heat 2011-12 Postseason NBA Schedule
"Sun, Jun 3",Boston ,L93-91 OT ,James  29,Haslem  17,Wade  6,H,Miami Heat 2011-12 Postseason NBA Schedule
"Tue, Jun 5", Boston ,L94-90  ,James  30,Haslem  14,Wade  3,A,Miami Heat 2011-12 Postseason NBA Schedule
"Thu, Jun 7",Boston ,W98-79  ,James  45,James  15,James  5,H,Miami Heat 2011-12 Postseason NBA Schedule
"Sat, Jun 9", Boston ,W101-88  ,James  31,James  12,Chalmers  7,A,Miami Heat 2011-12 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2011-12 Postseason NBA Schedule
"Tue, Jun 12",Oklahoma City ,L105-94  ,James  30,Haslem  11,Wade  8,H,Miami Heat 2011-12 Postseason NBA Schedule
"Thu, Jun 14",Oklahoma City ,W100-96  ,James  32,Bosh  15,James  5,H,Miami Heat 2011-12 Postseason NBA Schedule
"Sun, Jun 17", Oklahoma City ,W91-85  ,James  29,James  14,Wade  7,A,Miami Heat 2011-12 Postseason NBA Schedule
"Tue, Jun 19", Oklahoma City ,W104-98  ,James  26,James  9,James  12,A,Miami Heat 2011-12 Postseason NBA Schedule
"Thu, Jun 21", Oklahoma City ,W121-106  ,James  26,James  11,James  13,A,Miami Heat 2011-12 Postseason NBA Schedule
