DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Dec 23",Memphis ,W131-119  ,1-0,DeRozan  28,DeRozan  9,DeRozan  9,H,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Sat, Dec 26", Toronto ,W119-114  ,2-0,DeRozan  27,Murray  10,Murray  10,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Sun, Dec 27",New Orleans ,L98-95  ,2-1,Gay  22,Johnson  11,DeRozan  10,H,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Wed, Dec 30", Los Angeles ,L121-107  ,2-2,Murray  29,Murray  7,Murray  7,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Fri, Jan 1", Los Angeles ,L109-103  ,2-3,Johnson  26,Johnson  10,DeRozan  7,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Sun, Jan 3", Utah ,L130-109  ,2-4,Johnson  22,Lyles  9,Murray  5,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Tue, Jan 5",LA ,W116-113  ,3-4,Mills  27,Johnson  11,DeRozan  6,H,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Thu, Jan 7",Los Angeles ,W118-109  ,4-4,Aldridge  28,Murray  8,DeRozan  8,H,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Sat, Jan 9",Minnesota ,W125-122 OT ,5-4,DeRozan  38,Murray  14,DeRozan  5,H,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Sun, Jan 10",Minnesota ,L96-88  ,5-5,Walker IV  25,Lyles  10,Murray  5,H,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Tue, Jan 12",Oklahoma City ,W112-102  ,6-5,Walker IV  24,Aldridge  10,Murray  7,H,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Thu, Jan 14", Houston ,L109-105  ,6-6,Johnson  29,Murray  8,DeRozan  7,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Sat, Jan 16", Houston ,W103-91  ,7-6,DeRozan  24,Poeltl  11,DeRozan  4,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Mon, Jan 18",Portland ,W125-104  ,8-6,Aldridge  22,Murray  9,DeRozan  11,H,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Wed, Jan 20",Golden State ,L121-99  ,8-7,Murray  22,Gay  9,Murray  3,H,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Fri, Jan 22", Dallas ,L122-117  ,8-8,DeRozan  29,Johnson  14,DeRozan  6,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Sun, Jan 24", Washington ,W121-101  ,9-8,Mills  21,Murray  11,Murray  10,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Wed, Jan 27", Boston ,W110-106  ,10-8,DeRozan  21,Murray  11,DeRozan  7,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Fri, Jan 29", Denver ,W119-109  ,11-8,DeRozan  30,Johnson  9,DeRozan  10,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Sat, Jan 30", Memphis ,L129-112  ,11-9,White  18,Poeltl  6,Murray  7,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Mon, Feb 1", Memphis ,L133-102  ,11-10,Johnson  25,Johnson  10,DeRozan  6,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Wed, Feb 3", Minnesota ,W111-108  ,12-10,DeRozan  30,Murray  11,White  8,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Sat, Feb 6",Houston ,W111-106  ,13-10,DeRozan  30,Poeltl  11,DeRozan  7,H,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Mon, Feb 8", Golden State ,W105-100  ,14-10,Murray  27,Poeltl  11,DeRozan  10,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Tue, Feb 9", Golden State ,L114-91  ,14-11,Gay  17,Gay  6,Johnson  6,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Fri, Feb 12",Atlanta ,W125-114  ,15-11,DeRozan  23,Poeltl  12,DeRozan  8,H,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Sun, Feb 14",Charlotte ,W122-110  ,16-11,Murray  26,Murray  12,DeRozan  9,H,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Wed, Feb 24",Oklahoma City ,L102-99  ,16-12,Murray  27,Murray  9,Murray  6,H,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Sat, Feb 27", New Orleans ,W117-114  ,17-12,DeRozan  32,Poeltl  11,DeRozan  11,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Mon, Mar 1", Brooklyn ,L124-113 OT ,17-13,DeRozan  22,Poeltl  12,DeRozan  11,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Tue, Mar 2", New York ,W119-93  ,18-13,Lyles  18,Poeltl  8,DeRozan  11,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Thu, Mar 4", Oklahoma City ,L107-102  ,18-14,DeRozan  20,Lyles  10,Murray  9,A,San Antonio Spurs 2020-21 Regular Season NBA Schedule
"Wed, Mar 10",Dallas ,L115-104  ,18-15,DeRozan  30,Gay  9,DeRozan  11,H,San Antonio Spurs 2020-21 Regular Season NBA Schedule
