DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Oct 27",Portland ,L96-87  ,0-1,Brooks  19,Andersen  5,Lowry  8,H,Houston Rockets 2009-10 Regular Season NBA Schedule
"Wed, Oct 28",Golden State ,W108-107  ,1-1,Ariza  25,Scola  11,Brooks  12,H,Houston Rockets 2009-10 Regular Season NBA Schedule
"Sat, Oct 31", Portland ,W111-107  ,2-1,Ariza  33,Scola  6,Brooks  8,A,Houston Rockets 2009-10 Regular Season NBA Schedule
"Mon, Nov 2",Utah ,W113-96  ,3-1,Brooks  19,Scola  15,Brooks  9,H,Houston Rockets 2009-10 Regular Season NBA Schedule
"Wed, Nov 4", Los Angeles ,L103-102 OT ,3-2,Landry  20,Hayes  14,Brooks  6,A,Houston Rockets 2009-10 Regular Season NBA Schedule
"Fri, Nov 6", Oklahoma City ,W105-94  ,4-2,Landry  21,Scola  10,Lowry  8,A,Houston Rockets 2009-10 Regular Season NBA Schedule
"Tue, Nov 10",Dallas ,L121-103  ,4-3,Brooks  22,Budinger  9,Lowry  5,H,Houston Rockets 2009-10 Regular Season NBA Schedule
"Wed, Nov 11", Memphis ,W104-79  ,5-3,Scola  22,Scola  15,Lowry  10,A,Houston Rockets 2009-10 Regular Season NBA Schedule
"Fri, Nov 13",Sacramento ,L109-100  ,5-4,Ariza  28,Scola  9,Ariza  5,H,Houston Rockets 2009-10 Regular Season NBA Schedule
"Sun, Nov 15",Los Angeles ,W101-91  ,6-4,Brooks  33,Landry  9,Lowry  8,H,Houston Rockets 2009-10 Regular Season NBA Schedule
"Tue, Nov 17", Phoenix ,L111-105  ,6-5,Landry  27,Landry  9,Brooks  13,A,Houston Rockets 2009-10 Regular Season NBA Schedule
"Wed, Nov 18",Minnesota ,W97-84  ,7-5,Scola  20,Scola  16,Battier  5,H,Houston Rockets 2009-10 Regular Season NBA Schedule
"Fri, Nov 20",Atlanta ,L105-103  ,7-6,Landry  18,Scola  10,Lowry  7,H,Houston Rockets 2009-10 Regular Season NBA Schedule
"Sat, Nov 21", Sacramento ,W113-106  ,8-6,Scola  22,Scola  12,Lowry  8,A,Houston Rockets 2009-10 Regular Season NBA Schedule
"Wed, Nov 25", Dallas ,L130-99  ,8-7,Landry  24,Scola  7,Lowry  7,A,Houston Rockets 2009-10 Regular Season NBA Schedule
"Fri, Nov 27", San Antonio ,L92-84  ,8-8,Scola  18,Scola  12,Ariza  5,A,Houston Rockets 2009-10 Regular Season NBA Schedule
"Sun, Nov 29",Oklahoma City ,W100-91  ,9-8,Landry  21,Landry  10,Brooks  4,H,Houston Rockets 2009-10 Regular Season NBA Schedule
"Wed, Dec 2",LA ,W102-85  ,10-8,Brooks  22,Scola  7,Brooks  5,H,Houston Rockets 2009-10 Regular Season NBA Schedule
"Thu, Dec 3",Golden State ,W111-109  ,11-8,Brooks  25,Scola  13,Brooks  7,H,Houston Rockets 2009-10 Regular Season NBA Schedule
"Sat, Dec 5",Portland ,L90-89  ,11-9,Landry  23,Landry  9,Brooks  5,H,Houston Rockets 2009-10 Regular Season NBA Schedule
"Wed, Dec 9", Cleveland ,W95-85  ,12-9,Brooks  27,Scola  10,Brooks  6,A,Houston Rockets 2009-10 Regular Season NBA Schedule
"Fri, Dec 11",Philadelphia ,W96-91  ,13-9,Landry  20,Ariza  12,Ariza  3,H,Houston Rockets 2009-10 Regular Season NBA Schedule
