DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 20",Portland ,W124-121  ,1-0,Barnes  36,Holmes  11,Fox  8,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Fri, Oct 22", Utah ,L110-101  ,1-1,Barnes  25,Barnes  15,Haliburton  6,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sun, Oct 24", Golden State ,L119-107  ,1-2,Barnes  24,Holmes  11,Haliburton  9,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Oct 27",Phoenix ,W110-107  ,2-2,Hield  26,Holmes  12,Fox  10,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Fri, Oct 29",New Orleans ,W113-109  ,3-2,Fox  23,Barnes  12,Haliburton  8,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sun, Oct 31",Dallas ,L105-99  ,3-3,Holmes  22,Holmes  13,Barnes  5,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Tue, Nov 2",Utah ,L119-113  ,3-4,Barnes  23,Holmes  10,Fox  9,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Nov 3", New Orleans ,W112-99  ,4-4,Barnes  23,Barnes  8,Mitchell  8,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Fri, Nov 5", Charlotte ,W140-110  ,5-4,Hield  26,Holmes  20,Fox  9,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sun, Nov 7", Indiana ,L94-91  ,5-5,Barnes  22,Holmes  9,Mitchell  6,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Mon, Nov 8", Phoenix ,L109-104  ,5-6,Barnes  26,Holmes  8,Fox  5,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Nov 10",San Antonio ,L136-117  ,5-7,Fox  37,Holmes  12,Fox  6,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Fri, Nov 12",Oklahoma City ,L105-103  ,5-8,Barnes  21,Holmes  15,Haliburton  7,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Mon, Nov 15",Detroit ,W129-107  ,6-8,Hield  22,Metu  10,Haliburton  10,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Nov 17",Minnesota ,L107-97  ,6-9,Fox  28,Thompson  9,Fox  5,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Fri, Nov 19", Toronto ,L108-89  ,6-10,Fox  17,Metu  9,Mitchell  4,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sat, Nov 20", Utah ,L123-105  ,6-11,Holmes  22,Barnes  8,Barnes  5,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Mon, Nov 22", Philadelphia ,L102-94  ,6-12,Fox  23,Hield  9,Haliburton  9,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Nov 24", Portland ,W125-121  ,7-12,Hield  22,Bagley III  8,Fox  6,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Fri, Nov 26",Los Angeles ,W141-137 3OT ,8-12,Fox  34,Len  8,Haliburton  9,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sun, Nov 28",Memphis ,L128-101  ,8-13,Hield  14,Metu  11,Mitchell  6,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Tue, Nov 30", Los Angeles ,L117-92  ,8-14,Holmes  27,Metu  11,Haliburton  6,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Dec 1",LA ,W124-115  ,9-14,Fox  24,Holmes  11,Haliburton  11,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sat, Dec 4", LA ,W104-99  ,10-14,Davis  28,Bagley III  11,Haliburton  5,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Dec 8", Orlando ,W142-130  ,11-14,Fox  33,Thompson  10,Haliburton  11,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Fri, Dec 10",Charlotte ,L124-123  ,11-15,Fox  31,Bagley III  10,Haliburton  7,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sat, Dec 11",Cleveland ,L117-103  ,11-16,Hield  21,Jones  8,Mitchell  5,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Mon, Dec 13",Toronto ,L124-101  ,11-17,Fox  29,Bagley III  11,Mitchell  6,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Dec 15", Washington ,W119-105  ,12-17,Fox  28,Haliburton  8,Haliburton  9,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Fri, Dec 17", Memphis ,L124-105  ,12-18,Haliburton  21,Metu  11,Haliburton  10,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sun, Dec 19", San Antonio ,W121-114  ,13-18,Hield  29,Jones  8,Haliburton  11,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Mon, Dec 20",Golden State ,L113-98  ,13-19,Haliburton  24,Thompson  9,Haliburton  11,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Dec 22", LA ,L105-89  ,13-20,Haliburton  22,Metu  10,Haliburton  13,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sun, Dec 26", Memphis ,L127-102  ,13-21,Haliburton  18,Barnes  7,Haliburton  7,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Tue, Dec 28", Oklahoma City ,W117-111  ,14-21,Haliburton  24,Jones  14,Haliburton  10,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Dec 29", Dallas ,W95-94  ,15-21,Fox  16,Metu  8,Haliburton  10,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Fri, Dec 31", Dallas ,L112-96  ,15-22,Haliburton  17,Jones  8,Haliburton  10,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sun, Jan 2", Miami ,W115-113  ,16-22,Hield  26,Jones  10,Haliburton  12,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Tue, Jan 4",Los Angeles ,L122-114  ,16-23,Fox  30,Bagley III  12,Haliburton  9,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Jan 5", Atlanta ,L108-102  ,16-24,Fox  30,Bagley III  12,Fox  6,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Fri, Jan 7",Denver ,L121-111  ,16-25,Fox  30,Len  10,Haliburton  6,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sun, Jan 9",Portland ,L103-88  ,16-26,Haliburton  17,Len  10,Haliburton  9,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Mon, Jan 10", Cleveland ,L109-108  ,16-27,Haliburton  21,Bagley III  10,Haliburton  8,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Jan 12", Los Angeles ,W125-116  ,17-27,Fox  29,Bagley III  9,Haliburton  10,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Fri, Jan 14", Houston ,W126-114  ,18-27,Fox  27,Bagley III  13,Haliburton  12,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sun, Jan 16", Houston ,L118-112  ,18-28,Hield  27,Metu  7,Mitchell  7,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Jan 19", Detroit ,L133-131  ,18-29,Davis  35,Bagley III  9,Fox  8,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sat, Jan 22",Milwaukee ,L133-127  ,18-30,Barnes  29,Hield  8,Haliburton  12,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Tue, Jan 25",Boston ,L128-75  ,18-31,Hield  11,Holmes  9,Haliburton  7,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Jan 26",Atlanta ,L121-104  ,18-32,Barnes  28,Barnes  9,Haliburton  7,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sat, Jan 29",Philadelphia ,L103-101  ,18-33,Haliburton  38,Holmes  9,Haliburton  7,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Mon, Jan 31",New York ,L116-96  ,18-34,Haliburton  21,Holmes  7,Haliburton  8,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Feb 2", Brooklyn ,W112-101  ,19-34,Barnes  19,Metu  12,Haliburton  11,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Thu, Feb 3",Golden State ,L126-114  ,19-35,Mitchell  26,Haliburton  6,Mitchell  8,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sat, Feb 5", Oklahoma City ,W113-103  ,20-35,Barnes  24,Harkless  11,Haliburton  17,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Tue, Feb 8", Minnesota ,L134-114  ,20-36,Fox  29,Metu  8,Fox  6,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Feb 9", Minnesota ,W132-119  ,21-36,Barnes  30,Sabonis  14,Mitchell  7,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sat, Feb 12",Washington ,W123-110  ,22-36,Fox  26,Sabonis  11,Sabonis  7,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Mon, Feb 14",Brooklyn ,L109-85  ,22-37,Fox  26,Sabonis  9,Fox  3,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Feb 16",Chicago ,L125-118  ,22-38,Fox  33,Sabonis  12,Fox  9,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Thu, Feb 24", Denver ,L128-110  ,22-39,Sabonis  33,Sabonis  14,Sabonis  5,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sat, Feb 26",Denver ,L115-110  ,22-40,Fox  26,Sabonis  16,Fox  10,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Mon, Feb 28",Oklahoma City ,W131-110  ,23-40,Fox  29,Sabonis  16,Fox  10,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Mar 2",New Orleans ,L125-95  ,23-41,Fox  25,Sabonis  14,Sabonis  7,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Thu, Mar 3",San Antonio ,W115-112  ,24-41,Barnes  27,Sabonis  12,Fox  9,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sat, Mar 5",Dallas ,L114-113  ,24-42,Fox  44,Sabonis  10,Fox  6,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Mon, Mar 7", New York ,L131-115  ,24-43,Fox  24,Sabonis  13,Fox  7,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Mar 9", Denver ,L106-100  ,24-44,Fox  32,Lyles  9,Fox  10,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Sat, Mar 12",Utah ,L134-125  ,24-45,Fox  41,Holmes  6,Fox  11,H,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Mon, Mar 14", Chicago ,W112-103  ,25-45,Fox  34,Lyles  11,Fox  6,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
"Wed, Mar 16", Milwaukee ,L135-126  ,25-46,Sabonis  22,Lyles  12,Sabonis  7,A,Sacramento Kings 2021-22 Regular Season NBA Schedule
