DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Nov 1",New Jersey ,L102-92  ,0-1,Parker  22,Ford  5,Ford  7,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Fri, Nov 3", Milwaukee ,W109-92  ,1-1,Bosh  26,Bosh  15,Ford  11,A,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Sun, Nov 5", San Antonio ,L103-94  ,1-2,Bosh  19,Bosh  17,Ford  5,A,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Wed, Nov 8", Philadelphia ,W106-104  ,2-2,Bosh  29,Bosh  14,Ford  7,A,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Fri, Nov 10", Atlanta ,L111-102  ,2-3,Bosh  19,Bosh  17,Ford  11,A,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Sun, Nov 12",Sacramento ,L107-92  ,2-4,Bosh  19,Bosh  7,Ford  7,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Tue, Nov 14",Golden State ,L110-99  ,2-5,Bosh  23,Bosh  22,Ford  6,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Fri, Nov 17",Los Angeles ,L107-100  ,2-6,Bosh  20,Bosh  10,Ford  6,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Sat, Nov 18",Denver ,L117-109  ,2-7,Bosh  31,Garbajosa  10,Ford  18,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Mon, Nov 20",Utah ,L101-96  ,2-8,Bosh  17,Bosh  11,Ford  5,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Wed, Nov 22", Cleveland ,W95-87  ,3-8,Bosh  25,Bosh  14,Bosh  6,A,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Fri, Nov 24",Atlanta ,L97-93  ,3-9,Ford  25,Garbajosa  12,Ford  12,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Sun, Nov 26", Indiana ,W92-83  ,4-9,Bosh  17,Bosh  11,Ford  6,A,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Tue, Nov 28",NO/Oklahoma City ,W94-77  ,5-9,Bosh  19,Bosh  14,Calderon  4,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Wed, Nov 29",Dallas ,L117-98  ,5-10,Bosh  18,Bosh  11,Calderon  4,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Fri, Dec 1", Boston ,W106-102  ,6-10,Bosh  25,Bosh  11,Ford  13,A,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Sat, Dec 2",New York ,W103-100  ,7-10,Bosh  26,Bosh  13,Ford  10,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Wed, Dec 6",Cleveland ,L95-91  ,7-11,Bosh  18,Bosh  12,Ford  10,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Fri, Dec 8",Chicago ,L93-90  ,7-12,Garbajosa  17,Bosh  12,Calderon  8,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Sun, Dec 10", Portland ,L93-83  ,7-13,Peterson  23,Garbajosa  7,Ford  6,A,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Mon, Dec 11",Miami ,L99-77  ,7-14,Parker  18,Humphries  7,Ford  12,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Wed, Dec 13",Orlando ,W91-84  ,8-14,Bargnani  23,Nesterovic  10,Ford  5,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Fri, Dec 15", New Jersey ,W90-78  ,9-14,Ford  17,Ford  9,Ford  8,A,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Sun, Dec 17", Golden State ,W120-115  ,10-14,Peterson  23,Garbajosa  11,Ford  14,A,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Tue, Dec 19",Phoenix ,L115-98  ,10-15,Ford  19,Tucker  9,Ford  9,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Wed, Dec 20",LA ,W98-96  ,11-15,Jones  23,Bargnani  7,Ford  9,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Fri, Dec 22",Portland ,W101-100 OT ,12-15,Ford  23,Parker  8,Ford  10,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
"Sat, Dec 23",Seattle ,L110-97  ,12-16,Ford  24,Garbajosa  7,Calderon  10,H,Toronto Raptors 2006-07 Regular Season NBA Schedule
