DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 28",Atlanta ,L120-109  ,0-1,Granger  31,Murphy  10,Murphy  7,H,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Fri, Oct 30", Miami ,L96-83  ,0-2,Granger  22,Murphy  13,Granger  3,A,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Tue, Nov 3", Denver ,L111-93  ,0-3,Jones  20,Hibbert  12,Head  3,A,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Wed, Nov 4",New York ,W101-89  ,1-3,Granger  21,Hibbert  14,Granger  4,H,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Fri, Nov 6", Washington ,W102-86  ,2-3,Granger  22,Hibbert  11,Jones  5,A,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Wed, Nov 11", Golden State ,W108-94  ,3-3,Granger  31,Granger  16,Hibbert  4,A,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Sat, Nov 14", Boston ,W113-104  ,4-3,Granger  29,Rush  8,Watson  7,A,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Tue, Nov 17",New Jersey ,W91-83  ,5-3,Granger  22,Hibbert  10,Jones  4,H,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Wed, Nov 18", New York ,L110-103  ,5-4,Granger  33,Hibbert  12,Ford  5,A,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Fri, Nov 20", Cleveland ,L105-95  ,5-5,Granger  19,Murphy  10,Granger  5,A,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Sun, Nov 22",Charlotte ,L104-88  ,5-6,Jones  19,Murphy  8,Watson  5,H,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Tue, Nov 24",Toronto ,L123-112  ,5-7,Granger  36,Granger  9,Granger  5,H,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Wed, Nov 25", LA ,W86-73  ,6-7,Murphy  18,Murphy  11,Ford  6,A,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Fri, Nov 27", Dallas ,L113-92  ,6-8,Granger  20,Foster  6,Ford  5,A,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Mon, Nov 30",Golden State ,L126-107  ,6-9,Granger  22,Murphy  10,Ford  4,H,Indiana Pacers 2009-10 Regular Season NBA Schedule
"Wed, Dec 2",Sacramento ,L110-105  ,6-10,Granger  33,Foster  18,Murphy  3,H,Indiana Pacers 2009-10 Regular Season NBA Schedule
