DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 18", Milwaukee ,W103-91  ,Butler  25,Gasol  13,Rose  7,A,Chicago Bulls 2014-15 Postseason NBA Schedule
"Mon, Apr 20", Milwaukee ,W91-82  ,Butler  31,Noah  19,Rose  9,A,Chicago Bulls 2014-15 Postseason NBA Schedule
"Thu, Apr 23",Milwaukee ,W113-106 2OT ,Rose  34,Gasol  14,Rose  8,H,Chicago Bulls 2014-15 Postseason NBA Schedule
"Sat, Apr 25",Milwaukee ,L92-90  ,Butler  33,Gasol  10,Rose  6,H,Chicago Bulls 2014-15 Postseason NBA Schedule
"Mon, Apr 27", Milwaukee ,L94-88  ,Gasol  25,Noah  13,Butler  6,A,Chicago Bulls 2014-15 Postseason NBA Schedule
"Thu, Apr 30",Milwaukee ,W120-66  ,Dunleavy  20,Noah  10,Rose  7,H,Chicago Bulls 2014-15 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Chicago Bulls 2014-15 Postseason NBA Schedule
"Mon, May 4",Cleveland ,W99-92  ,Rose  25,Gasol  10,Butler  6,H,Chicago Bulls 2014-15 Postseason NBA Schedule
"Wed, May 6",Cleveland ,L106-91  ,Butler  18,Rose  7,Rose  10,H,Chicago Bulls 2014-15 Postseason NBA Schedule
"Fri, May 8", Cleveland ,W99-96  ,Rose  30,Noah  11,Rose  7,A,Chicago Bulls 2014-15 Postseason NBA Schedule
"Sun, May 10", Cleveland ,L86-84  ,Rose  31,Noah  15,Rose  4,A,Chicago Bulls 2014-15 Postseason NBA Schedule
"Tue, May 12",Cleveland ,L106-101  ,Butler  29,Butler  9,Rose  7,H,Chicago Bulls 2014-15 Postseason NBA Schedule
"Thu, May 14", Cleveland ,L94-73  ,Butler  20,Noah  11,Rose  6,A,Chicago Bulls 2014-15 Postseason NBA Schedule
