DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Dec 23",Denver ,W124-122 OT ,1-0,Hield  22,Bagley III  10,Fox  7,H,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Sat, Dec 26", Phoenix ,W106-103  ,2-0,Fox  24,Bagley III  11,Fox  7,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Sun, Dec 27", Phoenix ,L116-100  ,2-1,Hield  17,Holmes  11,Haliburton  6,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Tue, Dec 29", Denver ,W125-115  ,3-1,Fox  24,Hield  8,Fox  9,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Thu, Dec 31",Houston ,L122-119  ,3-2,Barnes  24,Holmes  13,Fox  6,H,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Sat, Jan 2",Houston ,L102-94  ,3-3,Fox  23,Bagley III  9,Fox  4,H,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Mon, Jan 4",Golden State ,L137-106  ,3-4,Barnes  18,Barnes  9,Fox  7,H,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Wed, Jan 6", Chicago ,W128-124  ,4-4,Holmes  24,Bagley III  12,Haliburton  6,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Fri, Jan 8", Toronto ,L144-123  ,4-5,Fox  23,Hield  5,Barnes  8,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Sat, Jan 9", Portland ,L125-99  ,4-6,Bagley III  15,Bagley III  8,Haliburton  8,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Mon, Jan 11", Indiana ,W127-122  ,5-6,Barnes  30,Holmes  10,Fox  9,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Wed, Jan 13", Portland ,L132-126  ,5-7,Fox  29,Holmes  9,Haliburton  9,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Fri, Jan 15", LA ,L138-100  ,5-8,Bagley III  20,Metu  8,Hield  5,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Sun, Jan 17", New Orleans ,L128-123  ,5-9,Fox  43,Bagley III  10,Fox  13,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Wed, Jan 20",LA ,L115-96  ,5-10,Fox  25,Bagley III  8,Fox  7,H,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Fri, Jan 22", New York ,W103-94  ,31-41,Fox  22,Holmes  14,Fox  7,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Wed, Jan 27",Orlando ,W121-107  ,7-10,Hield  29,Holmes  12,Fox  10,H,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Fri, Jan 29",Toronto ,W126-124  ,8-10,Barnes  26,Whiteside  9,Haliburton  11,H,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Sat, Jan 30",Miami ,L105-104  ,31-41,Fox  30,Haliburton  7,Fox  6,H,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Mon, Feb 1",New Orleans ,W118-109  ,9-11,Fox  38,Haliburton  11,Fox  12,H,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Wed, Feb 3", Boston ,W116-111  ,10-11,Fox  26,Hield  10,Fox  11,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Sat, Feb 6", Denver ,W119-114  ,11-11,Barnes  28,Whiteside  11,Hield  7,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Sun, Feb 7",LA ,W113-110  ,12-11,Fox  36,Barnes  12,Fox  7,H,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Tue, Feb 9", Philadelphia ,L119-111  ,12-12,Fox  34,Hield  8,Fox  10,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Fri, Feb 12", Orlando ,L123-112  ,12-13,Hield  19,Bjelica  9,Haliburton  7,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Sun, Feb 14", Memphis ,L124-110  ,12-14,Fox  23,Hield  6,Fox  9,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Mon, Feb 15", Brooklyn ,L136-125  ,12-15,Whiteside  26,Whiteside  16,Fox  8,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Thu, Feb 18", Miami ,L118-110  ,12-16,Bjelica  25,Bagley III  10,Fox  10,A,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Sat, Feb 20",Chicago ,L122-114  ,12-17,Bagley III  26,Bagley III  11,Fox  9,H,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Sun, Feb 21",Milwaukee ,L128-115  ,12-18,Haliburton  23,Holmes  11,Fox  10,H,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Tue, Feb 23",Brooklyn ,L127-118  ,12-19,Fox  27,Holmes  11,Haliburton  9,H,Sacramento Kings 2020-21 Regular Season NBA Schedule
"Thu, Feb 25",New York ,L140-121  ,12-20,Fox  29,Barnes  7,Fox  11,H,Sacramento Kings 2020-21 Regular Season NBA Schedule
