DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Thu, Oct 27", Washington ,W114-99  ,1-0,Millsap  28,Howard  19,Millsap  6,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Sat, Oct 29",Philadelphia ,W104-72  ,2-0,Millsap  17,Humphries  10,Schroder  11,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Mon, Oct 31", Sacramento ,W106-95  ,3-0,Howard  18,Millsap  13,Millsap  8,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Wed, Nov 2", Los Angeles ,L123-116  ,3-1,Howard  31,Howard  11,Schroder  6,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Fri, Nov 4",Washington ,L95-92  ,3-2,Howard  20,Howard  12,Bazemore  5,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Sat, Nov 5", Houston ,W112-97  ,4-2,Millsap  23,Howard  15,Schroder  10,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Tue, Nov 8",Cleveland ,W110-106  ,5-2,Schroder  28,Howard  17,Schroder  6,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Wed, Nov 9", Chicago ,W115-107  ,6-2,Sefolosha  20,Millsap  11,Bazemore  7,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Sat, Nov 12", Philadelphia ,W117-96  ,7-2,Hardaway Jr.  20,Howard  11,Schroder  8,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Tue, Nov 15",Miami ,W93-90  ,8-2,Schroder  18,Howard  11,Schroder  4,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Wed, Nov 16", Milwaukee ,W107-100  ,9-2,Millsap  21,Millsap  8,Schroder  8,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Fri, Nov 18",Charlotte ,L100-96  ,9-3,Millsap  22,Howard  18,Delaney  8,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Sun, Nov 20",New York ,L104-94  ,9-4,Millsap  19,Howard  18,Millsap  5,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Tue, Nov 22", New Orleans ,L112-94  ,9-5,Schroder  14,Millsap  8,Schroder  7,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Wed, Nov 23",Indiana ,W96-85  ,10-5,Howard  23,Howard  21,Millsap  5,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Fri, Nov 25",Utah ,L95-68  ,10-6,Schroder  16,Sefolosha  7,Prince  3,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Sun, Nov 27",Los Angeles ,L109-94  ,10-7,Bazemore  21,Howard  9,Schroder  8,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Mon, Nov 28",Golden State ,L105-100  ,10-8,Schroder  24,Howard  16,Schroder  6,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Wed, Nov 30",Phoenix ,L109-107  ,10-9,Schroder  31,Howard  14,Schroder  9,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Fri, Dec 2", Detroit ,L121-85  ,10-10,Schroder  17,Prince  6,Schroder  11,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Sat, Dec 3",Toronto ,L128-84  ,10-11,Schroder  15,Howard  17,Schroder  6,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Mon, Dec 5", Oklahoma City ,L102-99  ,10-12,Millsap  24,Schroder  6,Schroder  8,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Wed, Dec 7", Miami ,W103-95  ,11-12,Howard  23,Howard  17,Schroder  7,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Fri, Dec 9",Milwaukee ,W114-110  ,12-12,Schroder  33,Millsap  14,Millsap  6,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Tue, Dec 13", Orlando ,L131-120  ,12-13,Howard  20,Howard  16,Schroder  13,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Fri, Dec 16",Toronto ,W125-121  ,13-13,Howard  27,Howard  15,Schroder  6,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Sat, Dec 17", Charlotte ,L107-99  ,13-14,Hardaway Jr.  21,Howard  23,Schroder  6,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Mon, Dec 19",Oklahoma City ,W110-108  ,14-14,Schroder  31,Millsap  11,Schroder  8,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Wed, Dec 21", Minnesota ,L92-84  ,14-15,Schroder  21,Millsap  10,Schroder  7,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Fri, Dec 23",Denver ,W109-108  ,15-15,Schroder  27,Millsap  8,Schroder  5,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Mon, Dec 26",Minnesota ,L104-90  ,15-16,Howard  20,Howard  12,Schroder  4,H,Atlanta Hawks 2016-17 Regular Season NBA Schedule
"Wed, Dec 28", New York ,W102-98 OT ,16-16,Schroder  27,Howard  22,Millsap  6,A,Atlanta Hawks 2016-17 Regular Season NBA Schedule
