DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 27",San Antonio ,L122-109  ,0-1,Hibbert  28,Hibbert  9,Collison  7,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Fri, Oct 29",Charlotte ,W104-101  ,1-1,Granger  33,Hibbert  8,Hibbert  6,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Sat, Oct 30", Philadelphia ,W99-86  ,2-1,Granger  22,Hibbert  13,Hibbert  5,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Wed, Nov 3",Philadelphia ,L101-75  ,2-2,Collison  11,Hibbert  8,Collison  3,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Fri, Nov 5", Milwaukee ,L94-90  ,2-3,Granger  19,Hibbert  12,Hibbert  4,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Tue, Nov 9", Denver ,W144-113  ,3-3,Dunleavy  31,McRoberts  10,Collison  6,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Fri, Nov 12", Houston ,L102-99  ,3-4,Posey  19,Hibbert  8,Dunleavy  6,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Sat, Nov 13",Cleveland ,W99-85  ,4-4,Granger  34,Hibbert  13,Collison  5,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Tue, Nov 16", Atlanta ,L102-92  ,4-5,Granger  22,Hibbert  15,Ford  5,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Thu, Nov 18", LA ,W107-80  ,5-5,Granger  22,Hibbert  8,Price  6,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Sat, Nov 20", Orlando ,L90-86  ,5-6,Hibbert  19,Hibbert  10,Ford  5,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Mon, Nov 22",Miami ,W93-77  ,6-6,Granger  20,Granger  11,Granger  6,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Tue, Nov 23", Cleveland ,W100-89  ,7-6,Granger  24,McRoberts  7,Collison  7,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Fri, Nov 26", Oklahoma City ,L110-106 OT ,7-7,Granger  30,Hibbert  10,Collison  5,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Sun, Nov 28",Los Angeles ,W95-92  ,8-7,Hibbert  24,Hibbert  12,Hibbert  6,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Tue, Nov 30",Sacramento ,W107-98  ,9-7,Granger  37,Hibbert  8,Collison  6,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Wed, Dec 1",Utah ,L110-88  ,9-8,Collison  16,Granger  7,Collison  5,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Fri, Dec 3",Phoenix ,L105-97  ,9-9,Rush  21,McRoberts  9,Ford  9,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Mon, Dec 6", Toronto ,W124-100  ,10-9,Rush  26,Granger  9,Hibbert  6,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Wed, Dec 8",Milwaukee ,L97-95  ,10-10,Granger  26,McRoberts  7,McRoberts  5,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Fri, Dec 10", Charlotte ,W100-92  ,11-10,Granger  18,Hibbert  14,Collison  7,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Sat, Dec 11",Atlanta ,L97-83  ,11-11,Dunleavy  16,Dunleavy  9,Collison  5,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Mon, Dec 13",Chicago ,L92-73  ,11-12,Rush  13,Dunleavy  8,Ford  4,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Wed, Dec 15", Los Angeles ,L109-94  ,11-13,Collison  17,Posey  7,Collison  6,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Fri, Dec 17", Cleveland ,W108-99  ,12-13,Granger  30,Granger  12,Ford  6,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Sun, Dec 19",Boston ,L99-88  ,12-14,Granger  19,Hibbert  14,Ford  3,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Mon, Dec 20", New Orleans ,W94-93  ,13-14,Granger  27,Foster  11,Collison  5,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Sun, Dec 26", Memphis ,L104-90  ,13-15,Granger  29,Hibbert  10,Collison  4,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Tue, Dec 28", Boston ,L95-83  ,13-16,Rush  17,Hibbert  8,Granger  4,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Wed, Dec 29",Washington ,L104-90  ,13-17,Dunleavy  20,Granger  9,Collison  5,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Fri, Dec 31", Washington ,W95-86  ,14-17,Collison  18,Hibbert  8,Collison  6,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Sun, Jan 2",New York ,L98-92  ,14-18,Granger  25,Granger  17,Collison  6,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Fri, Jan 7", San Antonio ,L90-87  ,14-19,Hansbrough  23,Hibbert  14,Collison  6,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Sat, Jan 8",Atlanta ,L108-93  ,14-20,Granger  16,Hibbert  7,Ford  6,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Tue, Jan 11",Philadelphia ,W111-103  ,15-20,Granger  27,Hansbrough  9,Collison  13,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Wed, Jan 12", Dallas ,W102-89  ,16-20,Rush  20,Dunleavy  11,Granger  6,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Fri, Jan 14", Chicago ,L99-86  ,16-21,Granger  22,Foster  15,Collison  5,A,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Mon, Jan 17",LA ,L114-107  ,16-22,Granger  32,Foster  8,Collison  8,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
"Wed, Jan 19",Golden State ,L110-108  ,16-23,Granger  32,Foster  15,Granger  6,H,Indiana Pacers 2010-11 Regular Season NBA Schedule
