DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Sep 30",Sydne,W110-91  ,5-0,Harris  20,Harris  11,Harris  5,N,LA Clippers 2018-19 Preseason NBA Schedule
"Wed, Oct 3", Minnesota ,W128-101  ,2-0,Harris  23,Harris  6,Gilgeous-Alexander  5,A,LA Clippers 2018-19 Preseason NBA Schedule
"Sat, Oct 6", Los Angeles,W103-87  ,3-0,Williams  19,Gortat  9,Scott  4,N,LA Clippers 2018-19 Preseason NBA Schedule
"Tue, Oct 9", Denver ,W109-103  ,4-0,Gallinari  16,Marjanovic  12,Williams  5,A,LA Clippers 2018-19 Preseason NBA Schedule
"Thu, Oct 11",Haifa,W124-76  ,5-0,Marjanovic  18,Marjanovic  12,Gilgeous-Alexander  7,A,LA Clippers 2018-19 Preseason NBA Schedule
