DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 31",Chicago ,L93-87  ,0-1,Evans  21,Evans  8,Evans  3,H,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Fri, Nov 2",Minnesota ,L92-80  ,0-2,Thomas  20,Hayes  11,Evans  5,H,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Sat, Nov 3",Indiana ,L106-98 2OT ,0-3,Thornton  26,Cousins  13,Thornton  4,H,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Mon, Nov 5", Golden State ,W94-92  ,1-3,Cousins  23,Cousins  15,Thornton  3,A,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Wed, Nov 7", Detroit ,W105-103  ,2-3,Cousins  21,Cousins  11,Brooks  4,A,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Fri, Nov 9", San Antonio ,L97-86  ,2-4,Thompson  17,Cousins  9,Thornton  3,A,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Sun, Nov 11",Los Angeles ,L103-90  ,2-5,Fredette  18,Thompson  10,Evans  4,H,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Tue, Nov 13", Portland ,L103-86  ,2-6,Johnson  16,Thompson  11,Fredette  6,A,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Fri, Nov 16", Atlanta ,L112-96  ,2-7,Thompson  19,Cousins  16,Cousins  7,A,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Sun, Nov 18", Brooklyn ,L99-90  ,2-8,Cousins  29,Thompson  8,Thomas  4,A,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Wed, Nov 21", Los Angeles ,W113-97  ,3-8,Thornton  23,Thompson  10,Evans  6,A,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Fri, Nov 23",Utah ,L104-102  ,3-9,Evans  19,Cousins  7,Evans  5,H,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Sat, Nov 24", Utah ,W108-97  ,4-9,Evans  27,Thompson  9,Evans  5,A,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Tue, Nov 27", Minnesota ,L97-89  ,4-10,Evans  20,Evans  7,Evans  6,A,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Fri, Nov 30", Indiana ,L97-92  ,4-11,Cousins  19,Cousins  16,Fredette  3,A,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Sat, Dec 1",LA ,L116-81  ,4-12,Thornton  20,Thompson  12,Thompson  4,H,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Wed, Dec 5", Toronto ,W107-100  ,5-12,Cousins  25,Cousins  13,Salmons  7,A,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Fri, Dec 7", Orlando ,W91-82  ,6-12,Cousins  17,Cousins  14,Cousins  4,A,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Sat, Dec 8",Portland ,W99-80  ,7-12,Cousins  19,Cousins  12,Salmons  11,H,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Mon, Dec 10",Dallas ,L119-96  ,7-13,Cousins  25,Thompson  12,Salmons  7,H,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Wed, Dec 12",Milwaukee ,L98-85  ,7-14,Evans  17,Thompson  15,Brooks  6,H,Sacramento Kings 2012-13 Regular Season NBA Schedule
"Fri, Dec 14",Oklahoma City ,L113-103  ,7-15,Thomas  26,Cousins  7,Thompson  4,H,Sacramento Kings 2012-13 Regular Season NBA Schedule
