DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 19",Minnesota ,L115-108  ,0-1,Gilgeous-Alexander  32,Giddey  11,Gilgeous-Alexander  5,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Sat, Oct 22",Denver ,L122-117  ,0-2,Gilgeous-Alexander  28,Giddey  12,Gilgeous-Alexander  7,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Sun, Oct 23", Minnesota ,L116-106  ,0-3,Dort  20,Muscala  9,Giddey  5,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Tue, Oct 25", LA ,W108-94  ,1-3,Gilgeous-Alexander  33,Wiggins  10,Gilgeous-Alexander  8,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Thu, Oct 27", LA ,W118-110  ,2-3,Gilgeous-Alexander  24,Bazley  9,Gilgeous-Alexander  6,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Sat, Oct 29",Dallas ,W117-111 OT ,3-3,Gilgeous-Alexander  38,Bazley  8,Gilgeous-Alexander  9,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Tue, Nov 1", Orlando ,W116-108  ,4-3,Gilgeous-Alexander  34,Pokusevski  9,Giddey  10,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Thu, Nov 3", Denver ,L122-110  ,4-4,Gilgeous-Alexander  37,Robinson-Earl  7,Giddey  5,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Sat, Nov 5",Milwaukee ,L108-94  ,4-5,Gilgeous-Alexander  18,Giddey  6,Dort  7,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Mon, Nov 7",Detroit ,L112-103  ,4-6,Gilgeous-Alexander  33,Williams  8,Gilgeous-Alexander  5,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Wed, Nov 9", Milwaukee ,L136-132 2OT ,4-7,Gilgeous-Alexander  39,Giddey  15,Giddey  6,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Fri, Nov 11", Toronto ,W132-113  ,5-7,Omoruyi  22,Giddey  9,Williams  11,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Sun, Nov 13",New York ,W145-135  ,6-7,Gilgeous-Alexander  37,Giddey  10,Giddey  12,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Mon, Nov 14",Boston ,L126-122  ,6-8,Gilgeous-Alexander  37,Pokusevski  14,Gilgeous-Alexander  8,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Wed, Nov 16",Washington ,W121-120  ,7-8,Gilgeous-Alexander  42,Gilgeous-Alexander  6,Gilgeous-Alexander  7,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Fri, Nov 18",Memphis ,L121-110  ,7-9,Giddey  20,Robinson-Earl  7,Giddey  11,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Mon, Nov 21", New York ,L129-119  ,7-10,Gilgeous-Alexander  30,Giddey  9,Gilgeous-Alexander  7,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Wed, Nov 23", Denver ,L131-126 OT ,7-11,Gilgeous-Alexander  31,Robinson-Earl  11,Gilgeous-Alexander  11,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Fri, Nov 25", Chicago ,W123-119 OT ,8-11,Gilgeous-Alexander  30,Giddey  13,Giddey  9,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Sat, Nov 26",Houston ,L118-105  ,8-12,Gilgeous-Alexander  32,Giddey  5,Williams  4,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Mon, Nov 28",New Orleans ,L105-101  ,8-13,Gilgeous-Alexander  31,Robinson-Earl  13,Dort  5,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Wed, Nov 30", San Antonio ,W119-111  ,9-13,Williams  27,Giddey  14,Giddey  5,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Sat, Dec 3",Minnesota ,W135-128  ,10-13,Gilgeous-Alexander  33,Giddey  12,Giddey  7,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Mon, Dec 5",Atlanta ,W121-114  ,11-13,Gilgeous-Alexander  35,Dort  10,Gilgeous-Alexander  5,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Wed, Dec 7",Memphis ,L123-102  ,11-14,Gilgeous-Alexander  26,Giddey  10,Gilgeous-Alexander  7,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Sat, Dec 10",Cleveland ,L110-102  ,11-15,Gilgeous-Alexander  23,Pokusevski  14,Giddey  6,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Mon, Dec 12",Dallas ,L121-114  ,11-16,Gilgeous-Alexander  42,Pokusevski  9,Williams  4,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Wed, Dec 14", Miami ,L110-108  ,11-17,Gilgeous-Alexander  27,Giddey  11,Gilgeous-Alexander  7,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Fri, Dec 16", Minnesota ,L112-110  ,11-18,Gilgeous-Alexander  35,Giddey  13,Giddey  6,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Sat, Dec 17", Memphis ,W115-109  ,12-18,Dort  24,Wiggins  8,Williams  6,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Mon, Dec 19", Portland ,W123-121  ,13-18,Gilgeous-Alexander  35,Williams  7,Gilgeous-Alexander  6,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Wed, Dec 21", Portland ,W101-98  ,14-18,Gilgeous-Alexander  27,Williams  7,Giddey  6,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Fri, Dec 23", New Orleans ,L128-125 OT ,14-19,Gilgeous-Alexander  44,Gilgeous-Alexander  10,Gilgeous-Alexander  6,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Tue, Dec 27", San Antonio ,W130-114  ,15-19,Gilgeous-Alexander  28,Williams  9,Gilgeous-Alexander  8,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Thu, Dec 29",Charlotte ,L121-113  ,15-20,Gilgeous-Alexander  28,Giddey  10,Gilgeous-Alexander  5,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Sat, Dec 31", Philadelphia ,L115-96  ,15-21,Giddey  20,Giddey  9,Gilgeous-Alexander  5,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Tue, Jan 3", Boston ,W150-117  ,16-21,Giddey  25,Williams  7,Williams  6,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Wed, Jan 4",Orlando ,L126-115  ,16-22,Gilgeous-Alexander  33,Williams  9,Gilgeous-Alexander  4,H,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
"Fri, Jan 6", Washington ,W127-110  ,17-22,Gilgeous-Alexander  30,Williams  8,Giddey  9,A,Oklahoma City Thunder 2022-23 Regular Season NBA Schedule
