DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 22", Chicago ,W111-106  ,Wade  30,O'Neal  16,Wade  11,A,Miami Heat 2005-06 Postseason NBA Schedule
"Mon, Apr 24", Chicago ,W115-108  ,O'Neal  22,Walker  10,Wade  7,A,Miami Heat 2005-06 Postseason NBA Schedule
"Thu, Apr 27",Chicago ,L109-90  ,Wade  26,Haslem  10,Wade  4,H,Miami Heat 2005-06 Postseason NBA Schedule
"Sun, Apr 30",Chicago ,L93-87  ,Walker  21,Haslem  9,Wade  10,H,Miami Heat 2005-06 Postseason NBA Schedule
"Tue, May 2", Chicago ,W92-78  ,Wade  28,O'Neal  10,Wade  5,A,Miami Heat 2005-06 Postseason NBA Schedule
"Thu, May 4",Chicago ,W113-96  ,O'Neal  30,O'Neal  20,Wade  6,H,Miami Heat 2005-06 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2005-06 Postseason NBA Schedule
"Mon, May 8", New Jersey ,L100-88  ,Wade  25,O'Neal  10,Wade  3,A,Miami Heat 2005-06 Postseason NBA Schedule
"Wed, May 10", New Jersey ,W111-89  ,Wade  31,Haslem  10,Wade  6,A,Miami Heat 2005-06 Postseason NBA Schedule
"Fri, May 12",New Jersey ,W103-92  ,Wade  30,Posey  10,Wade  10,H,Miami Heat 2005-06 Postseason NBA Schedule
"Sun, May 14",New Jersey ,W102-92  ,Wade  31,Haslem  11,Wade  8,H,Miami Heat 2005-06 Postseason NBA Schedule
"Tue, May 16", New Jersey ,W106-105  ,Walker  23,Haslem  10,Wade  6,A,Miami Heat 2005-06 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2005-06 Postseason NBA Schedule
"Tue, May 23",Detroit ,W91-86  ,Wade  25,Haslem  9,Wade  5,H,Miami Heat 2005-06 Postseason NBA Schedule
"Thu, May 25",Detroit ,L92-88  ,Wade  32,O'Neal  12,Wade  5,H,Miami Heat 2005-06 Postseason NBA Schedule
"Sat, May 27", Detroit ,W98-83  ,Wade  35,O'Neal  12,Wade  4,A,Miami Heat 2005-06 Postseason NBA Schedule
"Mon, May 29", Detroit ,W89-78  ,Wade  31,O'Neal  9,Wade  5,A,Miami Heat 2005-06 Postseason NBA Schedule
"Wed, May 31",Detroit ,L91-78  ,Wade  23,Haslem  10,Williams  6,H,Miami Heat 2005-06 Postseason NBA Schedule
"Fri, Jun 2", Detroit ,W95-78  ,O'Neal  28,O'Neal  16,Wade  10,A,Miami Heat 2005-06 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2005-06 Postseason NBA Schedule
"Thu, Jun 8",Dallas ,L90-80  ,Wade  28,Haslem  9,Wade  6,H,Miami Heat 2005-06 Postseason NBA Schedule
"Sun, Jun 11",Dallas ,L99-85  ,Wade  23,Wade  8,Williams  4,H,Miami Heat 2005-06 Postseason NBA Schedule
"Tue, Jun 13", Dallas ,W98-96  ,Wade  42,Wade  13,O'Neal  5,A,Miami Heat 2005-06 Postseason NBA Schedule
"Thu, Jun 15", Dallas ,W98-74  ,Wade  36,O'Neal  13,Williams  6,A,Miami Heat 2005-06 Postseason NBA Schedule
"Sun, Jun 18", Dallas ,W101-100 OT ,Wade  43,O'Neal  12,Wade  4,A,Miami Heat 2005-06 Postseason NBA Schedule
"Tue, Jun 20",Dallas ,W95-92  ,Wade  36,O'Neal  12,Williams  7,H,Miami Heat 2005-06 Postseason NBA Schedule
