DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 17",LA ,W107-98  ,1-0,Jokic  21,Millsap  16,Jokic  5,H,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Sat, Oct 20", Phoenix ,W119-91  ,2-0,Jokic  35,Jokic  11,Jokic  11,A,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Sun, Oct 21", Golden State ,W100-98  ,3-0,Harris  28,Jokic  11,Jokic  6,A,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Tue, Oct 23", Sacramento ,W126-112  ,4-0,Murray  19,Jokic  12,Morris  7,A,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Thu, Oct 25",Los Angeles ,L121-114  ,4-1,Jokic  24,Jokic  11,Morris  7,H,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Mon, Oct 29", New Orleans ,W116-111  ,5-1,Harris  23,Jokic  9,Jokic  10,A,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Wed, Oct 31",Chicago ,W108-107 OT ,6-1,Jokic  22,Jokic  12,Jokic  9,H,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Thu, Nov 1",Cleveland ,W110-91  ,7-1,Hernangomez  23,Lyles  8,Beasley  4,H,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Sat, Nov 3", Utah ,W103-88  ,8-1,Harris  20,Jokic  10,Jokic  16,A,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Mon, Nov 5", Boston ,W115-107  ,9-1,Murray  48,Jokic  10,Jokic  8,A,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Wed, Nov 7",Memphis ,L89-87  ,9-2,Harris  20,Lyles  9,Murray  7,H,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Fri, Nov 9", Brooklyn ,L112-110  ,9-3,Jokic  37,Jokic  21,Murray  5,A,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Sun, Nov 11", Milwaukee ,L121-114  ,9-4,Millsap  25,Millsap  8,Morris  10,A,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Tue, Nov 13", Houston ,L109-99  ,9-5,Morris  19,Jokic  12,Jokic  7,A,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Thu, Nov 15", Atlanta ,W138-93  ,10-5,Hernangomez  25,Hernangomez  9,Jokic  7,A,Denver Nuggets 2018-19 Regular Season NBA Schedule
"Sat, Nov 17",New Orleans ,L125-115  ,10-6,Jokic  25,Hernangomez  11,Jokic  8,H,Denver Nuggets 2018-19 Regular Season NBA Schedule
