DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Mon, Oct 7",Miami ,L92-87  ,0-1,Scott  13,Horford  9,Horford  4,H,Atlanta Hawks 2013-14 Preseason NBA Schedule
"Tue, Oct 8", Charlotte,W87-85  ,1-1,Scott  19,Millsap  8,Schroder  7,N,Atlanta Hawks 2013-14 Preseason NBA Schedule
"Sun, Oct 13", New Orleans,L105-73  ,1-2,Horford  21,Horford  6,Ivey  6,N,Atlanta Hawks 2013-14 Preseason NBA Schedule
"Thu, Oct 17", San Antonio ,L106-104  ,1-3,Korver  26,Horford  11,Teague  12,A,Atlanta Hawks 2013-14 Preseason NBA Schedule
"Sun, Oct 20", Memphis ,L90-82  ,1-4,Millsap  19,Millsap  8,Teague  5,A,Atlanta Hawks 2013-14 Preseason NBA Schedule
"Tue, Oct 22", Indiana ,L107-89  ,1-5,Scott  17,Korver  9,Teague  8,A,Atlanta Hawks 2013-14 Preseason NBA Schedule
"Wed, Oct 23",Dallas ,L98-88  ,1-6,Schroder  21,Antic  8,Schroder  4,H,Atlanta Hawks 2013-14 Preseason NBA Schedule
