DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Fri, Oct 30",Philadelphia ,L99-86  ,0-1,Jennings  17,Jennings  9,Jennings  9,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Oct 31", Detroit ,W96-85  ,1-1,Jennings  24,Mbah a Moute  8,Jennings  3,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Tue, Nov 3",Chicago ,L83-81  ,1-2,Jennings  25,Bogut  13,Jennings  4,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Nov 6",Minnesota ,W87-72  ,2-2,Bogut  17,Bogut  10,Bell  5,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Nov 7", New York ,W102-87  ,3-2,Bogut  22,Ilyasova  13,Bogut  4,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Nov 11", Denver ,W108-102  ,4-2,Jennings  32,Bogut  10,Jennings  9,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Nov 14", Golden State ,W129-125  ,5-2,Jennings  55,Mbah a Moute  12,Bell  6,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Mon, Nov 16", Dallas ,L115-113 OT ,5-3,Jennings  25,Ilyasova  12,Jennings  8,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Nov 18", New Jersey ,W99-85  ,6-3,Bogut  21,Bogut  11,Jennings  8,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Nov 20", Charlotte ,W95-88  ,7-3,Jennings  29,Warrick  9,Jennings  7,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Nov 21",Memphis ,W103-98  ,8-3,Jennings  26,Ilyasova  12,Ridnour  12,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Mon, Nov 23",San Antonio ,L112-98  ,8-4,Ilyasova  20,Thomas  5,Jennings  7,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Nov 25",New Orleans ,L102-99 OT ,8-5,Ridnour  23,Warrick  10,Ridnour  10,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Nov 27",Oklahoma City ,L108-90  ,8-6,Warrick  15,Ilyasova  12,Ridnour  4,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Nov 28", Orlando ,L100-98  ,8-7,Ilyasova  20,Ilyasova  16,Ridnour  6,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Mon, Nov 30", Chicago ,W99-97  ,9-7,Bogut  22,Bogut  15,Jennings  8,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Dec 2",Washington ,L104-102  ,9-8,Ridnour  20,Delfino  8,Jennings  7,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Dec 4",Detroit ,L105-96  ,9-9,Ridnour  21,Delfino  7,Ridnour  9,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sun, Dec 6", Cleveland ,L101-86  ,9-10,Jennings  24,Warrick  9,Jennings  4,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Tue, Dec 8",Boston ,L98-89  ,9-11,Bogut  25,Bogut  14,Bogut  5,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Dec 9", Toronto ,W117-95  ,10-11,Jennings  22,Ilyasova  9,Jennings  6,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Dec 12", Portland ,W108-101 2OT ,11-11,Bogut  27,Bogut  9,Jennings  11,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Dec 16", Los Angeles ,L107-106 OT ,11-12,Redd  25,Bogut  12,Jennings  7,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Dec 18",Cleveland ,L85-82  ,11-13,Ilyasova  18,Bogut  8,Jennings  8,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Dec 19", Sacramento ,L96-95  ,11-14,Delfino  17,Bogut  13,Jennings  9,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Mon, Dec 21",Indiana ,W84-81  ,12-14,Bogut  31,Bogut  18,Jennings  6,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Dec 23", Washington ,L109-97  ,12-15,Redd  32,Bogut  9,Redd  4,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Dec 26", San Antonio ,L112-97  ,12-16,Warrick  23,Bogut  8,Jennings  8,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Mon, Dec 28",Charlotte ,L94-84  ,12-17,Jennings  24,Mbah a Moute  10,Jennings  7,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Dec 30",Orlando ,L117-92  ,12-18,Jennings  20,Bogut  10,Jennings  4,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Jan 2", Oklahoma City ,W103-97 OT ,13-18,Redd  27,Bogut  15,Jennings  5,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Tue, Jan 5",New Jersey ,W98-76  ,14-18,Bogut  18,Mbah a Moute  9,Ridnour  5,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Jan 8", Chicago ,W96-93  ,15-18,Bogut  27,Bogut  13,Jennings  8,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sun, Jan 10",Los Angeles ,L95-77  ,15-19,Warrick  14,Bogut  11,Ridnour  6,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Mon, Jan 11",Phoenix ,L105-101  ,15-20,Warrick  21,Bogut  13,Jennings  8,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Jan 13",Portland ,L120-108  ,15-21,Ilyasova  24,Bogut  11,Ridnour  8,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Jan 15",Golden State ,W113-104  ,16-21,Jennings  25,Bogut  16,Ridnour  8,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Jan 16",Utah ,L112-95  ,16-22,Delfino  28,Ilyasova  11,Jennings  11,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Mon, Jan 18",Houston ,L101-98 OT ,16-23,Jennings  25,Bogut  17,Jennings  7,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Jan 20", Toronto ,W113-107  ,17-23,Bogut  27,Bogut  12,Jennings  6,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Jan 22",Toronto ,L101-96  ,17-24,Ridnour  27,Delfino  11,Ridnour  4,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Jan 23", Minnesota ,W127-94  ,18-24,Delfino  24,Delfino  8,Jennings  13,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Tue, Jan 26",Dallas ,L108-107  ,18-25,Bogut  32,Bogut  9,Jennings  7,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Jan 27", Philadelphia ,W91-88  ,19-25,Bell  18,Bogut  9,Jennings  7,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Jan 30", Miami ,W95-84  ,20-25,Warrick  22,Bogut  15,Jennings  5,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Mon, Feb 1",Miami ,W97-81  ,21-25,Bogut  22,Bogut  11,Jennings  8,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Tue, Feb 2",Orlando ,L99-82  ,21-26,Ridnour  13,Bogut  10,Ridnour  4,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Feb 5",New York ,W114-107  ,22-26,Ilyasova  25,Ilyasova  9,Jennings  8,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Feb 6", Indiana ,W93-81  ,23-26,Bogut  21,Mbah a Moute  11,Jennings  7,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Tue, Feb 9", Detroit ,L93-81  ,23-27,Jennings  18,Bogut  18,Jennings  5,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Feb 10",New Jersey ,W97-77  ,24-27,Bogut  22,Mbah a Moute  12,Ridnour  8,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Feb 17", Houston ,L127-99  ,24-28,Mbah a Moute  18,Mbah a Moute  8,Ridnour  6,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Feb 19",Detroit ,W91-85  ,25-28,Salmons  19,Ilyasova  12,Delfino  6,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Feb 20", Charlotte ,W93-88  ,26-28,Jennings  19,Bogut  13,Salmons  7,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Mon, Feb 22",New York ,W83-67  ,27-28,Bogut  24,Bogut  20,Jennings  7,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Feb 24", New Orleans ,W115-95  ,28-28,Bogut  26,Bogut  13,Ridnour  6,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Thu, Feb 25",Indiana ,W112-110  ,29-28,Salmons  20,Bogut  10,Ridnour  8,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Feb 27",Miami ,W94-71  ,30-28,Salmons  18,Bogut  10,Jennings  8,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sun, Feb 28",Atlanta ,L106-102 OT ,30-29,Salmons  32,Bogut  9,Jennings  5,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Mar 3", Washington ,W100-87  ,31-29,Salmons  22,Delfino  11,Ilyasova  6,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Mar 5",Washington ,W102-74  ,32-29,Bogut  19,Bogut  10,Jennings  9,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Mar 6", Cleveland ,W92-85  ,33-29,Jennings  25,Delfino  13,Jennings  6,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Tue, Mar 9", Boston ,W86-84  ,34-29,Bogut  25,Bogut  17,Salmons  4,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Mar 12", Utah ,W95-87  ,35-29,Salmons  24,Bogut  12,Delfino  8,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sun, Mar 14", Indiana ,W98-94  ,36-29,Stackhouse  20,Bogut  11,Jennings  8,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Mar 17",LA ,L101-93  ,36-30,Jennings  21,Bogut  11,Jennings  5,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Mar 19",Sacramento ,W114-108 2OT ,37-30,Jennings  35,Bogut  11,Jennings  8,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sat, Mar 20",Denver ,W102-97  ,38-30,Salmons  26,Ilyasova  10,Salmons  4,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Mon, Mar 22", Atlanta ,W98-95  ,39-30,Salmons  32,Bogut  11,Ridnour  8,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Mar 24", Philadelphia ,L101-86  ,39-31,Stackhouse  15,Ilyasova  11,Ridnour  4,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Mar 26", Miami ,L87-74  ,39-32,Salmons  23,Mbah a Moute  11,Mbah a Moute  2,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Sun, Mar 28", Memphis ,W108-103 OT ,40-32,Jennings  29,Bogut  11,Jennings  8,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Tue, Mar 30", LA ,W107-89  ,41-32,Ilyasova  20,Thomas  9,Jennings  6,A,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Wed, Mar 31",Cleveland ,L101-98  ,41-33,Salmons  28,Bogut  12,Ridnour  11,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
"Fri, Apr 2",Charlotte ,L87-86 OT ,41-34,Salmons  28,Bogut  12,Salmons  5,H,Milwaukee Bucks 2009-10 Regular Season NBA Schedule
