DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Dec 23",Phoenix ,L106-102  ,0-1,Doncic  32,Doncic  8,Doncic  5,H,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Fri, Dec 25",Los Angeles ,L138-115  ,0-2,Doncic  27,Kleber  5,Doncic  7,H,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Sun, Dec 27",LA ,W124-73  ,1-2,Doncic  24,Doncic  9,Doncic  8,H,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Wed, Dec 30", Charlotte ,L118-99  ,1-3,Hardaway Jr.  18,Kleber  6,Doncic  5,A,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Fri, Jan 1", Miami ,W93-83  ,2-3,Doncic  27,Doncic  15,Doncic  7,A,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Sun, Jan 3",Chicago ,L118-108  ,2-4,Brunson  31,Marjanovic  6,Brunson  7,H,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Mon, Jan 4",Houston ,W113-100  ,3-4,Doncic  33,Doncic  16,Doncic  11,H,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Thu, Jan 7",Denver ,W124-117 OT ,4-4,Doncic  38,Doncic  9,Doncic  13,H,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Sat, Jan 9", Orlando ,W112-98  ,5-4,Hardaway Jr.  36,Doncic  10,Doncic  10,A,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Wed, Jan 13",Charlotte ,W104-93  ,6-4,Doncic  34,Cauley-Stein  14,Doncic  9,H,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Fri, Jan 15",Milwaukee ,L112-109  ,6-5,Doncic  28,Doncic  10,Doncic  13,H,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Sun, Jan 17", Chicago ,L117-101  ,6-6,Doncic  36,Doncic  16,Doncic  15,A,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Mon, Jan 18",Toronto ,L116-93  ,6-7,Porzingis  23,Porzingis  9,Doncic  9,H,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Wed, Jan 20",Indiana ,W124-112  ,7-7,Porzingis  27,Porzingis  13,Doncic  12,H,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Fri, Jan 22",San Antonio ,W122-117  ,8-7,Doncic  36,Doncic  9,Doncic  11,H,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Sat, Jan 23", Houston ,L133-108  ,8-8,Doncic  26,Marjanovic  12,Doncic  8,A,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Mon, Jan 25", Denver ,L117-113  ,8-9,Doncic  35,Doncic  11,Doncic  16,A,Dallas Mavericks 2020-21 Regular Season NBA Schedule
"Wed, Jan 27",Utah ,L116-104  ,8-10,Doncic  30,Johnson  7,Doncic  6,H,Dallas Mavericks 2020-21 Regular Season NBA Schedule
