DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 14", Indiana ,W84-74  ,Morris Sr.  20,Horford  11,Irving  7,A,Boston Celtics 2018-19 Postseason NBA Schedule
"Wed, Apr 17", Indiana ,W99-91  ,Irving  37,Horford  10,Irving  7,A,Boston Celtics 2018-19 Postseason NBA Schedule
"Fri, Apr 19",Indiana ,W104-96  ,Brown  23,Horford  8,Irving  10,H,Boston Celtics 2018-19 Postseason NBA Schedule
"Sun, Apr 21",Indiana ,W110-106  ,Hayward  20,Horford  12,Irving  7,H,Boston Celtics 2018-19 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Boston Celtics 2018-19 Postseason NBA Schedule
"Sun, Apr 28",Milwaukee ,W112-90  ,Irving  26,Horford  11,Irving  11,H,Boston Celtics 2018-19 Postseason NBA Schedule
"Tue, Apr 30",Milwaukee ,L123-102  ,Morris Sr.  17,Horford  8,Irving  4,H,Boston Celtics 2018-19 Postseason NBA Schedule
"Fri, May 3", Milwaukee ,L123-116  ,Irving  29,Tatum  11,Irving  6,A,Boston Celtics 2018-19 Postseason NBA Schedule
"Mon, May 6", Milwaukee ,L113-101  ,Irving  23,Morris Sr.  14,Irving  10,A,Boston Celtics 2018-19 Postseason NBA Schedule
"Wed, May 8",Milwaukee ,L116-91  ,Irving  15,Morris Sr.  11,Horford  6,H,Boston Celtics 2018-19 Postseason NBA Schedule
