DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Nov 1",Phoenix ,W111-108 2OT ,1-0,Nowitzki  28,Nowitzki  15,Armstrong  5,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Wed, Nov 2",Utah ,L93-82  ,1-1,Terry  21,Van Horn  11,Van Horn  3,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Sat, Nov 5", San Antonio ,W103-84  ,2-1,Nowitzki  34,Howard  12,Terry  8,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Wed, Nov 9",Philadelphia ,L112-97  ,2-2,Van Horn  19,Van Horn  13,Howard  6,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Fri, Nov 11",Charlotte ,W98-88  ,3-2,Nowitzki  23,Nowitzki  16,Nowitzki  4,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Sat, Nov 12","NO/Oklahoma City
 ",W109-103  ,4-2,Nowitzki  30,Diop  5,Harris  5,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Tue, Nov 15", Denver ,W83-80  ,5-2,Nowitzki  35,Diop  16,Harris  8,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Thu, Nov 17", Atlanta ,W87-78  ,6-2,Howard  25,Nowitzki  13,Daniels  4,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Sat, Nov 19", Detroit ,W119-82  ,7-2,Howard  26,Dampier  14,Daniels  6,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Tue, Nov 22", Houston ,W102-93  ,8-2,Nowitzki  31,Howard  11,Terry  5,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Fri, Nov 25",Miami ,W103-90  ,9-2,Howard  25,Howard  11,Terry  10,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Sat, Nov 26", Memphis ,L112-92  ,9-3,Nowitzki  27,Nowitzki  9,Daniels  3,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Mon, Nov 28",Toronto ,W93-91  ,10-3,Nowitzki  29,Nowitzki  11,Terry  6,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Tue, Nov 29",Milwaukee ,L113-111 OT ,10-4,Terry  37,Nowitzki  12,Daniels  4,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Thu, Dec 1", San Antonio ,L92-90  ,10-5,Daniels  24,Nowitzki  9,Nowitzki  6,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Sat, Dec 3"," NO/Oklahoma City
 ",W97-88  ,11-5,Nowitzki  30,Nowitzki  8,Daniels  5,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Mon, Dec 5",Chicago ,W102-94  ,12-5,Nowitzki  35,Griffin  12,Harris  10,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Tue, Dec 6",Indiana ,W84-75  ,13-5,Nowitzki  31,Nowitzki  11,Harris  5,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Fri, Dec 9",Memphis ,W90-83  ,14-5,Nowitzki  35,Dampier  11,Harris  8,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Sat, Dec 10", Boston ,W103-94  ,15-5,Nowitzki  24,Griffin  10,Nowitzki  4,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Mon, Dec 12", Los Angeles ,L109-106  ,15-6,Nowitzki  27,Nowitzki  15,Terry  5,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Wed, Dec 14", Phoenix ,W102-96  ,16-6,Nowitzki  29,Howard  18,Terry  4,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Fri, Dec 16", Orlando ,W109-103 OT ,17-6,Nowitzki  31,Griffin  9,Nowitzki  5,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Sun, Dec 18", Minnesota ,W102-95  ,18-6,Howard  23,Dampier  8,Harris  6,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Tue, Dec 20",Los Angeles ,L112-90  ,18-7,Nowitzki  18,Nowitzki  11,Nowitzki  3,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Thu, Dec 22",Sacramento ,W105-95  ,19-7,Nowitzki  37,Howard  13,Howard  6,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Fri, Dec 23",Seattle ,W101-98  ,20-7,Nowitzki  34,Nowitzki  13,Nowitzki  7,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Mon, Dec 26", Indiana ,W102-80  ,21-7,Nowitzki  23,Dampier  14,Harris  5,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Fri, Dec 30", Golden State ,L111-109  ,21-8,Nowitzki  24,Dampier  11,Daniels  7,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Sat, Dec 31","NO/Oklahoma City
 ",W95-90  ,22-8,Nowitzki  24,Nowitzki  10,Nowitzki  5,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Tue, Jan 3", Portland ,W95-81  ,23-8,Nowitzki  22,Howard  10,Terry  7,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Wed, Jan 4",Minnesota ,L91-78  ,23-9,Nowitzki  23,Dampier  10,Nowitzki  2,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Fri, Jan 6",Denver ,W114-112 OT ,24-9,Nowitzki  27,Nowitzki  10,Terry  7,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Sat, Jan 7", Minnesota ,W83-79  ,25-9,Nowitzki  26,Howard  10,Terry  4,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Mon, Jan 9",Boston ,W104-102  ,26-9,Terry  30,Nowitzki  7,Griffin  5,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Wed, Jan 11",New York ,L117-115 OT ,26-10,Nowitzki  32,Howard  9,Terry  5,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Sat, Jan 14", New Jersey ,W110-77  ,27-10,Howard  29,Diop  7,Harris  7,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Mon, Jan 16", Milwaukee ,W114-95  ,28-10,Nowitzki  35,Howard  11,Terry  5,A,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Wed, Jan 18",Houston ,W103-76  ,29-10,Nowitzki  29,Dampier  8,Stackhouse  6,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Fri, Jan 20",LA ,W101-81  ,30-10,Nowitzki  26,Dampier  12,Stackhouse  6,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
"Sun, Jan 22",Portland ,W95-89 OT ,31-10,Stackhouse  29,Dampier  10,Howard  4,H,Dallas Mavericks 2005-06 Regular Season NBA Schedule
