DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 19", Memphis ,W100-86  ,Durant  33,Westbrook  10,Durant  7,A,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Mon, Apr 21", Memphis ,L111-105 OT ,Durant  36,Durant  11,Westbrook  8,A,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Thu, Apr 24",Memphis ,L98-95 OT ,Westbrook  30,Westbrook  13,Durant  3,H,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Sat, Apr 26",Memphis ,W92-89 OT ,Jackson  32,Ibaka  14,Westbrook  7,H,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Tue, Apr 29", Memphis ,L100-99 OT ,Westbrook  30,Ibaka  12,Westbrook  13,A,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Thu, May 1",Memphis ,W104-84  ,Durant  36,Durant  10,Westbrook  5,H,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Sat, May 3", Memphis ,W120-109  ,Durant  33,Westbrook  10,Westbrook  16,A,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Mon, May 5", LA ,L122-105  ,Westbrook  29,Ibaka  6,Jackson  5,A,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Wed, May 7", LA ,W112-101  ,Durant  32,Durant  12,Westbrook  10,A,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Fri, May 9",LA ,W118-112  ,Durant  36,Adams  9,Westbrook  13,H,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Sun, May 11",LA ,L101-99  ,Durant  40,Durant  7,Westbrook  8,H,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Tue, May 13", LA ,W105-104  ,Westbrook  38,Durant  10,Westbrook  6,A,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Thu, May 15",LA ,W104-98  ,Durant  39,Durant  16,Westbrook  12,H,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Mon, May 19",San Antonio ,L122-105  ,Durant  28,Durant  9,Westbrook  7,H,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Wed, May 21",San Antonio ,L112-77  ,Westbrook  15,Adams  8,Westbrook  5,H,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Sun, May 25", San Antonio ,W106-97  ,Westbrook  26,Durant  10,Westbrook  7,A,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Tue, May 27", San Antonio ,W105-92  ,Westbrook  40,Perkins  10,Westbrook  10,A,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Thu, May 29",San Antonio ,L117-89  ,Durant  25,Perkins  6,Westbrook  7,H,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
"Sat, May 31", San Antonio ,L112-107 OT ,Westbrook  34,Durant  14,Westbrook  8,A,Oklahoma City Thunder 2013-14 Postseason NBA Schedule
