DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 17", New York ,W87-85  ,Allen  24,Garnett  13,Rondo  9,A,Boston Celtics 2010-11 Postseason NBA Schedule
"Tue, Apr 19", New York ,W96-93  ,Rondo  30,Garnett  10,Rondo  7,A,Boston Celtics 2010-11 Postseason NBA Schedule
"Fri, Apr 22",New York ,W113-96  ,Pierce  38,Garnett  12,Rondo  20,H,Boston Celtics 2010-11 Postseason NBA Schedule
"Sun, Apr 24",New York ,W101-89  ,Garnett  26,Garnett  10,Rondo  12,H,Boston Celtics 2010-11 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Boston Celtics 2010-11 Postseason NBA Schedule
"Sun, May 1",Miami ,L99-90  ,Allen  25,Garnett  8,Rondo  7,H,Boston Celtics 2010-11 Postseason NBA Schedule
"Tue, May 3",Miami ,L102-91  ,Rondo  20,O'Neal  9,Rondo  12,H,Boston Celtics 2010-11 Postseason NBA Schedule
"Sat, May 7", Miami ,W97-81  ,Garnett  28,Garnett  18,Rondo  11,A,Boston Celtics 2010-11 Postseason NBA Schedule
"Mon, May 9", Miami ,L98-90 OT ,Pierce  27,Garnett  10,Rondo  5,A,Boston Celtics 2010-11 Postseason NBA Schedule
"Wed, May 11",Miami ,L97-87  ,Allen  18,Garnett  11,Pierce  4,H,Boston Celtics 2010-11 Postseason NBA Schedule
