DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 18", Dallas ,W118-108  ,Harden  24,Ariza  11,Harden  11,A,Houston Rockets 2014-15 Postseason NBA Schedule
"Tue, Apr 21", Dallas ,W111-99  ,Howard  28,Howard  12,Smith  9,A,Houston Rockets 2014-15 Postseason NBA Schedule
"Fri, Apr 24",Dallas ,W130-128  ,Harden  42,Howard  26,Harden  9,H,Houston Rockets 2014-15 Postseason NBA Schedule
"Sun, Apr 26",Dallas ,L121-109  ,Harden  24,Howard  7,Harden  5,H,Houston Rockets 2014-15 Postseason NBA Schedule
"Tue, Apr 28", Dallas ,W103-94  ,Harden  28,Howard  19,Harden  8,A,Houston Rockets 2014-15 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Houston Rockets 2014-15 Postseason NBA Schedule
"Mon, May 4", LA ,L117-101  ,Howard  22,Howard  10,Harden  12,A,Houston Rockets 2014-15 Postseason NBA Schedule
"Wed, May 6", LA ,W115-109  ,Harden  32,Howard  16,Harden  7,A,Houston Rockets 2014-15 Postseason NBA Schedule
"Fri, May 8",LA ,L124-99  ,Harden  25,Howard  14,Harden  11,H,Houston Rockets 2014-15 Postseason NBA Schedule
"Sun, May 10",LA ,L128-95  ,Harden  21,Harden  8,Harden  6,H,Houston Rockets 2014-15 Postseason NBA Schedule
"Tue, May 12", LA ,W124-103  ,Harden  26,Howard  15,Harden  10,A,Houston Rockets 2014-15 Postseason NBA Schedule
"Thu, May 14",LA ,W119-107  ,Harden  23,Howard  21,Terry  5,H,Houston Rockets 2014-15 Postseason NBA Schedule
"Sun, May 17", LA ,W113-100  ,Harden  31,Howard  15,Harden  8,A,Houston Rockets 2014-15 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Houston Rockets 2014-15 Postseason NBA Schedule
"Tue, May 19",Golden State ,L110-106  ,Harden  28,Howard  13,Harden  9,H,Houston Rockets 2014-15 Postseason NBA Schedule
"Thu, May 21",Golden State ,L99-98  ,Harden  38,Howard  17,Harden  9,H,Houston Rockets 2014-15 Postseason NBA Schedule
"Sat, May 23", Golden State ,L115-80  ,Harden  17,Howard  14,Harden  4,A,Houston Rockets 2014-15 Postseason NBA Schedule
"Mon, May 25", Golden State ,W128-115  ,Harden  45,Howard  12,Harden  5,A,Houston Rockets 2014-15 Postseason NBA Schedule
"Wed, May 27",Golden State ,L104-90  ,Howard  18,Howard  16,Harden  5,H,Houston Rockets 2014-15 Postseason NBA Schedule
