DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Mon, Dec 19",Charlotte ,L79-77  ,0-1,,,,H,Atlanta Hawks 2011-12 Preseason NBA Schedule
"Thu, Dec 22", Charlotte ,W92-75  ,1-1,,,,A,Atlanta Hawks 2011-12 Preseason NBA Schedule
