DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Oct 30", Washington ,W94-84  ,1-0,Irving  29,Varejao  23,Varejao  9,A,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Fri, Nov 2", Chicago ,L115-86  ,1-1,Irving  15,Varejao  5,Sloan  5,A,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Sat, Nov 3",Milwaukee ,L105-102  ,1-2,Irving  27,Varejao  17,Irving  7,H,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Mon, Nov 5",LA ,W108-101  ,2-2,Waiters  28,Varejao  15,Irving  10,H,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Wed, Nov 7",Golden State ,L106-96  ,2-3,Irving  28,Thompson  10,Irving  7,H,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Fri, Nov 9",Phoenix ,L107-105  ,2-4,Waiters  23,Varejao  10,Irving  8,H,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Sun, Nov 11",Oklahoma City ,L106-91  ,2-5,Irving  20,Thompson  8,Varejao  6,H,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Tue, Nov 13",Brooklyn ,L114-101  ,2-6,Varejao  35,Varejao  18,Irving  8,H,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Sat, Nov 17", Dallas ,L103-95  ,2-7,Irving  26,Thompson  12,Gibson  5,A,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Sun, Nov 18",Philadelphia ,L86-79  ,2-8,Gee  17,Varejao  15,Irving  4,H,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Wed, Nov 21", Philadelphia ,W92-83  ,3-8,Pargo  28,Varejao  19,Waiters  6,A,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Fri, Nov 23",Orlando ,L108-104  ,3-9,Waiters  25,Varejao  17,Gibson  6,H,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Sat, Nov 24",Miami ,L110-108  ,3-10,Pargo  16,Varejao  15,Pargo  7,H,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Mon, Nov 26",Memphis ,L84-78  ,3-11,Varejao  15,Varejao  22,Varejao  3,H,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Tue, Nov 27", Phoenix ,L91-78  ,3-12,Varejao  20,Varejao  18,Waiters  7,A,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
"Fri, Nov 30",Atlanta ,W113-111  ,4-12,Pargo  22,Varejao  18,Waiters  7,H,Cleveland Cavaliers 2012-13 Regular Season NBA Schedule
