DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 24", Denver ,L93-87  ,Ginobili  23,Mohammed  15,Parker  6,A,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Wed, Apr 27", Denver ,W104-76  ,Duncan  24,Duncan  9,Parker  6,A,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Sat, Apr 30",Denver ,W86-78  ,Ginobili  32,Duncan  11,Barry  4,H,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Mon, May 2",Denver ,W126-115 OT ,Duncan  39,Duncan  14,Parker  7,H,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Wed, May 4", Denver ,W99-89  ,Parker  21,Mohammed  13,Parker  7,A,San Antonio Spurs 2004-05 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Sun, May 8", Seattle ,W103-81  ,Parker  29,Duncan  9,Duncan  5,A,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Tue, May 10", Seattle ,W108-91  ,Ginobili  28,Mohammed  10,Parker  7,A,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Thu, May 12",Seattle ,L92-91  ,Duncan  23,Duncan  11,Parker  8,H,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Sun, May 15",Seattle ,L101-89  ,Duncan  35,Duncan  10,Parker  3,H,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Tue, May 17", Seattle ,W103-90  ,Ginobili  39,Duncan  14,Ginobili  6,A,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Thu, May 19",Seattle ,W98-96  ,Duncan  26,Duncan  9,Ginobili  7,H,San Antonio Spurs 2004-05 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Sun, May 22",Phoenix ,W121-114  ,Parker  29,Duncan  15,Ginobili  5,H,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Tue, May 24",Phoenix ,W111-108  ,Duncan  30,Duncan  8,Parker  5,H,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Sat, May 28", Phoenix ,W102-92  ,Duncan  33,Duncan  15,Parker  7,A,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Mon, May 30", Phoenix ,L111-106  ,Ginobili  28,Duncan  16,Ginobili  7,A,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Wed, Jun 1",Phoenix ,W101-95  ,Duncan  31,Duncan  15,Ginobili  6,H,San Antonio Spurs 2004-05 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Thu, Jun 9", Detroit ,W84-69  ,Ginobili  26,Duncan  17,Parker  3,A,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Sun, Jun 12", Detroit ,W97-76  ,Ginobili  27,Duncan  11,Ginobili  7,A,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Tue, Jun 14",Detroit ,L96-79  ,Parker  21,Duncan  10,Parker  4,H,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Thu, Jun 16",Detroit ,L102-71  ,Duncan  16,Duncan  16,Parker  4,H,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Sun, Jun 19",Detroit ,W96-95 OT ,Duncan  26,Duncan  19,Ginobili  9,H,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Tue, Jun 21", Detroit ,L95-86  ,Duncan  21,Duncan  15,Parker  5,A,San Antonio Spurs 2004-05 Postseason NBA Schedule
"Thu, Jun 23", Detroit ,W81-74  ,Duncan  25,Duncan  11,Ginobili  4,A,San Antonio Spurs 2004-05 Postseason NBA Schedule
