DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Mon, Dec 26",Indiana ,L91-79  ,0-1,Jerebko  17,Monroe  7,Stuckey  6,H,Detroit Pistons 2011-12 Regular Season NBA Schedule
"Wed, Dec 28", Cleveland ,L105-89  ,0-2,Gordon  25,Monroe  7,Knight  6,A,Detroit Pistons 2011-12 Regular Season NBA Schedule
"Fri, Dec 30",Boston ,L96-85  ,0-3,Monroe  22,Monroe  9,Stuckey  7,H,Detroit Pistons 2011-12 Regular Season NBA Schedule
"Sat, Dec 31", Indiana ,W96-88  ,1-3,Jerebko  20,Jerebko  12,Stuckey  7,A,Detroit Pistons 2011-12 Regular Season NBA Schedule
"Mon, Jan 2", Orlando ,W89-78  ,2-3,Gordon  26,Jerebko  11,Gordon  6,A,Detroit Pistons 2011-12 Regular Season NBA Schedule
"Wed, Jan 4", Chicago ,L99-83  ,2-4,Monroe  19,Monroe  13,Monroe  5,A,Detroit Pistons 2011-12 Regular Season NBA Schedule
"Fri, Jan 6",Philadelphia ,L96-73  ,2-5,Monroe  22,Knight  9,Knight  4,H,Detroit Pistons 2011-12 Regular Season NBA Schedule
"Sat, Jan 7", New York ,L103-80  ,2-6,Knight  19,Knight  6,Knight  4,A,Detroit Pistons 2011-12 Regular Season NBA Schedule
"Mon, Jan 9",Chicago ,L92-68  ,2-7,Monroe  14,Monroe  10,Monroe  6,H,Detroit Pistons 2011-12 Regular Season NBA Schedule
"Tue, Jan 10", Dallas ,L100-86  ,2-8,Bynum  20,Monroe  7,Daye  4,A,Detroit Pistons 2011-12 Regular Season NBA Schedule
"Thu, Jan 12",Milwaukee ,L102-93  ,2-9,Monroe  32,Monroe  16,Prince  4,H,Detroit Pistons 2011-12 Regular Season NBA Schedule
"Fri, Jan 13",Charlotte ,W98-81  ,3-9,Jerebko  22,Knight  10,Monroe  5,H,Detroit Pistons 2011-12 Regular Season NBA Schedule
"Sun, Jan 15", Golden State ,L99-91  ,3-10,Monroe  25,Monroe  8,Gordon  6,A,Detroit Pistons 2011-12 Regular Season NBA Schedule
"Tue, Jan 17",Houston ,L97-80  ,3-11,Prince  20,Monroe  11,Monroe  6,H,Detroit Pistons 2011-12 Regular Season NBA Schedule
"Wed, Jan 18",Minnesota ,L93-85  ,3-12,Prince  29,Monroe  12,Knight  6,H,Detroit Pistons 2011-12 Regular Season NBA Schedule
