DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 25", Cleveland ,L114-113  ,0-1,Thomas  36,Simmons  10,Simmons  9,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Fri, Oct 27",Dallas ,L125-120  ,0-2,Thomas  30,O'Neale  10,Dinwiddie  8,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Mon, Oct 30",Charlotte ,W133-121  ,1-2,Thomas  33,Simmons  10,Simmons  8,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Wed, Nov 1",Miami ,W109-105  ,2-2,Bridges  21,Simmons  11,Bridges  5,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Fri, Nov 3",Chicago ,W109-107  ,3-2,Finney-Smith  21,Sharpe  10,Dinwiddie  9,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Sat, Nov 4", Boston ,L124-114  ,3-3,Thomas  27,Finney-Smith  8,Dinwiddie  6,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Mon, Nov 6", Milwaukee ,L129-125  ,3-4,Thomas  45,Simmons  15,Bridges  4,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Wed, Nov 8", LA ,W100-93  ,4-4,Walker IV  21,O'Neale  10,Bridges  7,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Fri, Nov 10",Boston ,L121-107  ,4-5,Walker IV  20,Walker IV  7,Smith Jr.  7,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Sun, Nov 12", Washington ,W102-94  ,5-5,Bridges  27,Bridges  13,Smith Jr.  6,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Tue, Nov 14", Orlando ,W124-104  ,6-5,Dinwiddie  29,Sharpe  10,Dinwiddie  9,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Thu, Nov 16",Miami ,L122-115  ,6-6,Bridges  23,Bridges  7,Dinwiddie  7,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Sun, Nov 19", Philadelphia ,L121-99  ,6-7,Walker IV  26,Claxton  9,Dinwiddie  5,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Wed, Nov 22",Atlanta ,L147-145 OT ,6-8,Bridges  45,Claxton  11,Dinwiddie  12,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Sat, Nov 25", Miami ,W112-97  ,7-8,Bridges  24,Johnson  10,Dinwiddie  11,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Sun, Nov 26", Chicago ,W118-109  ,8-8,Dinwiddie  24,O'Neale  9,Dinwiddie  7,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Tue, Nov 28", Toronto ,W115-103  ,9-8,Dinwiddie  23,Bridges  10,Dinwiddie  8,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Thu, Nov 30", Charlotte ,L129-128  ,9-9,Thomas  26,Claxton  14,Dinwiddie  8,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Sat, Dec 2", Orlando ,W129-101  ,10-9,Bridges  42,Smith Jr.  11,O'Neale  7,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Wed, Dec 6",Atlanta ,W114-113  ,11-9,Bridges  32,Sharpe  10,Bridges  6,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Fri, Dec 8", Washington ,W124-97  ,12-9,Bridges  21,Claxton  15,Dinwiddie  9,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Mon, Dec 11",Sacramento ,L131-118  ,12-10,Bridges  22,Claxton  10,Dinwiddie  8,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Wed, Dec 13",Phoenix ,W116-112  ,13-10,Thomas  24,Dinwiddie  8,Dinwiddie  7,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Thu, Dec 14",Denver ,L124-101  ,13-11,Dinwiddie  17,Sharpe  13,Dinwiddie  8,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Sat, Dec 16",Golden State ,L124-120  ,13-12,Thomas  41,Claxton  12,Dinwiddie  14,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Mon, Dec 18",Utah ,L125-108  ,13-13,Thomas  32,Dinwiddie  8,Dinwiddie  11,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Wed, Dec 20", New York ,L121-102  ,13-14,Johnson  20,Sharpe  15,O'Neale  6,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Fri, Dec 22", Denver ,L122-117  ,13-15,Thomas  23,Claxton  16,Bridges  6,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Sat, Dec 23", Detroit ,W126-115  ,14-15,Bridges  29,Claxton  7,Bridges  7,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Tue, Dec 26",Detroit ,W118-112  ,15-15,Johnson  24,Sharpe  11,Dinwiddie  6,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Wed, Dec 27", Milwaukee ,L144-122  ,15-16,Wilson  21,Wilson  10,Smith Jr.  8,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Fri, Dec 29",Washington ,L110-104  ,15-17,Bridges  19,Claxton  12,Dinwiddie  6,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Sun, Dec 31",Oklahoma City ,L124-108  ,15-18,Bridges  22,Claxton  16,Bridges  7,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Tue, Jan 2",New Orleans ,L112-85  ,15-19,Johnson  17,Sharpe  9,O'Neale  5,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Wed, Jan 3",Houston ,L112-101  ,15-20,Johnson  15,Claxton  13,Johnson  5,H,Brooklyn Nets 2023-24 Regular Season NBA Schedule
"Fri, Jan 5", Oklahoma City ,W124-115  ,16-20,Claxton  23,Claxton  13,Smith Jr.  7,A,Brooklyn Nets 2023-24 Regular Season NBA Schedule
