DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 16", Denver ,W123-107  ,Poole  30,Wiggins  9,Green  9,A,Golden State Warriors 2021-22 Postseason NBA Schedule
"Mon, Apr 18", Denver ,W126-106  ,Curry  34,Wiggins  8,Poole  8,A,Golden State Warriors 2021-22 Postseason NBA Schedule
"Thu, Apr 21",Denver ,W118-113  ,Curry  27,Wiggins  6,Green  10,H,Golden State Warriors 2021-22 Postseason NBA Schedule
"Sun, Apr 24",Denver ,L126-121  ,Curry  33,Green  11,Poole  9,H,Golden State Warriors 2021-22 Postseason NBA Schedule
"Wed, Apr 27", Denver ,W102-98  ,Curry  30,Thompson  9,Green  6,A,Golden State Warriors 2021-22 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Golden State Warriors 2021-22 Postseason NBA Schedule
"Sun, May 1",Memphis ,W117-116  ,Poole  31,Poole  8,Poole  9,H,Golden State Warriors 2021-22 Postseason NBA Schedule
"Tue, May 3",Memphis ,L106-101  ,Curry  27,Green  10,Curry  8,H,Golden State Warriors 2021-22 Postseason NBA Schedule
"Sat, May 7", Memphis ,W142-112  ,Curry  30,Thompson  9,Green  8,A,Golden State Warriors 2021-22 Postseason NBA Schedule
"Mon, May 9", Memphis ,W101-98  ,Curry  32,Green  11,Curry  8,A,Golden State Warriors 2021-22 Postseason NBA Schedule
"Wed, May 11",Memphis ,L134-95  ,Thompson  19,Green  7,Green  5,H,Golden State Warriors 2021-22 Postseason NBA Schedule
"Fri, May 13", Memphis ,W110-96  ,Thompson  30,Looney  22,Green  8,A,Golden State Warriors 2021-22 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Golden State Warriors 2021-22 Postseason NBA Schedule
"Wed, May 18", Dallas ,W112-87  ,Curry  21,Curry  12,Curry  4,A,Golden State Warriors 2021-22 Postseason NBA Schedule
"Fri, May 20", Dallas ,W126-117  ,Curry  32,Looney  12,Curry  5,A,Golden State Warriors 2021-22 Postseason NBA Schedule
"Sun, May 22",Dallas ,W109-100  ,Curry  31,Looney  12,Curry  11,H,Golden State Warriors 2021-22 Postseason NBA Schedule
"Tue, May 24",Dallas ,L119-109  ,Curry  20,Kuminga  8,Curry  8,H,Golden State Warriors 2021-22 Postseason NBA Schedule
"Thu, May 26", Dallas ,W120-110  ,Thompson  32,Looney  18,Green  9,A,Golden State Warriors 2021-22 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Golden State Warriors 2021-22 Postseason NBA Schedule
"Thu, Jun 2", Boston ,L120-108  ,Curry  34,Green  11,Curry  5,A,Golden State Warriors 2021-22 Postseason NBA Schedule
"Sun, Jun 5", Boston ,W107-88  ,Curry  29,Looney  7,Green  7,A,Golden State Warriors 2021-22 Postseason NBA Schedule
"Wed, Jun 8",Boston ,L116-100  ,Curry  31,Wiggins  7,Porter Jr.  4,H,Golden State Warriors 2021-22 Postseason NBA Schedule
"Fri, Jun 10",Boston ,W107-97  ,Curry  43,Wiggins  16,Green  8,H,Golden State Warriors 2021-22 Postseason NBA Schedule
"Mon, Jun 13", Boston ,W104-94  ,Wiggins  26,Wiggins  13,Curry  8,A,Golden State Warriors 2021-22 Postseason NBA Schedule
"Thu, Jun 16",Boston ,W103-90  ,Curry  34,Green  12,Green  8,H,Golden State Warriors 2021-22 Postseason NBA Schedule
