DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 18", New Orleans ,W81-79  ,Wade  21,Odom  11,Wade  5,A,Miami Heat 2003-04 Postseason NBA Schedule
"Wed, Apr 21", New Orleans ,W93-63  ,Jones  19,Grant  11,Wade  6,A,Miami Heat 2003-04 Postseason NBA Schedule
"Sat, Apr 24",New Orleans ,L77-71  ,Butler  24,Butler  15,Butler  4,H,Miami Heat 2003-04 Postseason NBA Schedule
"Tue, Apr 27",New Orleans ,L96-85  ,Odom  25,Grant  9,Wade  10,H,Miami Heat 2003-04 Postseason NBA Schedule
"Fri, Apr 30", New Orleans ,W87-83  ,Jones  25,Butler  11,Wade  5,A,Miami Heat 2003-04 Postseason NBA Schedule
"Sun, May 2",New Orleans ,L89-83  ,Wade  27,Odom  11,Wade  6,H,Miami Heat 2003-04 Postseason NBA Schedule
"Tue, May 4", New Orleans ,W85-77  ,Butler  23,Butler  9,Wade  7,A,Miami Heat 2003-04 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2003-04 Postseason NBA Schedule
"Thu, May 6",Indiana ,L94-81  ,Wade  22,Butler  9,Wade  4,H,Miami Heat 2003-04 Postseason NBA Schedule
"Sat, May 8",Indiana ,L91-80  ,Odom  19,Odom  12,Wade  5,H,Miami Heat 2003-04 Postseason NBA Schedule
"Mon, May 10", Indiana ,W94-87  ,Wade  25,Grant  16,Wade  6,A,Miami Heat 2003-04 Postseason NBA Schedule
"Wed, May 12", Indiana ,W100-88  ,Odom  22,Butler  10,Wade  7,A,Miami Heat 2003-04 Postseason NBA Schedule
"Sat, May 15",Indiana ,L94-83  ,Wade  16,Odom  10,Wade  10,H,Miami Heat 2003-04 Postseason NBA Schedule
"Tue, May 18", Indiana ,L73-70  ,Wade  24,Grant  10,Wade  2,A,Miami Heat 2003-04 Postseason NBA Schedule
