DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 16", Portland ,W89-81  ,Nowitzki  28,Nowitzki  10,Kidd  4,A,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Tue, Apr 19", Portland ,W101-89  ,Nowitzki  33,Chandler  10,Kidd  8,A,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Thu, Apr 21",Portland ,L97-92  ,Terry  29,Nowitzki  9,Terry  7,H,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Sat, Apr 23",Portland ,L84-82  ,Nowitzki  20,Marion  11,Kidd  4,H,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Mon, Apr 25", Portland ,W93-82  ,Nowitzki  25,Chandler  20,Kidd  14,A,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Thu, Apr 28",Portland ,W103-96  ,Nowitzki  33,Nowitzki  11,Terry  8,H,Dallas Mavericks 2010-11 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Mon, May 2",Los Angeles ,W96-94  ,Nowitzki  28,Nowitzki  14,Kidd  11,H,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Wed, May 4",Los Angeles ,W93-81  ,Nowitzki  24,Marion  9,Kidd  6,H,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Fri, May 6", Los Angeles ,W98-92  ,Nowitzki  32,Nowitzki  9,Kidd  9,A,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Sun, May 8", Los Angeles ,W122-86  ,Terry  32,Chandler  9,Barea  8,A,Dallas Mavericks 2010-11 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Tue, May 17", Oklahoma City ,W121-112  ,Nowitzki  48,Chandler  8,Kidd  11,A,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Thu, May 19", Oklahoma City ,L106-100  ,Nowitzki  29,Chandler  13,Kidd  7,A,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Sat, May 21",Oklahoma City ,W93-87  ,Marion  18,Chandler  15,Kidd  8,H,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Mon, May 23",Oklahoma City ,W112-105 OT ,Nowitzki  40,Chandler  8,Kidd  7,H,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Wed, May 25", Oklahoma City ,W100-96  ,Nowitzki  26,Nowitzki  9,Kidd  10,A,Dallas Mavericks 2010-11 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Tue, May 31",Miami ,L92-84  ,Nowitzki  27,Marion  10,Kidd  6,H,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Thu, Jun 2",Miami ,W95-93  ,Nowitzki  24,Nowitzki  11,Terry  5,H,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Sun, Jun 5", Miami ,L88-86  ,Nowitzki  34,Nowitzki  11,Kidd  10,A,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Tue, Jun 7", Miami ,W86-83  ,Nowitzki  21,Chandler  16,Barea  4,A,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Thu, Jun 9", Miami ,W112-103  ,Nowitzki  29,Chandler  7,Terry  6,A,Dallas Mavericks 2010-11 Postseason NBA Schedule
"Sun, Jun 12",Miami ,W105-95  ,Terry  27,Nowitzki  11,Kidd  8,H,Dallas Mavericks 2010-11 Postseason NBA Schedule
