DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Mon, Dec 26", Philadelphia ,W107-103  ,1-0,Aldridge  25,Camby  13,Felton  8,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Tue, Dec 27", Sacramento ,W101-79  ,2-0,Wallace  25,Camby  9,Felton  6,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Thu, Dec 29", Denver ,W111-102  ,3-0,Matthews  25,Camby  12,Felton  6,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Sun, Jan 1",LA ,L93-88  ,3-1,Crawford  23,Aldridge  9,Felton  8,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Tue, Jan 3",Oklahoma City ,W103-93  ,4-1,Aldridge  30,Wallace  10,Felton  7,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Thu, Jan 5", Los Angeles ,W107-96  ,5-1,Wallace  31,Aldridge  10,Felton  10,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Fri, Jan 6",Phoenix ,L102-77  ,5-2,Aldridge  14,Camby  11,Crawford  3,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Sun, Jan 8", Cleveland ,W98-78  ,6-2,Aldridge  28,Camby  9,Felton  7,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Tue, Jan 10", LA ,W105-97  ,7-2,Wallace  20,Camby  11,Felton  8,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Wed, Jan 11", Orlando ,L107-104  ,7-3,Crawford  24,Aldridge  8,Felton  8,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Fri, Jan 13",San Antonio ,L99-83  ,7-4,Aldridge  29,Wallace  12,Felton  7,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Sat, Jan 14",Houston ,L107-105 OT ,7-5,Batum  29,Aldridge  10,Aldridge  5,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Mon, Jan 16",New Orleans ,W84-77  ,8-5,Aldridge  22,Aldridge  9,Felton  12,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Wed, Jan 18",Atlanta ,L92-89  ,8-6,Crawford  22,Aldridge  11,Felton  8,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Fri, Jan 20",Toronto ,W94-84  ,9-6,Aldridge  33,Aldridge  23,Aldridge  5,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Sat, Jan 21",Detroit ,L94-91  ,9-7,Aldridge  25,Batum  9,Felton  9,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Mon, Jan 23", Sacramento ,W101-89  ,10-7,Crawford  26,Aldridge  16,Crawford  5,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Tue, Jan 24", Memphis ,W97-84  ,11-7,Aldridge  23,Camby  22,Crawford  4,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Wed, Jan 25",Golden State ,L101-93  ,11-8,Aldridge  18,Camby  16,Felton  7,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Fri, Jan 27", Phoenix ,W109-71  ,12-8,Aldridge  23,Camby  20,Crawford  10,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Mon, Jan 30",Utah ,L93-89  ,12-9,Aldridge  25,Wallace  9,Felton  7,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Wed, Feb 1", Charlotte ,W112-68  ,13-9,Crawford  24,Camby  7,Felton  7,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Thu, Feb 2",Sacramento ,L95-92  ,13-10,Aldridge  28,Aldridge  14,Felton  10,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Sat, Feb 4", Denver ,W117-97  ,14-10,Batum  33,Camby  20,Crawford  8,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Mon, Feb 6", Oklahoma City ,L111-107 OT ,14-11,Aldridge  39,Camby  15,Crawford  5,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Wed, Feb 8", Houston ,L103-96  ,14-12,Crawford  21,Wallace  9,Crawford  6,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Fri, Feb 10",New Orleans ,W94-86  ,15-12,Crawford  31,Aldridge  7,Crawford  8,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Sat, Feb 11",Dallas ,L97-94 2OT ,15-13,Aldridge  33,Aldridge  12,Batum  3,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Tue, Feb 14", Washington ,L124-109  ,15-14,Batum  33,Camby  12,Wallace  8,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Wed, Feb 15",Golden State ,W93-91  ,16-14,Wallace  24,Camby  11,Crawford  6,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Thu, Feb 16", LA ,L74-71  ,16-15,Batum  19,Batum  6,Wallace  4,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Sat, Feb 18", Atlanta ,W97-77  ,17-15,Batum  22,Aldridge  10,Felton  8,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Mon, Feb 20",Los Angeles ,L103-92  ,17-16,Aldridge  18,Camby  13,Batum  5,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Tue, Feb 21", San Antonio ,W137-97  ,18-16,Aldridge  21,Wallace  10,Crawford  8,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Wed, Feb 29",Denver ,L104-95  ,18-17,Crawford  21,Aldridge  9,Felton  7,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Thu, Mar 1", Miami ,L107-93  ,18-18,Aldridge  20,Matthews  7,Aldridge  4,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Sat, Mar 3", Minnesota ,L122-110  ,18-19,Batum  29,Wallace  14,Aldridge  4,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Mon, Mar 5", New Orleans ,W86-74  ,19-19,Batum  19,Camby  16,Felton  10,A,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Wed, Mar 7",Minnesota ,L106-94  ,19-20,Felton  23,Wallace  9,Felton  9,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Fri, Mar 9",Boston ,L104-86  ,19-21,Aldridge  22,Camby  10,Felton  4,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Sat, Mar 10",Washington ,W110-99  ,20-21,Aldridge  30,Aldridge  10,Crawford  5,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Tue, Mar 13",Indiana ,L92-75  ,20-22,Aldridge  17,Wallace  6,Felton  2,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Wed, Mar 14",New York ,L121-79  ,20-23,Wallace  15,Wallace  12,Wallace  3,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
"Fri, Mar 16",Chicago ,W100-89  ,21-23,Aldridge  21,Batum  9,Felton  5,H,Portland Trail Blazers 2011-12 Regular Season NBA Schedule
