DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Fri, Nov 2", Denver ,W102-89  ,1-0,Davis  29,Davis  10,Nelson  7,A,Orlando Magic 2012-13 Regular Season NBA Schedule
"Sun, Nov 4", Phoenix ,W115-94  ,2-0,Redick  24,Vucevic  13,Redick  6,A,Orlando Magic 2012-13 Regular Season NBA Schedule
"Tue, Nov 6",Chicago ,L99-93  ,2-1,Afflalo  28,Davis  10,Redick  7,H,Orlando Magic 2012-13 Regular Season NBA Schedule
"Wed, Nov 7",Minnesota ,L90-75  ,2-2,Redick  16,Davis  6,Moore  5,H,Orlando Magic 2012-13 Regular Season NBA Schedule
"Fri, Nov 9", Brooklyn ,L107-68  ,2-3,Moore  18,Afflalo  5,Moore  5,A,Orlando Magic 2012-13 Regular Season NBA Schedule
"Sun, Nov 11",Brooklyn ,L82-74  ,2-4,Davis  19,Vucevic  13,Redick  9,H,Orlando Magic 2012-13 Regular Season NBA Schedule
"Tue, Nov 13", New York ,L99-89  ,2-5,Redick  18,Vucevic  10,Moore  8,A,Orlando Magic 2012-13 Regular Season NBA Schedule
"Fri, Nov 16",Detroit ,W110-106  ,3-5,Redick  23,Davis  13,Nelson  10,H,Orlando Magic 2012-13 Regular Season NBA Schedule
"Sun, Nov 18",Toronto ,L97-86  ,3-6,Davis  16,Davis  12,Nelson  9,H,Orlando Magic 2012-13 Regular Season NBA Schedule
"Mon, Nov 19",Atlanta ,L81-72  ,3-7,Davis  11,Vucevic  13,Moore  4,H,Orlando Magic 2012-13 Regular Season NBA Schedule
"Wed, Nov 21", Detroit ,W90-74  ,4-7,Nicholson  15,Davis  14,Redick  7,A,Orlando Magic 2012-13 Regular Season NBA Schedule
"Fri, Nov 23", Cleveland ,W108-104  ,5-7,Nelson  22,Davis  8,Nelson  6,A,Orlando Magic 2012-13 Regular Season NBA Schedule
"Sun, Nov 25", Boston ,L116-110 OT ,5-8,Redick  21,McRoberts  14,Afflalo  7,A,Orlando Magic 2012-13 Regular Season NBA Schedule
"Wed, Nov 28", San Antonio ,L110-89  ,5-9,Afflalo  16,Jones  6,Redick  4,A,Orlando Magic 2012-13 Regular Season NBA Schedule
"Fri, Nov 30", Brooklyn ,L98-86  ,5-10,Davis  16,Harkless  7,Moore  4,A,Orlando Magic 2012-13 Regular Season NBA Schedule
