DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 30",San Antonio ,L101-94  ,0-1,Allen  15,Gasol  9,Conley  8,H,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Fri, Nov 1", Detroit ,W111-108 OT ,1-1,Conley  22,Randolph  10,Gasol  5,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Sat, Nov 2",Dallas ,L111-99  ,1-2,Conley  24,Randolph  14,Conley  8,H,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Mon, Nov 4", Boston ,W95-88  ,2-2,Randolph  15,Gasol  8,Conley  8,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Wed, Nov 6", New Orleans ,L99-84  ,2-3,Conley  26,Miller  6,Gasol  4,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Sat, Nov 9", Golden State ,W108-90  ,3-3,Randolph  23,Randolph  11,Conley  6,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Mon, Nov 11",Indiana ,L95-79  ,3-4,Gasol  15,Davis  7,Calathes  6,H,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Wed, Nov 13", Toronto ,L103-87  ,3-5,Conley  29,Gasol  10,Conley  5,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Fri, Nov 15",Los Angeles ,W89-86  ,4-5,Randolph  28,Randolph  11,Gasol  8,H,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Sun, Nov 17",Sacramento ,W97-86  ,5-5,Randolph  22,Randolph  10,Gasol  9,H,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Mon, Nov 18",LA ,W106-102  ,6-5,Randolph  26,Randolph  15,Gasol  8,H,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Wed, Nov 20",Golden State ,W88-81 OT ,7-5,Randolph  21,Randolph  12,Conley  4,H,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Fri, Nov 22", San Antonio ,L102-86  ,7-6,Conley  28,Randolph  10,Allen  4,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Mon, Nov 25", Houston ,L93-86  ,7-7,Prince  16,Koufos  13,Conley  10,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Wed, Nov 27",Boston ,W100-93  ,8-7,Bayless  22,Koufos  13,Conley  9,H,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Sat, Nov 30", Brooklyn ,L97-88  ,8-8,Pondexter  22,Koufos  11,Conley  10,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Tue, Dec 3", Phoenix ,W110-91  ,9-8,Leuer  23,Davis  12,Conley  14,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Thu, Dec 5", LA ,L101-81  ,9-9,Koufos  17,Randolph  12,Pondexter  5,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Sat, Dec 7", Golden State ,L108-82  ,9-10,Miller  16,Koufos  16,Randolph  4,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Mon, Dec 9", Orlando ,W94-85  ,10-10,Randolph  19,Randolph  12,Calathes  8,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Wed, Dec 11", Oklahoma City ,L116-100  ,10-11,Conley  20,Randolph  8,Conley  9,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Fri, Dec 13",New Orleans ,L104-98  ,10-12,Leuer  19,Randolph  10,Conley  7,H,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Sun, Dec 15", Minnesota ,L101-93  ,10-13,Conley  28,Randolph  12,Randolph  5,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Tue, Dec 17", Los Angeles ,L96-92  ,10-14,Randolph  18,Randolph  16,Randolph  5,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Wed, Dec 18",Dallas ,L105-91  ,10-15,Allen  16,Allen  11,Bayless  6,H,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Sat, Dec 21",New York ,W95-87  ,11-15,Randolph  25,Randolph  15,Conley  8,H,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Mon, Dec 23", Utah ,W104-94  ,12-15,Randolph  22,Randolph  10,Randolph  7,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Thu, Dec 26",Houston ,L100-92  ,12-16,Randolph  23,Randolph  17,Conley  6,H,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Sat, Dec 28", Denver ,W120-99  ,13-16,Randolph  20,Koufos  12,Johnson  6,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
"Mon, Dec 30", Chicago ,L95-91  ,13-17,Conley  26,Johnson  10,Conley  9,A,Memphis Grizzlies 2013-14 Regular Season NBA Schedule
