DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 17", New Orleans ,W110-99  ,Paul  30,Ayton  9,Paul  10,A,Phoenix Suns 2021-22 Postseason NBA Schedule
"Tue, Apr 19", New Orleans ,L125-114  ,Booker  31,Ayton  9,Paul  14,A,Phoenix Suns 2021-22 Postseason NBA Schedule
"Fri, Apr 22",New Orleans ,W114-111  ,Ayton  28,Ayton  17,Paul  14,H,Phoenix Suns 2021-22 Postseason NBA Schedule
"Sun, Apr 24",New Orleans ,L118-103  ,Ayton  23,Ayton  8,Paul  11,H,Phoenix Suns 2021-22 Postseason NBA Schedule
"Tue, Apr 26", New Orleans ,W112-97  ,Bridges  31,Ayton  9,Paul  11,A,Phoenix Suns 2021-22 Postseason NBA Schedule
"Thu, Apr 28",New Orleans ,W115-109  ,Paul  33,Ayton  7,Paul  8,H,Phoenix Suns 2021-22 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Phoenix Suns 2021-22 Postseason NBA Schedule
"Mon, May 2", Dallas ,W121-114  ,Ayton  25,Booker  9,Booker  8,A,Phoenix Suns 2021-22 Postseason NBA Schedule
"Wed, May 4", Dallas ,W129-109  ,Booker  30,Crowder  7,Paul  8,A,Phoenix Suns 2021-22 Postseason NBA Schedule
"Fri, May 6",Dallas ,L103-94  ,Crowder  19,Ayton  11,Booker  6,H,Phoenix Suns 2021-22 Postseason NBA Schedule
"Sun, May 8",Dallas ,L111-101  ,Booker  35,Ayton  11,Booker  7,H,Phoenix Suns 2021-22 Postseason NBA Schedule
"Tue, May 10", Dallas ,W110-80  ,Booker  28,Ayton  9,Paul  10,A,Phoenix Suns 2021-22 Postseason NBA Schedule
"Thu, May 12",Dallas ,L113-86  ,Ayton  21,Ayton  11,Bridges  5,H,Phoenix Suns 2021-22 Postseason NBA Schedule
"Sun, May 15", Dallas ,L123-90  ,Johnson  12,McGee  6,Paul  4,A,Phoenix Suns 2021-22 Postseason NBA Schedule
