DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Oct 30",Cleveland ,L94-84  ,0-1,Crawford  11,Barron  8,Price  6,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Sat, Nov 3", Boston ,L89-86  ,0-2,Crawford  21,Booker  10,Pargo  4,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Wed, Nov 7",Boston ,L100-94 OT ,0-3,Seraphin  16,Seraphin  9,Price  7,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Fri, Nov 9", Milwaukee ,L101-91  ,0-4,Beal  22,Ariza  8,Price  9,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Sat, Nov 10",Indiana ,L89-85  ,0-5,Okafor  17,Okafor  8,Price  14,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Tue, Nov 13",Charlotte ,L92-76  ,0-6,Ariza  19,Okafor  9,Price  6,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Wed, Nov 14",Dallas ,L107-101  ,0-7,Crawford  21,Booker  6,Crawford  7,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Sat, Nov 17", Utah ,L83-76  ,0-8,Crawford  20,Okafor  14,Crawford  8,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Mon, Nov 19", Indiana ,L96-89  ,0-9,Beal  18,Booker  8,Livingston  4,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Wed, Nov 21",Atlanta ,L101-100 OT ,0-10,Seraphin  21,Ariza  15,Price  7,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Sat, Nov 24", Charlotte ,L108-106 2OT ,0-11,Webster  21,Singleton  12,Crawford  6,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Mon, Nov 26", San Antonio ,L118-92  ,0-12,Crawford  19,Seraphin  7,Price  7,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Wed, Nov 28", Portland ,W84-82  ,1-12,Crawford  19,Seraphin  10,Price  6,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Fri, Nov 30",New York ,L108-87  ,1-13,Crawford  17,Seraphin  10,Crawford  4,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Tue, Dec 4", Miami ,W105-101  ,2-13,Crawford  22,Seraphin  10,Crawford  6,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Fri, Dec 7",Atlanta ,L104-95  ,2-14,Seraphin  19,Seraphin  7,Price  6,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Sat, Dec 8", Golden State ,L101-97  ,2-15,Crawford  22,Crawford  7,Crawford  8,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Tue, Dec 11",New Orleans ,W77-70  ,3-15,Crawford  26,Hilario  10,Crawford  4,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Wed, Dec 12",Houston ,L99-93  ,3-16,Beal  20,Hilario  9,Crawford  6,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Fri, Dec 14", Los Angeles ,L102-96  ,3-17,Martin  21,Martin  8,Crawford  6,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Sat, Dec 15",Miami ,L102-72  ,3-18,Beal  19,Okafor  10,Crawford  6,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Tue, Dec 18", Atlanta ,L100-95 OT ,3-19,Crawford  27,Barron  14,Crawford  11,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Wed, Dec 19",Orlando ,L90-83  ,3-20,Hilario  20,Okafor  12,Crawford  6,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Fri, Dec 21",Detroit ,L100-68  ,3-21,Crawford  20,Webster  9,Crawford  7,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Sat, Dec 22", Detroit ,L96-87  ,3-22,Crawford  21,Okafor  14,Crawford  6,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Wed, Dec 26", Cleveland ,L87-84  ,3-23,Okafor  17,Okafor  10,Mack  7,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Fri, Dec 28", Orlando ,W105-97  ,4-23,Crawford  27,Hilario  11,Crawford  6,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Sat, Dec 29",Chicago ,L87-77  ,4-24,Beal  14,Okafor  18,Temple  5,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Tue, Jan 1", Dallas ,L103-94  ,4-25,Beal  22,Okafor  11,Mack  6,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Wed, Jan 2",Indiana ,L89-81  ,4-26,Crawford  20,Seraphin  9,Crawford  7,H,Washington Wizards 2012-13 Regular Season NBA Schedule
"Fri, Jan 4", Brooklyn ,L115-113 2OT ,4-27,Beal  24,Okafor  7,Temple  11,A,Washington Wizards 2012-13 Regular Season NBA Schedule
"Sun, Jan 6",Miami ,L99-71  ,4-28,Seraphin  14,Okafor  9,Temple  7,H,Washington Wizards 2012-13 Regular Season NBA Schedule
