DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 29", Phoenix ,L103-98  ,0-1,Duncan  32,Bonner  7,Parker  5,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Fri, Oct 31",Portland ,L100-99  ,0-2,Duncan  27,Duncan  10,Parker  11,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Tue, Nov 4", Dallas ,L98-81  ,0-3,Parker  22,Duncan  15,Parker  3,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Wed, Nov 5",Minnesota ,W129-125 2OT ,1-3,Parker  55,Duncan  16,Parker  10,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Fri, Nov 7", Miami ,L99-83  ,1-4,Duncan  22,Duncan  11,Mason Jr.  6,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Tue, Nov 11", New York ,W92-80  ,2-4,Duncan  23,Duncan  9,Duncan  7,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Wed, Nov 12",Milwaukee ,L82-78  ,2-5,Duncan  24,Tolliver  6,Vaughn  6,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Fri, Nov 14", Houston ,W77-75  ,3-5,Duncan  22,Mason Jr.  9,Hill  5,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sun, Nov 16",Sacramento ,W90-88  ,4-5,Finley  21,Duncan  10,Vaughn  6,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Mon, Nov 17",LA ,W86-83  ,5-5,Mason Jr.  21,Duncan  15,Hill  8,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Wed, Nov 19", Denver ,L91-81  ,5-6,Hill  20,Duncan  11,Duncan  6,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Fri, Nov 21", Utah ,W119-94  ,6-6,Mason Jr.  29,Duncan  7,Hill  4,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Mon, Nov 24",Memphis ,W94-81  ,7-6,Hill  20,Duncan  11,Hill  3,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Wed, Nov 26", Chicago ,W98-88  ,8-6,Duncan  21,Hill  11,Hill  4,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Fri, Nov 28", Memphis ,W109-98  ,9-6,Mason Jr.  20,Duncan  12,Parker  7,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sat, Nov 29",Houston ,L103-84  ,9-7,Duncan  17,Duncan  9,Parker  7,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Tue, Dec 2", Detroit ,L89-77  ,9-8,Duncan  23,Duncan  13,Parker  5,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Thu, Dec 4",Denver ,W108-91  ,10-8,Parker  22,Duncan  12,Parker  8,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sat, Dec 6", Golden State ,W123-88  ,11-8,Duncan  20,Duncan  13,Parker  8,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Tue, Dec 9",Dallas ,W133-126 2OT ,12-8,Duncan  32,Duncan  14,Parker  10,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Wed, Dec 10", Atlanta ,W95-89  ,13-8,Ginobili  27,Bonner  13,Hill  5,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Fri, Dec 12",Minnesota ,W98-86  ,14-8,Duncan  17,Duncan  13,Parker  9,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sun, Dec 14", Oklahoma City ,W109-104  ,15-8,Parker  22,Duncan  12,Parker  7,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Wed, Dec 17",New Orleans ,L90-83  ,15-9,Parker  20,Duncan  11,Ginobili  5,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Thu, Dec 18",Orlando ,L90-78  ,15-10,Duncan  19,Duncan  9,Parker  4,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sat, Dec 20", Toronto ,W107-97  ,16-10,Parker  24,Thomas  12,Parker  10,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Mon, Dec 22", Sacramento ,W101-85  ,17-10,Parker  18,Thomas  7,Parker  6,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Tue, Dec 23", Minnesota ,W99-93  ,18-10,Parker  36,Duncan  12,Parker  8,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Thu, Dec 25",Phoenix ,W91-90  ,19-10,Parker  27,Duncan  17,Parker  8,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sat, Dec 27", Memphis ,W106-103 2OT ,20-10,Parker  32,Finley  6,Parker  5,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Tue, Dec 30", Milwaukee ,L100-98  ,20-11,Duncan  22,Duncan  6,Parker  10,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Fri, Jan 2",Memphis ,W91-80  ,21-11,Duncan  20,Duncan  10,Ginobili  6,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sat, Jan 3", Philadelphia ,W108-106  ,22-11,Duncan  26,Duncan  12,Parker  10,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Mon, Jan 5",Miami ,W91-84  ,23-11,Duncan  19,Duncan  9,Parker  7,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Thu, Jan 8", LA ,W106-84  ,24-11,Parker  19,Thomas  9,Duncan  9,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sun, Jan 11", Orlando ,L105-98  ,24-12,Parker  31,Duncan  10,Parker  6,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Wed, Jan 14", Los Angeles ,W112-111  ,25-12,Ginobili  27,Duncan  10,Duncan  8,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Fri, Jan 16",Philadelphia ,L109-87  ,25-13,Duncan  20,Duncan  12,Parker  6,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sat, Jan 17",Chicago ,W92-87  ,26-13,Ginobili  21,Duncan  14,Parker  8,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Mon, Jan 19",Charlotte ,W86-84  ,27-13,Duncan  17,Duncan  11,Parker  10,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Tue, Jan 20", Indiana ,W99-81  ,28-13,Duncan  27,Duncan  10,Parker  7,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Fri, Jan 23", New Jersey ,W94-91  ,29-13,Duncan  30,Duncan  15,Duncan  5,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sun, Jan 25",Los Angeles ,L99-85  ,29-14,Parker  19,Duncan  8,Parker  6,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Tue, Jan 27",Utah ,W106-100  ,30-14,Duncan  24,Duncan  9,Duncan  8,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Thu, Jan 29",Phoenix ,W114-104  ,31-14,Ginobili  30,Duncan  15,Parker  5,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sat, Jan 31", New Orleans ,W106-93  ,32-14,Parker  25,Duncan  8,Parker  7,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Mon, Feb 2",Golden State ,W110-105 OT ,33-14,Duncan  32,Duncan  15,Parker  7,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Tue, Feb 3",Denver ,L104-96  ,33-15,Mason Jr.  26,Bonner  8,Mason Jr.  6,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sun, Feb 8",Boston ,W105-99  ,34-15,Duncan  23,Duncan  13,Parker  7,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Tue, Feb 10",New Jersey ,W108-93  ,35-15,Duncan  27,Duncan  9,Duncan  8,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Wed, Feb 11",Toronto ,L91-89  ,35-16,Ginobili  32,Duncan  13,Duncan  7,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Tue, Feb 17",New York ,L112-107 OT ,35-17,Duncan  26,Duncan  15,Parker  7,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Thu, Feb 19",Detroit ,W83-79  ,36-17,Parker  19,Duncan  18,Parker  11,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sat, Feb 21",Washington ,W98-67  ,37-17,Mason Jr.  25,Duncan  11,Hill  6,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Tue, Feb 24", Dallas ,W93-76  ,38-17,Parker  37,Thomas  15,Parker  12,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Wed, Feb 25", Portland ,W99-84  ,39-17,Parker  39,Thomas  10,Parker  9,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Fri, Feb 27", Cleveland ,L97-86  ,39-18,Finley  11,Finley  7,Parker  6,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sun, Mar 1",Portland ,L102-84  ,39-19,Parker  15,Oberto  6,Parker  4,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Mon, Mar 2",LA ,W106-78  ,40-19,Parker  26,Duncan  12,Parker  10,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Wed, Mar 4",Dallas ,L107-102  ,40-20,Parker  37,Duncan  12,Duncan  5,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Fri, Mar 6", Washington ,W100-78  ,41-20,Parker  19,Thomas  7,Parker  7,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sun, Mar 8", Phoenix ,W103-98  ,42-20,Parker  30,Duncan  15,Parker  9,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Tue, Mar 10", Charlotte ,W100-86  ,43-20,Parker  21,Duncan  11,Parker  7,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Thu, Mar 12", Los Angeles ,L102-95  ,43-21,Finley  25,Duncan  11,Parker  9,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sat, Mar 14",Houston ,W88-85  ,44-21,Parker  28,Duncan  12,Parker  8,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Mon, Mar 16",Oklahoma City ,L78-76  ,44-22,Parker  28,Duncan  12,Parker  7,H,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Tue, Mar 17", Minnesota ,W93-86  ,45-22,Parker  24,Thomas  10,Parker  6,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Fri, Mar 20", Boston ,L80-77  ,45-23,Parker  25,Duncan  9,Parker  8,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
"Sun, Mar 22", Houston ,L87-85  ,45-24,Duncan  23,Thomas  9,Parker  12,A,San Antonio Spurs 2008-09 Regular Season NBA Schedule
