DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 29", Utah ,W106-91  ,Parker  28,Duncan  11,Parker  8,A,San Antonio Spurs 2011-12 Postseason NBA Schedule
"Wed, May 2", Utah ,W114-83  ,Parker  18,Duncan  13,Parker  9,A,San Antonio Spurs 2011-12 Postseason NBA Schedule
"Sat, May 5",Utah ,W102-90  ,Parker  27,Splitter  8,Ginobili  10,H,San Antonio Spurs 2011-12 Postseason NBA Schedule
"Mon, May 7",Utah ,W87-81  ,Ginobili  17,Jackson  6,Parker  3,H,San Antonio Spurs 2011-12 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2011-12 Postseason NBA Schedule
"Tue, May 15", LA ,W108-92  ,Duncan  26,Diaw  12,Parker  11,A,San Antonio Spurs 2011-12 Postseason NBA Schedule
"Thu, May 17", LA ,W105-88  ,Parker  22,Leonard  6,Parker  5,A,San Antonio Spurs 2011-12 Postseason NBA Schedule
"Sat, May 19",LA ,W96-86  ,Parker  23,Duncan  13,Parker  10,H,San Antonio Spurs 2011-12 Postseason NBA Schedule
"Sun, May 20",LA ,W102-99  ,Duncan  21,Duncan  9,Parker  5,H,San Antonio Spurs 2011-12 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2011-12 Postseason NBA Schedule
"Sun, May 27", Oklahoma City ,W101-98  ,Ginobili  26,Duncan  11,Parker  6,A,San Antonio Spurs 2011-12 Postseason NBA Schedule
"Tue, May 29", Oklahoma City ,W120-111  ,Parker  34,Duncan  12,Parker  8,A,San Antonio Spurs 2011-12 Postseason NBA Schedule
"Thu, May 31",Oklahoma City ,L102-82  ,Parker  16,Blair  6,Neal  5,H,San Antonio Spurs 2011-12 Postseason NBA Schedule
"Sat, Jun 2",Oklahoma City ,L109-103  ,Duncan  21,Leonard  9,Ginobili  4,H,San Antonio Spurs 2011-12 Postseason NBA Schedule
"Mon, Jun 4", Oklahoma City ,L108-103  ,Ginobili  34,Duncan  12,Ginobili  7,A,San Antonio Spurs 2011-12 Postseason NBA Schedule
"Wed, Jun 6",Oklahoma City ,L107-99  ,Parker  29,Duncan  14,Parker  12,H,San Antonio Spurs 2011-12 Postseason NBA Schedule
