DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 23",Charlotte ,L126-125  ,0-1,Markkanen  35,Markkanen  17,White  7,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Fri, Oct 25",Memphis ,W110-102  ,1-1,LaVine  37,Markkanen  11,LaVine  4,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Sat, Oct 26", Toronto ,L108-84  ,1-2,Carter Jr.  12,Carter Jr.  11,LaVine  4,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Mon, Oct 28",New York ,L105-98  ,1-3,LaVine  21,Carter Jr.  10,Satoransky  5,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Wed, Oct 30",Cleveland ,L117-111  ,1-4,Markkanen  16,Markkanen  8,Satoransky  8,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Fri, Nov 1", Detroit ,W112-106  ,2-4,LaVine  26,Carter Jr.  11,Satoransky  6,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Sun, Nov 3",Indiana ,L108-95  ,22-43,LaVine  21,Carter Jr.  10,Satoransky  9,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Tue, Nov 5", Los Angeles ,L118-112  ,2-6,LaVine  26,Carter Jr.  11,LaVine  7,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Wed, Nov 6",Atlanta ,W113-93  ,3-6,Satoransky  27,LaVine  8,Satoransky  8,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Sat, Nov 9", Houston ,L117-94  ,3-7,Carter Jr.  13,Carter Jr.  16,LaVine  5,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Tue, Nov 12", New York ,W120-102  ,4-7,White  27,Carter Jr.  12,Arcidiacono  8,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Thu, Nov 14",Milwaukee ,L124-115  ,4-8,White  26,Markkanen  8,LaVine  7,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Sat, Nov 16", Brooklyn ,L117-111  ,4-9,LaVine  36,Carter Jr.  14,White  3,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Mon, Nov 18", Milwaukee ,L115-101  ,4-10,Gafford  21,LaVine  8,Dunn  9,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Wed, Nov 20", Detroit ,W109-89  ,5-10,Markkanen  24,Carter Jr.  15,Satoransky  7,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Fri, Nov 22", Miami ,L116-108  ,5-11,LaVine  15,Young  8,Dunn  5,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Sat, Nov 23",Charlotte ,W116-115  ,6-11,LaVine  49,Carter Jr.  11,Satoransky  8,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Mon, Nov 25", Portland ,L117-94  ,6-12,LaVine  18,Carter Jr.  9,LaVine  5,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Wed, Nov 27",Golden State ,L104-90  ,6-13,LaVine  36,Carter Jr.  9,Satoransky  7,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Fri, Nov 29",Portland ,L107-103  ,6-14,LaVine  28,Carter Jr.  9,Satoransky  8,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Mon, Dec 2",Sacramento ,W113-106  ,7-14,LaVine  28,Carter Jr.  10,Satoransky  5,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Wed, Dec 4", Memphis ,W106-99  ,8-14,LaVine  25,Carter Jr.  13,Satoransky  8,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Fri, Dec 6", Golden State ,L100-98  ,8-15,LaVine  22,Carter Jr.  12,LaVine  6,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Sun, Dec 8",Miami ,L110-105 OT ,8-16,Markkanen  22,Carter Jr.  10,White  8,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Mon, Dec 9", Toronto ,L93-92  ,8-17,LaVine  20,LaVine  11,Satoransky  11,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Wed, Dec 11", Atlanta ,W136-102  ,9-17,LaVine  35,Carter Jr.  10,Young  6,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Fri, Dec 13", Charlotte ,L83-73  ,9-18,LaVine  12,Carter Jr.  11,Satoransky  3,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Sat, Dec 14", LA ,W109-106  ,10-18,LaVine  31,Markkanen  17,Satoransky  5,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Mon, Dec 16",Oklahoma City ,L109-106  ,10-19,LaVine  39,Carter Jr.  9,Satoransky  6,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Wed, Dec 18",Washington ,W110-109 OT ,11-19,Markkanen  31,Markkanen  9,Satoransky  6,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Sat, Dec 21",Detroit ,W119-107  ,12-19,LaVine  33,Carter Jr.  12,LaVine  5,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Mon, Dec 23",Orlando ,L103-95  ,12-20,LaVine  26,Carter Jr.  10,Dunn  6,H,Chicago Bulls 2019-20 Regular Season NBA Schedule
"Sat, Dec 28", Atlanta ,W116-81  ,13-20,Markkanen  25,Carter Jr.  8,Satoransky  6,A,Chicago Bulls 2019-20 Regular Season NBA Schedule
